time,Azimuth,Pitch,Roll
7.571015,-103.391,-0.73,-96.699
7.756492,-104.021,-0.66,-95.793
7.756936,-104.021,-0.66,-95.793
7.76949,-102.259,-0.66,-95.793
7.958261,-102.259,-0.66,-95.793
7.959216,-103.069,-0.49,-94.887
7.968088,-102.338,-0.49,-94.887
8.161936,-102.766,-0.418,-94.331
8.16279,-102.766,-0.418,-94.331
8.167139,-102.938,-0.418,-94.331
8.363187,-102.938,-0.418,-94.331
8.364053,-103.406,-0.396,-93.495
8.365417,-102.597,-0.396,-93.495
8.566597,-102.268,-0.396,-93.495
8.567265,-102.362,-0.506,-92.775
8.567609,-102.362,-0.506,-92.775
8.76478,-100.645,-0.506,-92.775
8.766686,-101.526,-0.32,-91.601
8.767074,-101.526,-0.32,-91.601
8.963753,-102.435,-0.32,-91.601
8.969147,-103.239,-0.173,-90.593
8.96954,-103.239,-0.173,-90.593
9.160864,-105.265,-0.173,-90.593
9.170766,-103.208,-0.509,-92.928
9.171232,-103.208,-0.509,-92.928
9.359277,-102.975,-0.509,-92.928
9.373919,-102.721,-0.403,-93.91
9.374423,-102.721,-0.403,-93.91
9.559455,-103.246,-0.403,-93.91
9.576745,-102.359,-0.765,-94.117
9.577182,-102.359,-0.765,-94.117
9.758273,-102.302,-0.765,-94.117
9.778378,-102.716,-0.656,-93.718
9.778728,-102.716,-0.656,-93.718
9.957386,-102.763,-0.656,-93.718
9.981148,-103.045,-0.608,-93.33
9.981585,-103.045,-0.608,-93.33
10.156091,-103.228,-0.608,-93.33
10.183955,-103.606,-0.593,-92.622
10.184472,-103.606,-0.593,-92.622
10.354065,-102.301,-0.593,-92.622
10.387204,-102.752,-0.53,-91.955
10.387665,-102.752,-0.53,-91.955
10.552052,-102.123,-0.53,-91.955
10.589602,-102.81,-0.383,-91.157
10.589998,-102.81,-0.383,-91.157
10.751433,-101.474,-0.383,-91.157
10.790862,-102.528,-0.102,-90.214
10.791329,-102.528,-0.102,-90.214
10.951071,-102.319,-0.102,-90.214
10.993385,-103.021,0.045,-89.385
10.993829,-103.021,0.045,-89.385
11.148612,-101.925,0.045,-89.385
11.196471,-102.462,0.151,-88.745
11.196941,-102.462,0.151,-88.745
11.346936,-101.403,0.151,-88.745
11.397931,-102.091,0.322,-88.06
11.398365,-102.091,0.322,-88.06
11.546285,-103.034,0.322,-88.06
11.601519,-103.252,0.292,-87.499
11.60202,-103.252,0.292,-87.499
11.743543,-102.587,0.292,-87.499
11.804264,-103.21,0.382,-86.641
11.804761,-103.21,0.382,-86.641
11.943479,-101.986,0.382,-86.641
12.006061,-101.986,0.382,-86.641
12.006964,-102.379,0.431,-86.017
12.14289,-102.384,0.431,-86.017
12.208619,-102.384,0.431,-86.017
12.209546,-102.66,0.475,-85.637
12.339389,-100.821,0.475,-85.637
12.410046,-101.417,0.659,-85.202
12.410491,-101.417,0.659,-85.202
12.538631,-101.357,0.659,-85.202
12.612366,-101.791,0.766,-84.758
12.612719,-101.791,0.766,-84.758
12.737098,-102.179,0.766,-84.758
12.81493,-102.179,0.766,-84.758
12.815874,-102.052,0.58,-84.179
12.937853,-101.826,0.58,-84.179
13.016284,-101.826,0.58,-84.179
13.01704,-101.832,0.453,-83.571
13.136175,-101.794,0.453,-83.571
13.219429,-101.794,0.453,-83.571
13.220327,-102.216,0.503,-82.906
13.332825,-100.721,0.503,-82.906
13.422,-100.906,0.496,-82.426
13.422435,-100.906,0.496,-82.426
13.532635,-102.001,0.496,-82.426
13.625478,-102.001,0.496,-82.426
13.626464,-101.989,0.389,-81.956
13.731437,-102.161,0.389,-81.956
13.828269,-102.161,0.389,-81.956
13.829652,-102.713,0.495,-81.291
13.92998,-102.1,0.495,-81.291
14.029822,-102.884,0.674,-80.494
14.030279,-102.884,0.674,-80.494
14.128876,-101.726,0.674,-80.494
14.230696,-101.726,0.674,-80.494
14.231563,-101.842,0.637,-80.076
14.327398,-102.851,0.637,-80.076
14.435684,-102.798,0.514,-79.655
14.436145,-102.798,0.514,-79.655
14.526771,-101.691,0.514,-79.655
14.636373,-102.409,0.688,-78.928
14.636867,-102.409,0.688,-78.928
14.725355,-100.771,0.688,-78.928
14.838732,-100.771,0.688,-78.928
14.839609,-101,0.683,-78.368
14.923301,-101.729,0.683,-78.368
15.04264,-101.997,0.681,-77.779
15.043158,-101.997,0.681,-77.779
15.124355,-101.297,0.681,-77.779
15.243,-101.297,0.681,-77.779
15.24399,-101.926,0.758,-76.781
15.319972,-100.401,0.758,-76.781
15.446035,-100.633,0.748,-76.179
15.446428,-100.633,0.748,-76.179
15.520273,-101.851,0.748,-76.179
15.649769,-102.063,0.716,-75.587
15.650277,-102.063,0.716,-75.587
15.719015,-101.088,0.716,-75.587
15.851888,-101.088,0.716,-75.587
15.852717,-101.999,0.948,-74.694
15.91622,-101.984,0.948,-74.694
