time,Azimuth:,Pitch:,Roll:
4.74225,-99.459,-0.845,-77.259
4.742507,-99.459,-0.845,-77.259
4.904138,-99.413,-0.845,-77.259
4.941287,-100.052,-0.751,-76.105
4.941631,-100.052,-0.751,-76.105
5.104912,-100.626,-0.751,-76.105
5.143682,-101.031,-0.78,-74.977
5.144062,-101.031,-0.78,-74.977
5.303993,-98.943,-0.78,-74.977
5.343455,-99.53,-0.653,-74.136
5.34367,-99.53,-0.653,-74.136
5.502983,-99.665,-0.653,-74.136
5.549005,-99.665,-0.653,-74.136
5.550426,-100.669,-0.376,-73.151
5.704516,-99.975,-0.376,-73.151
5.750034,-100.237,-0.42,-72.224
5.750367,-100.237,-0.42,-72.224
5.906201,-99.078,-0.42,-72.224
5.949269,-99.078,-0.42,-72.224
5.950176,-100.571,0.028,-70.977
6.102603,-99.836,0.028,-70.977
6.151702,-99.836,0.028,-70.977
6.152276,-99.987,-0.116,-69.773
6.303394,-99.871,-0.116,-69.773
6.354583,-99.871,-0.116,-69.773
6.355452,-100.745,0.014,-68.332
6.505083,-99.662,0.014,-68.332
6.560822,-99.662,0.014,-68.332
6.562033,-100.203,0.063,-67.25
6.705082,-98.305,0.063,-67.25
6.763447,-99.099,0.18,-65.677
6.763684,-99.099,0.18,-65.677
6.905421,-100.343,0.18,-65.677
6.962945,-100.566,0.102,-64.718
6.96329,-100.566,0.102,-64.718
7.103807,-99.717,0.102,-64.718
7.164084,-100.214,0.193,-64.005
7.164373,-100.214,0.193,-64.005
7.303712,-100.533,0.193,-64.005
7.366269,-100.533,0.193,-64.005
7.36689,-100.364,-0.098,-62.824
7.503702,-99.666,-0.098,-62.824
7.569176,-99.666,-0.098,-62.824
7.569655,-99.693,-0.2,-62.152
7.703803,-100.797,-0.2,-62.152
7.771289,-101.58,-0.123,-60.806
7.771609,-101.58,-0.123,-60.806
7.903838,-101.01,-0.123,-60.806
7.974177,-101.211,-0.154,-60.199
7.974568,-101.211,-0.154,-60.199
8.103634,-101.516,-0.154,-60.199
8.176272,-101.324,-0.438,-59.197
8.176671,-101.324,-0.438,-59.197
8.303667,-101.322,-0.438,-59.197
8.381141,-101.322,-0.438,-59.197
8.381748,-101.639,-0.494,-58.23
8.503904,-101.716,-0.494,-58.23
8.581569,-101.716,-0.494,-58.23
8.582173,-101.992,-0.487,-57.672
8.703431,-102.103,-0.487,-57.672
8.784059,-102.551,-0.476,-56.813
8.78432,-102.551,-0.476,-56.813
8.90433,-101.718,-0.476,-56.813
8.988256,-101.718,-0.476,-56.813
8.988913,-101.866,-0.483,-56.465
9.104545,-100.325,-0.483,-56.465
9.193463,-100.83,-0.4,-55.712
9.193854,-100.83,-0.4,-55.712
9.307412,-101.214,-0.4,-55.712
9.391535,-101.214,-0.4,-55.712
9.39218,-101.992,-0.19,-55.031
9.505036,-102.201,-0.19,-55.031
9.594782,-102.66,-0.22,-53.954
9.595142,-102.66,-0.22,-53.954
9.705749,-101.197,-0.22,-53.954
9.800376,-102.067,-0.004,-53.141
9.800826,-102.067,-0.004,-53.141
9.907865,-102.066,-0.004,-53.141
10.00224,-102.507,-0.014,-52.187
10.002633,-102.507,-0.014,-52.187
10.107927,-101.924,-0.014,-52.187
10.208043,-102.154,-0.133,-51.143
10.208414,-102.154,-0.133,-51.143
10.309158,-101.414,-0.133,-51.143
10.407916,-101.825,-0.241,-49.721
10.408295,-101.825,-0.241,-49.721
10.507792,-102.531,-0.241,-49.721
10.60716,-102.162,-0.602,-48.813
10.607502,-102.162,-0.602,-48.813
10.710304,-102.197,-0.602,-48.813
10.808552,-102.197,-0.602,-48.813
10.80919,-102.954,-0.541,-47.548
10.908125,-101.345,-0.541,-47.548
11.012908,-103.237,-0.014,-46.04
11.013405,-103.237,-0.014,-46.04
11.108496,-101.973,-0.014,-46.04
11.213766,-102.081,-0.137,-45.235
11.214084,-102.081,-0.137,-45.235
11.306248,-102.763,-0.137,-45.235
11.417586,-102.773,-0.349,-44.272
11.417921,-102.773,-0.349,-44.272
11.506753,-102.907,-0.349,-44.272
11.622726,-102.605,-0.667,-43.449
11.623072,-102.605,-0.667,-43.449
11.707831,-103.295,-0.667,-43.449
11.823518,-103.562,-0.756,-42.551
11.823924,-103.562,-0.756,-42.551
11.906917,-103.39,-0.756,-42.551
12.027591,-103.263,-1.013,-41.682
12.027984,-103.263,-1.013,-41.682
12.105847,-103.817,-1.013,-41.682
12.227856,-103.864,-1.124,-41.122
12.228284,-103.864,-1.124,-41.122
12.307297,-103.072,-1.124,-41.122
12.432265,-103.221,-1.286,-40.1
12.43269,-103.221,-1.286,-40.1
12.508502,-103.292,-1.286,-40.1
12.633405,-103.402,-1.392,-39.412
12.633738,-103.402,-1.392,-39.412
12.707403,-102.61,-1.392,-39.412
12.833065,-103.035,-1.344,-38.746
12.833499,-103.035,-1.344,-38.746
12.90723,-102.8,-1.344,-38.746
13.037397,-103.371,-1.234,-38.078
13.037741,-103.371,-1.234,-38.078
13.107757,-104.189,-1.234,-38.078
13.242886,-103.764,-1.506,-37.748
13.243318,-103.764,-1.506,-37.748
13.308808,-102.68,-1.506,-37.748
13.444731,-102.68,-1.506,-37.748
13.445499,-103.695,-1.271,-36.741
13.506978,-103.101,-1.271,-36.741
13.644618,-103.101,-1.271,-36.741
13.64532,-103.584,-1.2,-36.075
13.707222,-103.349,-1.2,-36.075
13.846044,-103.349,-1.2,-36.075
13.847092,-103.914,-1.129,-35.285
13.90739,-103.327,-1.129,-35.285
14.048845,-103.327,-1.129,-35.285
14.04959,-103.178,-1.353,-34.592
14.109775,-103.787,-1.353,-34.592
14.25191,-103.956,-1.348,-34.28
14.252332,-103.956,-1.348,-34.28
14.309093,-103.666,-1.348,-34.28
14.451913,-103.666,-1.348,-34.28
14.452584,-104.143,-1.262,-33.722
14.50893,-103.089,-1.262,-33.722
14.655942,-103.089,-1.262,-33.722
14.656888,-103.588,-1.162,-33.162
14.709347,-103.71,-1.162,-33.162
14.862,-103.71,-1.162,-33.162
14.862817,-104.079,-1.195,-32.306
14.90966,-102.561,-1.195,-32.306
15.065127,-102.704,-1.179,-32.077
15.065479,-102.704,-1.179,-32.077
15.111393,-102.438,-1.179,-32.077
15.26835,-102.756,-1.156,-31.503
15.268773,-102.756,-1.156,-31.503
15.309396,-102.785,-1.156,-31.503
15.465788,-102.785,-1.156,-31.503
15.466709,-102.703,-1.291,-31.05
15.509867,-102.709,-1.291,-31.05
15.670893,-102.709,-1.291,-31.05
15.671746,-103.099,-1.236,-30.476
15.708698,-102.974,-1.236,-30.476
15.868838,-102.974,-1.236,-30.476
15.869451,-103.629,-1.054,-29.945
15.911004,-104.168,-1.054,-29.945
16.073783,-104.467,-0.979,-29.687
