time,Azimuth,Pitch,Roll
8.821395,-104.884,-1.587,-74.703
8.992805,-103.859,-1.587,-74.703
9.023839,-104.455,-1.581,-73.543
9.024211,-104.455,-1.581,-73.543
9.193137,-102.738,-1.581,-73.543
9.226433,-103.482,-1.487,-72.399
9.226844,-103.482,-1.487,-72.399
9.390589,-104.335,-1.487,-72.399
9.428716,-104.82,-1.565,-71.139
9.429146,-104.82,-1.565,-71.139
9.589548,-103.234,-1.565,-71.139
9.631826,-103.672,-1.59,-70.118
9.632298,-103.672,-1.59,-70.118
9.789594,-102.688,-1.59,-70.118
9.832272,-102.688,-1.59,-70.118
9.832962,-103.193,-1.607,-68.908
9.987414,-102.021,-1.607,-68.908
10.036494,-102.558,-1.531,-68.064
10.036977,-102.558,-1.531,-68.064
10.18535,-103.596,-1.531,-68.064
10.237432,-103.797,-1.624,-67.249
10.23791,-103.797,-1.624,-67.249
10.386126,-102.687,-1.624,-67.249
10.440902,-103.128,-1.5,-66.863
10.441372,-103.128,-1.5,-66.863
10.58452,-102.627,-1.5,-66.863
10.644117,-103.04,-1.45,-66.183
10.644599,-103.04,-1.45,-66.183
10.783688,-101.867,-1.45,-66.183
10.846001,-101.867,-1.45,-66.183
10.846853,-102.633,-1.155,-65.851
10.982596,-103.54,-1.155,-65.851
11.048291,-103.54,-1.155,-65.851
11.049265,-103.995,-1.16,-64.9
11.180581,-103.018,-1.16,-64.9
11.250923,-103.852,-0.967,-64.02
11.251434,-103.852,-0.967,-64.02
11.379879,-103.07,-0.967,-64.02
11.451695,-102.961,-1.21,-63.161
11.452118,-102.961,-1.21,-63.161
11.578458,-103.244,-1.21,-63.161
11.655871,-103.075,-1.415,-62.602
11.656375,-103.075,-1.415,-62.602
11.776416,-101.068,-1.415,-62.602
11.858199,-101.068,-1.415,-62.602
11.859204,-101.194,-1.49,-61.88
11.976146,-102.371,-1.49,-61.88
12.059915,-102.371,-1.49,-61.88
12.060792,-101.879,-1.863,-61.167
12.173731,-101.177,-1.863,-61.167
12.261812,-102.08,-1.588,-60.417
12.262206,-102.08,-1.588,-60.417
12.373898,-102.435,-1.588,-60.417
12.464198,-101.967,-1.926,-59.816
12.464629,-101.967,-1.926,-59.816
12.57243,-101.135,-1.926,-59.816
12.667231,-101.135,-1.926,-59.816
12.668086,-101.949,-1.657,-59.267
12.771857,-102.877,-1.657,-59.267
12.870406,-103.038,-1.68,-58.808
12.870864,-103.038,-1.68,-58.808
12.970779,-102.308,-1.68,-58.808
13.071217,-102.667,-1.656,-58.114
13.071734,-102.667,-1.656,-58.114
13.169042,-102.9,-1.656,-58.114
13.274292,-102.673,-1.827,-57.818
13.274724,-102.673,-1.827,-57.818
13.36643,-101.653,-1.827,-57.818
13.47856,-101.598,-1.885,-57.646
13.479148,-101.598,-1.885,-57.646
13.567285,-100.763,-1.885,-57.646
13.679147,-101.191,-1.708,-57.509
13.679567,-101.191,-1.708,-57.509
13.765418,-100.969,-1.708,-57.509
13.881654,-100.969,-1.708,-57.509
13.882562,-101.001,-1.701,-57.464
13.963309,-100.764,-1.701,-57.464
14.083803,-100.802,-1.701,-57.361
14.084225,-100.802,-1.701,-57.361
14.163357,-102.431,-1.701,-57.361
14.286071,-102.754,-1.565,-57.279
14.286471,-102.754,-1.565,-57.279
14.362684,-102.09,-1.565,-57.279
14.490204,-101.802,-1.716,-57.202
14.49085,-101.802,-1.716,-57.202
14.560842,-102.886,-1.716,-57.202
14.69143,-102.886,-1.716,-57.202
14.692642,-102.994,-1.676,-57.151
14.759608,-102.737,-1.676,-57.151
14.892152,-102.737,-1.676,-57.151
14.892924,-102.94,-1.629,-56.917
14.959324,-101.316,-1.629,-56.917
15.09644,-101.207,-1.655,-57.054
15.096923,-101.207,-1.655,-57.054
15.157671,-102.063,-1.655,-57.054
15.297806,-102.149,-1.632,-56.967
15.29831,-102.149,-1.632,-56.967
15.357122,-101.329,-1.632,-56.967
15.501168,-101.329,-1.632,-56.967
15.502229,-101.271,-1.709,-56.7
15.557408,-102.871,-1.709,-56.7
15.703497,-102.871,-1.709,-56.7
15.704473,-103.006,-1.714,-56.381
15.75429,-101.574,-1.714,-56.381
15.905763,-101.574,-1.714,-56.381
15.906724,-101.936,-1.55,-56.348
15.951727,-102.195,-1.55,-56.348
