time,xaxis,yaxis,zaxis
0.699042,0.24,-0.07,-0.12
0.699682,0.24,-0.1,-0.14
0.699834,0.24,-0.11,-0.15
0.699973,0.25,-0.11,-0.16
0.701624,0.24,-0.12,-0.17
0.704049,0.22,-0.15,-0.18
0.70759,0.2,-0.16,-0.19
0.710475,0.18,-0.16,-0.19
0.712417,0.15,-0.17,-0.18
0.714979,0.12,-0.16,-0.17
0.717484,0.09,-0.15,-0.15
0.719328,0.06,-0.14,-0.14
0.721804,0.03,-0.12,-0.12
0.7243,0,-0.1,-0.09
0.727536,-0.03,-0.08,-0.07
0.730283,-0.06,-0.06,-0.06
0.732946,-0.1,-0.03,-0.05
0.735358,-0.13,-0.01,-0.04
0.737876,-0.15,0.02,-0.04
0.740213,-0.17,0.04,-0.02
0.742282,-0.18,0.06,-0.01
0.744554,-0.2,0.08,0
0.747788,-0.2,0.09,0
0.750335,-0.2,0.1,0
0.752856,-0.2,0.11,0
0.755495,-0.2,0.12,0
0.758,-0.19,0.13,0
0.759922,-0.18,0.13,0
0.762315,-0.17,0.14,-0.01
0.764821,-0.15,0.14,-0.01
0.767667,-0.13,0.14,0
0.770479,-0.11,0.13,0
0.773594,-0.09,0.12,0
0.775594,-0.07,0.12,-0.01
0.778182,-0.06,0.12,-0.01
0.780034,-0.04,0.12,-0.02
0.782546,-0.03,0.13,-0.02
0.785041,-0.03,0.14,-0.02
0.78816,-0.03,0.15,-0.01
0.790681,-0.02,0.15,-0.01
0.793287,-0.02,0.16,-0.01
0.795852,-0.02,0.17,0
0.798359,-0.02,0.18,0.01
0.800195,-0.02,0.19,0.01
0.802724,-0.02,0.21,0
0.805414,-0.03,0.23,-0.01
0.807819,-0.04,0.26,-0.01
0.811048,-0.06,0.27,-0.01
0.813532,-0.07,0.29,-0.01
0.816069,-0.08,0.3,-0.01
0.818678,-0.1,0.32,-0.01
0.820437,-0.11,0.33,-0.01
0.823305,-0.11,0.33,0
0.826381,-0.12,0.34,0
0.82887,-0.14,0.35,0
0.831289,-0.14,0.35,0
0.83378,-0.15,0.35,0.01
0.836282,-0.16,0.36,0.01
0.838468,-0.16,0.36,0.01
0.840671,-0.17,0.36,0.01
0.843417,-0.17,0.36,0.01
0.845786,-0.17,0.36,0.01
0.848953,-0.18,0.36,0.01
0.851477,-0.18,0.35,0.01
0.854549,-0.17,0.34,0.01
0.856535,-0.18,0.34,0.01
0.85888,-0.18,0.32,0.01
0.860925,-0.17,0.31,0.01
0.863437,-0.18,0.3,0.02
0.866585,-0.17,0.28,0.02
0.86875,-0.17,0.26,0.02
0.871057,-0.17,0.24,0.02
0.873568,-0.16,0.22,0.03
0.876885,-0.15,0.2,0.03
0.879138,-0.15,0.18,0.03
0.881233,-0.14,0.16,0.04
0.883752,-0.14,0.14,0.03
0.8862,-0.13,0.12,0.04
0.889575,-0.12,0.11,0.06
0.892116,-0.11,0.1,0.07
0.894673,-0.1,0.09,0.08
0.897103,-0.08,0.07,0.1
0.899045,-0.07,0.05,0.1
0.901387,-0.06,0.04,0.1
0.903999,-0.06,0.06,0.11
0.907271,-0.07,0.08,0.11
0.909851,-0.09,0.11,0.12
0.912329,-0.11,0.14,0.12
0.91486,-0.14,0.17,0.12
0.917352,-0.17,0.19,0.12
0.921431,-0.19,0.2,0.12
0.921688,-0.21,0.22,0.13
0.924286,-0.21,0.23,0.15
0.927662,-0.22,0.23,0.16
0.930004,-0.23,0.23,0.16
0.932608,-0.25,0.22,0.15
0.935039,-0.27,0.21,0.12
0.93715,-0.3,0.2,0.1
0.939521,-0.32,0.18,0.08
0.941943,-0.34,0.16,0.06
0.944523,-0.35,0.14,0.04
0.947252,-0.36,0.13,0.01
0.950278,-0.37,0.11,0
0.952792,-0.37,0.08,-0.03
0.955302,-0.38,0.05,-0.05
0.957951,-0.38,0.03,-0.08
0.959781,-0.37,-0.01,-0.1
0.962135,-0.37,-0.04,-0.12
0.964682,-0.37,-0.07,-0.14
0.96755,-0.37,-0.1,-0.16
0.970557,-0.36,-0.14,-0.18
0.973099,-0.36,-0.18,-0.2
0.975611,-0.35,-0.24,-0.21
0.978117,-0.33,-0.3,-0.2
0.979829,-0.3,-0.39,-0.21
0.982389,-0.27,-0.48,-0.22
0.985378,-0.24,-0.57,-0.25
0.988332,-0.19,-0.68,-0.29
0.990757,-0.15,-0.79,-0.32
0.993247,-0.09,-0.93,-0.35
0.995812,-0.01,-1.06,-0.37
0.99836,0.07,-1.2,-0.39
1.000078,0.17,-1.34,-0.42
1.002628,0.27,-1.5,-0.45
1.005297,0.38,-1.68,-0.47
1.007802,0.51,-1.87,-0.48
1.010995,0.64,-2.09,-0.49
1.013488,0.77,-2.31,-0.52
1.01603,0.9,-2.52,-0.57
1.019691,1.02,-2.73,-0.62
1.020435,1.14,-2.94,-0.67
1.022985,1.24,-3.15,-0.71
1.025984,1.35,-3.35,-0.74
1.02886,1.44,-3.55,-0.76
1.031242,1.53,-3.73,-0.77
1.033857,1.61,-3.91,-0.77
1.035506,1.69,-4.07,-0.78
1.038864,1.75,-4.21,-0.78
1.040572,1.81,-4.35,-0.78
1.043103,1.85,-4.47,-0.78
1.045707,1.88,-4.55,-0.79
1.04824,1.89,-4.61,-0.78
1.05153,1.89,-4.65,-0.76
1.054005,1.86,-4.66,-0.75
1.056567,1.83,-4.64,-0.74
1.058847,1.79,-4.59,-0.72
1.060792,1.73,-4.52,-0.69
1.063332,1.67,-4.44,-0.66
1.066299,1.59,-4.32,-0.62
1.069184,1.51,-4.2,-0.58
1.071793,1.42,-4.05,-0.53
1.074306,1.32,-3.87,-0.48
1.076766,1.2,-3.66,-0.42
1.078955,1.08,-3.43,-0.35
1.081134,0.95,-3.16,-0.29
1.083584,0.8,-2.85,-0.22
1.086132,0.64,-2.51,-0.15
1.088694,0.48,-2.15,-0.08
1.091134,0.3,-1.75,-0.01
1.093616,0.12,-1.33,0.05
1.096247,-0.06,-0.88,0.12
1.098713,-0.24,-0.41,0.18
1.101303,-0.42,0.06,0.25
1.103938,-0.6,0.55,0.3
1.107134,-0.77,1.02,0.36
1.109763,-0.93,1.5,0.4
1.112211,-1.07,1.96,0.45
1.114711,-1.21,2.39,0.49
1.117695,-1.33,2.81,0.53
1.119149,-1.43,3.17,0.56
1.121757,-1.53,3.5,0.6
1.124107,-1.6,3.79,0.63
1.126636,-1.66,4.05,0.66
1.130015,-1.71,4.27,0.68
1.132784,-1.75,4.46,0.7
1.134286,-1.76,4.6,0.71
1.137549,-1.76,4.7,0.73
1.139467,-1.74,4.77,0.73
1.141773,-1.71,4.79,0.73
1.144298,-1.66,4.78,0.73
1.146977,-1.61,4.74,0.72
1.150196,-1.54,4.65,0.7
1.152777,-1.47,4.54,0.69
1.155354,-1.4,4.39,0.66
1.157794,-1.32,4.2,0.64
1.159705,-1.24,3.99,0.61
1.162016,-1.17,3.74,0.57
1.16449,-1.11,3.47,0.52
1.167588,-1.04,3.17,0.47
1.170411,-0.97,2.82,0.4
1.172969,-0.88,2.45,0.33
1.175418,-0.79,2.06,0.26
1.177955,-0.68,1.63,0.18
1.179834,-0.56,1.2,0.1
1.18221,-0.43,0.75,0.01
1.184786,-0.29,0.31,-0.07
1.188354,-0.14,-0.13,-0.16
1.190607,0.02,-0.57,-0.24
1.193266,0.18,-0.99,-0.32
1.195799,0.34,-1.38,-0.39
1.198274,0.5,-1.77,-0.46
1.200019,0.65,-2.13,-0.51
1.202552,0.79,-2.48,-0.56
1.205239,0.92,-2.8,-0.61
1.207796,1.04,-3.09,-0.65
1.210939,1.15,-3.36,-0.69
1.213359,1.25,-3.6,-0.72
1.21592,1.34,-3.8,-0.75
1.218481,1.41,-3.97,-0.78
1.220224,1.48,-4.11,-0.8
1.222824,1.52,-4.22,-0.82
1.225273,1.55,-4.28,-0.84
1.228697,1.57,-4.31,-0.85
1.232467,1.56,-4.3,-0.86
1.233701,1.54,-4.24,-0.86
1.236321,1.49,-4.14,-0.86
1.238767,1.43,-3.98,-0.86
1.240407,1.35,-3.78,-0.84
1.242925,1.25,-3.54,-0.82
1.245494,1.13,-3.24,-0.79
1.248227,0.99,-2.91,-0.75
1.251453,0.83,-2.54,-0.7
1.253876,0.67,-2.13,-0.65
1.256396,0.49,-1.7,-0.59
1.25892,0.3,-1.26,-0.51
1.260686,0.11,-0.79,-0.43
1.26368,-0.09,-0.31,-0.34
1.266236,-0.29,0.18,-0.25
1.269161,-0.47,0.65,-0.15
1.271607,-0.65,1.12,-0.05
1.274117,-0.82,1.56,0.05
1.276605,-0.98,1.97,0.15
1.278823,-1.12,2.35,0.25
1.28092,-1.25,2.68,0.35
1.283561,-1.36,2.97,0.44
1.286167,-1.46,3.23,0.52
1.289371,-1.54,3.45,0.6
1.2918,-1.61,3.63,0.67
1.294307,-1.66,3.78,0.73
1.296822,-1.7,3.89,0.78
1.299134,-1.72,3.97,0.82
1.30126,-1.72,4,0.85
1.303754,-1.71,4,0.88
1.306764,-1.68,3.97,0.89
1.309573,-1.63,3.9,0.89
1.312089,-1.58,3.81,0.88
1.314537,-1.5,3.69,0.87
1.317113,-1.43,3.55,0.86
1.319068,-1.34,3.38,0.83
1.321352,-1.26,3.19,0.79
1.323951,-1.17,2.98,0.76
1.326503,-1.09,2.74,0.71
1.330667,-1,2.47,0.66
1.333244,-0.91,2.18,0.6
1.33501,-0.8,1.85,0.53
1.337458,-0.69,1.52,0.46
1.339301,-0.56,1.15,0.38
1.341628,-0.42,0.77,0.3
1.344105,-0.27,0.38,0.22
1.346639,-0.11,-0.01,0.13
1.350116,0.06,-0.4,0.05
1.352505,0.23,-0.79,-0.04
1.355148,0.4,-1.17,-0.12
1.357579,0.57,-1.52,-0.19
1.359477,0.72,-1.86,-0.27
1.361919,0.88,-2.18,-0.33
1.364421,1.02,-2.5,-0.4
1.367565,1.15,-2.8,-0.46
1.369479,1.28,-3.08,-0.51
1.371947,1.4,-3.33,-0.56
1.375043,1.51,-3.56,-0.61
1.378155,1.62,-3.76,-0.65
1.379748,1.7,-3.92,-0.68
1.382131,1.77,-4.06,-0.71
1.384638,1.83,-4.15,-0.74
1.388139,1.86,-4.22,-0.76
1.390572,1.89,-4.24,-0.77
1.392978,1.88,-4.22,-0.77
1.39552,1.86,-4.16,-0.77
1.398106,1.82,-4.05,-0.76
1.399874,1.76,-3.89,-0.74
1.402298,1.67,-3.69,-0.71
1.404898,1.56,-3.44,-0.68
1.407776,1.42,-3.13,-0.64
1.410842,1.26,-2.78,-0.6
1.413291,1.08,-2.39,-0.54
1.415829,0.89,-1.96,-0.47
1.418361,0.68,-1.49,-0.4
1.419994,0.47,-1.01,-0.32
1.422552,0.24,-0.5,-0.23
1.425189,0.02,0.01,-0.14
1.42856,-0.2,0.52,-0.06
1.431019,-0.42,1.03,0.03
1.433513,-0.62,1.51,0.13
1.436015,-0.8,1.95,0.22
1.438654,-0.97,2.36,0.31
1.44026,-1.13,2.71,0.4
1.442786,-1.26,3.03,0.47
1.445465,-1.38,3.32,0.54
1.44843,-1.49,3.57,0.61
1.45143,-1.58,3.78,0.66
1.453693,-1.65,3.95,0.72
1.45623,-1.71,4.09,0.77
1.458766,-1.75,4.19,0.8
1.460506,-1.77,4.24,0.83
1.463117,-1.77,4.25,0.85
1.466287,-1.75,4.22,0.86
1.468897,-1.71,4.16,0.86
1.471447,-1.66,4.05,0.85
1.473922,-1.59,3.91,0.83
1.476496,-1.5,3.73,0.81
1.478694,-1.41,3.53,0.78
1.480754,-1.31,3.29,0.74
1.483269,-1.21,3.05,0.69
1.48577,-1.11,2.77,0.64
1.489317,-1.01,2.49,0.58
1.491673,-0.9,2.17,0.52
1.494297,-0.8,1.83,0.45
1.496755,-0.68,1.46,0.37
1.498975,-0.55,1.07,0.29
1.500996,-0.41,0.67,0.21
1.503496,-0.24,0.25,0.12
1.506726,-0.07,-0.17,0.04
1.509431,0.12,-0.58,-0.04
1.512,0.31,-0.98,-0.12
1.51463,0.5,-1.36,-0.2
1.51699,0.69,-1.72,-0.27
1.51879,0.86,-2.07,-0.34
1.521144,1.03,-2.4,-0.41
1.523688,1.18,-2.72,-0.46
1.526851,1.32,-3.01,-0.5
1.529663,1.45,-3.29,-0.55
1.532213,1.57,-3.53,-0.59
1.534621,1.68,-3.75,-0.62
1.537144,1.77,-3.93,-0.65
1.539119,1.85,-4.07,-0.68
1.542117,1.91,-4.18,-0.7
1.543938,1.95,-4.24,-0.72
1.546931,1.96,-4.26,-0.73
1.549766,1.95,-4.23,-0.73
1.552379,1.93,-4.16,-0.72
1.554781,1.88,-4.04,-0.71
1.557314,1.81,-3.89,-0.68
1.559271,1.72,-3.69,-0.65
1.561707,1.61,-3.45,-0.61
1.564319,1.48,-3.16,-0.55
1.567433,1.32,-2.83,-0.49
1.570004,1.15,-2.46,-0.42
1.572543,0.95,-2.05,-0.35
1.575107,0.74,-1.6,-0.27
1.577659,0.52,-1.13,-0.19
1.579497,0.29,-0.63,-0.1
1.581886,0.06,-0.13,-0.02
1.584397,-0.17,0.38,0.07
1.587667,-0.4,0.88,0.15
1.591093,-0.61,1.35,0.24
1.592764,-0.81,1.79,0.32
1.59526,-0.98,2.19,0.4
1.597791,-1.14,2.53,0.47
1.599797,-1.28,2.84,0.54
1.60221,-1.4,3.12,0.59
1.604724,-1.51,3.37,0.64
1.607725,-1.61,3.58,0.69
1.610557,-1.69,3.74,0.73
1.613146,-1.75,3.87,0.76
1.615635,-1.79,3.96,0.79
1.618199,-1.82,4.02,0.81
1.619911,-1.82,4.04,0.82
1.622435,-1.81,4.03,0.82
1.62509,-1.78,3.99,0.81
1.627607,-1.74,3.91,0.8
1.630886,-1.68,3.79,0.78
1.633358,-1.62,3.64,0.74
1.635863,-1.55,3.46,0.7
1.638424,-1.47,3.24,0.66
1.640227,-1.38,2.98,0.61
1.642744,-1.29,2.71,0.55
1.645347,-1.19,2.41,0.49
1.648441,-1.09,2.08,0.42
1.651043,-0.97,1.72,0.34
1.653694,-0.84,1.34,0.25
1.656396,-0.69,0.94,0.16
1.658639,-0.54,0.53,0.07
1.660344,-0.37,0.11,-0.03
1.662901,-0.19,-0.31,-0.13
1.665912,0,-0.72,-0.22
1.668811,0.21,-1.12,-0.3
1.671273,0.42,-1.51,-0.36
1.673816,0.63,-1.88,-0.42
1.676353,0.83,-2.25,-0.48
1.678993,1.03,-2.59,-0.54
1.680651,1.21,-2.91,-0.59
1.683113,1.39,-3.21,-0.65
1.685734,1.54,-3.48,-0.69
1.689106,1.69,-3.73,-0.73
1.691632,1.81,-3.94,-0.77
1.694213,1.92,-4.1,-0.8
1.696612,2,-4.22,-0.83
1.698799,2.05,-4.3,-0.85
1.700824,2.09,-4.35,-0.85
1.703427,2.1,-4.35,-0.84
1.706244,2.07,-4.31,-0.83
1.709247,2.02,-4.2,-0.81
1.711824,1.94,-4.06,-0.79
1.714326,1.83,-3.85,-0.76
1.716934,1.68,-3.59,-0.73
1.719086,1.5,-3.27,-0.7
1.72112,1.29,-2.91,-0.65
1.723646,1.07,-2.5,-0.59
1.726278,0.83,-2.05,-0.54
1.729594,0.58,-1.57,-0.47
1.731985,0.33,-1.07,-0.41
1.734489,0.08,-0.55,-0.34
1.736981,-0.16,-0.04,-0.26
1.738966,-0.39,0.48,-0.19
1.741441,-0.6,0.97,-0.1
1.743971,-0.8,1.44,-0.02
1.746727,-0.98,1.87,0.07
1.749693,-1.14,2.26,0.15
1.752162,-1.28,2.62,0.23
1.754801,-1.4,2.93,0.3
1.757239,-1.51,3.21,0.38
1.759233,-1.59,3.46,0.44
1.761654,-1.66,3.67,0.5
1.764077,-1.73,3.83,0.56
1.767043,-1.77,3.96,0.61
1.769915,-1.81,4.04,0.64
1.772445,-1.82,4.08,0.67
1.775062,-1.82,4.07,0.69
1.777498,-1.79,4.02,0.69
1.779509,-1.74,3.93,0.7
1.781796,-1.66,3.81,0.69
1.784311,-1.57,3.65,0.68
1.787381,-1.46,3.46,0.64
1.790246,-1.33,3.23,0.59
1.792841,-1.2,2.97,0.53
1.795299,-1.06,2.66,0.46
1.79779,-0.91,2.33,0.37
1.799666,-0.76,1.95,0.29
1.802055,-0.61,1.55,0.2
1.804659,-0.45,1.13,0.11
1.807632,-0.29,0.69,0.03
1.810443,-0.11,0.22,-0.06
1.812942,0.08,-0.26,-0.14
1.815498,0.27,-0.73,-0.23
1.818031,0.48,-1.21,-0.31
1.821539,0.68,-1.67,-0.39
1.822384,0.89,-2.1,-0.47
1.825054,1.09,-2.5,-0.53
1.828384,1.28,-2.87,-0.6
1.830714,1.45,-3.22,-0.64
1.833162,1.62,-3.55,-0.68
1.835736,1.76,-3.84,-0.71
1.838327,1.88,-4.11,-0.73
1.840041,2,-4.33,-0.74
1.842637,2.09,-4.51,-0.74
1.845101,2.16,-4.65,-0.74
1.848477,2.21,-4.74,-0.73
1.850959,2.24,-4.78,-0.72
1.853463,2.24,-4.76,-0.7
1.85613,2.19,-4.67,-0.68
1.858612,2.12,-4.53,-0.66
1.86021,2.01,-4.32,-0.62
1.862759,1.87,-4.05,-0.57
1.865381,1.69,-3.72,-0.53
1.868002,1.48,-3.34,-0.48
1.870393,1.25,-2.9,-0.42
1.872911,0.99,-2.42,-0.36
1.876308,0.73,-1.91,-0.29
1.878792,0.47,-1.37,-0.23
1.880517,0.2,-0.81,-0.17
1.882999,-0.05,-0.25,-0.1
1.885621,-0.29,0.29,-0.03
1.888996,-0.52,0.83,0.05
1.89146,-0.73,1.33,0.12
1.894002,-0.92,1.79,0.2
1.89652,-1.09,2.19,0.27
1.898699,-1.24,2.55,0.34
1.900761,-1.37,2.87,0.4
1.90333,-1.48,3.15,0.47
1.906412,-1.57,3.39,0.53
1.909093,-1.64,3.6,0.59
1.911642,-1.69,3.76,0.64
1.914128,-1.72,3.88,0.69
1.916662,-1.73,3.95,0.73
1.919767,-1.72,3.99,0.77
1.921119,-1.68,3.98,0.79
1.92359,-1.64,3.94,0.81
1.926078,-1.57,3.87,0.81
1.929337,-1.49,3.76,0.81
1.931908,-1.39,3.62,0.8
1.934696,-1.28,3.44,0.78
1.93699,-1.17,3.24,0.75
1.939079,-1.06,3.01,0.72
1.941174,-0.94,2.76,0.68
1.943794,-0.82,2.48,0.63
1.946728,-0.7,2.19,0.59
1.94959,-0.59,1.87,0.53
1.952097,-0.47,1.54,0.47
1.954678,-0.34,1.2,0.41
1.957266,-0.2,0.84,0.33
1.959049,-0.06,0.46,0.27
1.96142,0.09,0.08,0.2
1.963962,0.25,-0.31,0.12
1.966477,0.42,-0.69,0.05
1.969913,0.58,-1.07,-0.02
1.97244,0.75,-1.42,-0.09
1.975009,0.91,-1.75,-0.16
1.977459,1.05,-2.05,-0.22
1.979321,1.19,-2.34,-0.27
1.981772,1.32,-2.6,-0.32
1.984211,1.43,-2.84,-0.36
1.986843,1.53,-3.05,-0.39
1.990074,1.62,-3.23,-0.42
1.992549,1.69,-3.37,-0.43
1.995129,1.74,-3.48,-0.44
1.997695,1.77,-3.55,-0.44
2.000147,1.79,-3.57,-0.44
2.001934,1.77,-3.54,-0.44
2.004447,1.73,-3.46,-0.43
2.007653,1.67,-3.32,-0.41
2.010279,1.57,-3.15,-0.39
2.012813,1.45,-2.92,-0.35
2.015308,1.31,-2.65,-0.32
2.017897,1.15,-2.34,-0.28
2.020051,0.96,-2,-0.23
2.022196,0.76,-1.62,-0.18
2.024702,0.55,-1.21,-0.13
2.02819,0.34,-0.78,-0.07
2.030555,0.12,-0.33,-0.01
2.034203,-0.09,0.12,0.05
2.035616,-0.3,0.57,0.11
2.03829,-0.5,1,0.18
2.040002,-0.67,1.41,0.25
2.04237,-0.82,1.78,0.32
2.045015,-0.96,2.11,0.38
2.04768,-1.08,2.4,0.44
2.050788,-1.17,2.66,0.5
2.053354,-1.26,2.88,0.55
2.055885,-1.33,3.06,0.59
2.058579,-1.38,3.21,0.63
2.060087,-1.41,3.31,0.67
2.062634,-1.43,3.38,0.69
2.06557,-1.43,3.4,0.72
2.068542,-1.4,3.39,0.73
2.071063,-1.36,3.35,0.73
2.073516,-1.31,3.28,0.73
2.076035,-1.24,3.19,0.72
2.07866,-1.16,3.06,0.7
2.080304,-1.07,2.91,0.67
2.082952,-0.97,2.73,0.64
2.085608,-0.87,2.52,0.6
2.088952,-0.77,2.29,0.54
2.091224,-0.67,2.03,0.49
2.093775,-0.57,1.75,0.43
2.09634,-0.46,1.45,0.36
2.098892,-0.35,1.12,0.29
2.100588,-0.23,0.78,0.21
2.103192,-0.11,0.43,0.14
2.106284,0.02,0.06,0.06
2.109136,0.16,-0.31,-0.01
2.111488,0.3,-0.68,-0.07
2.113993,0.45,-1.04,-0.13
2.116549,0.59,-1.38,-0.19
2.119018,0.73,-1.71,-0.25
2.120873,0.87,-2.01,-0.31
2.123337,1,-2.29,-0.36
2.125901,1.12,-2.55,-0.4
2.129347,1.23,-2.79,-0.44
2.132628,1.34,-3.01,-0.47
2.134342,1.44,-3.2,-0.5
2.13691,1.51,-3.36,-0.52
2.139134,1.58,-3.49,-0.53
2.141004,1.63,-3.59,-0.55
2.143556,1.67,-3.65,-0.56
2.146746,1.68,-3.67,-0.57
2.149492,1.68,-3.65,-0.57
2.151996,1.65,-3.6,-0.58
2.154533,1.6,-3.49,-0.56
2.157028,1.54,-3.36,-0.55
2.158981,1.44,-3.17,-0.53
2.161348,1.33,-2.93,-0.49
2.163837,1.19,-2.66,-0.45
2.166393,1.04,-2.33,-0.4
2.169743,0.86,-1.97,-0.35
2.17224,0.67,-1.57,-0.31
2.174763,0.48,-1.14,-0.25
2.177278,0.28,-0.69,-0.2
2.17924,0.06,-0.23,-0.15
2.181712,-0.14,0.23,-0.09
2.184227,-0.33,0.68,-0.02
2.186827,-0.52,1.12,0.06
2.190058,-0.69,1.54,0.13
2.192443,-0.85,1.92,0.2
2.194955,-0.99,2.27,0.26
2.197586,-1.12,2.58,0.33
2.199454,-1.23,2.87,0.39
2.20181,-1.33,3.12,0.44
2.204292,-1.41,3.34,0.49
2.207681,-1.48,3.52,0.53
2.210283,-1.54,3.66,0.57
2.212863,-1.58,3.77,0.6
2.215248,-1.6,3.83,0.63
2.217855,-1.61,3.85,0.64
2.219735,-1.6,3.83,0.66
2.222083,-1.56,3.78,0.66
2.224558,-1.51,3.69,0.66
2.228144,-1.44,3.57,0.64
2.230456,-1.37,3.43,0.62
2.233034,-1.28,3.27,0.59
2.235601,-1.18,3.08,0.56
2.237986,-1.09,2.87,0.51
2.239787,-0.99,2.63,0.47
2.242254,-0.89,2.36,0.41
2.244779,-0.8,2.06,0.35
2.247829,-0.69,1.74,0.28
2.250819,-0.59,1.39,0.22
2.253278,-0.47,1.02,0.15
2.255704,-0.35,0.64,0.07
2.258287,-0.21,0.25,0
2.260081,-0.06,-0.14,-0.06
2.262512,0.1,-0.52,-0.13
2.265138,0.27,-0.89,-0.2
2.268498,0.44,-1.25,-0.26
2.27085,0.61,-1.58,-0.31
2.273558,0.78,-1.91,-0.35
2.276007,0.94,-2.23,-0.4
2.278586,1.1,-2.53,-0.44
2.28028,1.24,-2.81,-0.47
2.282827,1.37,-3.07,-0.5
2.285475,1.5,-3.3,-0.53
2.288498,1.61,-3.49,-0.55
2.291115,1.7,-3.66,-0.58
2.293623,1.78,-3.79,-0.59
2.296248,1.83,-3.89,-0.6
2.298754,1.87,-3.95,-0.6
2.300431,1.88,-3.97,-0.6
2.302937,1.88,-3.95,-0.59
2.305864,1.84,-3.88,-0.57
2.308908,1.79,-3.76,-0.56
2.311606,1.7,-3.6,-0.53
2.314015,1.6,-3.38,-0.5
2.316743,1.46,-3.12,-0.46
2.318817,1.32,-2.82,-0.42
2.320887,1.15,-2.48,-0.38
2.323498,0.97,-2.1,-0.33
2.325882,0.77,-1.67,-0.27
2.329462,0.55,-1.22,-0.21
2.331836,0.34,-0.74,-0.15
2.334346,0.12,-0.25,-0.08
2.336949,-0.1,0.25,-0.01
2.339269,-0.31,0.74,0.06
2.341102,-0.51,1.21,0.13
2.347561,-0.69,1.65,0.2
2.34799,-0.85,2.05,0.28
2.349818,-1.01,2.4,0.35
2.352231,-1.14,2.71,0.41
2.354651,-1.25,3,0.47
2.357144,-1.35,3.25,0.52
2.358919,-1.43,3.46,0.57
2.361386,-1.49,3.63,0.61
2.3639,-1.55,3.76,0.64
2.367176,-1.58,3.85,0.67
2.368944,-1.6,3.91,0.69
2.371478,-1.6,3.92,0.7
2.374087,-1.58,3.89,0.7
2.377139,-1.55,3.84,0.69
2.379118,-1.49,3.74,0.68
2.381687,-1.42,3.61,0.65
2.384096,-1.33,3.45,0.62
2.386806,-1.24,3.26,0.57
2.390289,-1.14,3.03,0.53
2.392325,-1.03,2.76,0.47
2.394843,-0.92,2.47,0.42
2.397362,-0.81,2.16,0.36
2.399347,-0.69,1.83,0.29
2.401811,-0.57,1.48,0.22
2.4042,-0.44,1.11,0.15
2.407549,-0.3,0.72,0.08
2.410011,-0.16,0.33,0.01
2.412617,-0.01,-0.07,-0.06
2.414913,0.15,-0.46,-0.13
2.417604,0.31,-0.84,-0.19
2.419593,0.47,-1.19,-0.24
2.421979,0.63,-1.52,-0.3
2.424519,0.78,-1.83,-0.34
2.428342,0.92,-2.13,-0.38
2.430345,1.05,-2.42,-0.42
2.43285,1.18,-2.68,-0.45
2.435459,1.28,-2.92,-0.47
2.438154,1.38,-3.13,-0.48
2.439874,1.47,-3.31,-0.5
2.442683,1.55,-3.46,-0.51
2.444833,1.61,-3.57,-0.52
2.448008,1.65,-3.66,-0.52
2.450813,1.67,-3.71,-0.51
2.453226,1.68,-3.71,-0.5
2.455768,1.67,-3.69,-0.49
2.459273,1.63,-3.62,-0.47
2.460019,1.58,-3.51,-0.44
2.462726,1.51,-3.37,-0.41
2.465195,1.41,-3.19,-0.38
2.468741,1.3,-2.96,-0.34
2.470956,1.17,-2.7,-0.3
2.473422,1.02,-2.39,-0.26
2.476076,0.85,-2.04,-0.22
2.478586,0.66,-1.65,-0.17
2.480263,0.47,-1.22,-0.12
2.482872,0.26,-0.78,-0.07
2.485295,0.05,-0.32,-0.02
2.488328,-0.16,0.15,0.03
2.491734,-0.36,0.61,0.08
2.493782,-0.55,1.05,0.13
2.496247,-0.72,1.47,0.19
2.49879,-0.87,1.84,0.24
2.500493,-1.01,2.17,0.31
2.503115,-1.13,2.46,0.36
2.506084,-1.23,2.73,0.42
2.509114,-1.32,2.96,0.47
2.511609,-1.4,3.16,0.52
2.513833,-1.46,3.33,0.56
2.51652,-1.51,3.45,0.59
2.519156,-1.53,3.54,0.62
2.520719,-1.54,3.58,0.64
2.523317,-1.53,3.6,0.66
2.527783,-1.51,3.57,0.66
2.529536,-1.46,3.52,0.66
2.531737,-1.41,3.43,0.65
2.534204,-1.34,3.31,0.64
2.536733,-1.26,3.16,0.62
2.539016,-1.17,2.99,0.59
2.540876,-1.08,2.79,0.55
2.543454,-0.99,2.56,0.5
2.546374,-0.9,2.29,0.45
2.549331,-0.81,2.01,0.39
2.552166,-0.71,1.71,0.33
2.554452,-0.6,1.38,0.27
2.557108,-0.49,1.04,0.2
2.559208,-0.37,0.68,0.12
2.56121,-0.23,0.32,0.05
2.564031,-0.1,-0.05,-0.02
2.566379,0.05,-0.42,-0.09
2.569773,0.2,-0.78,-0.15
2.572111,0.36,-1.13,-0.21
2.574643,0.5,-1.45,-0.26
2.577317,0.65,-1.76,-0.31
2.579161,0.79,-2.05,-0.36
2.581501,0.91,-2.33,-0.39
2.584116,1.02,-2.59,-0.42
2.587235,1.13,-2.83,-0.45
2.590054,1.22,-3.05,-0.48
2.592514,1.3,-3.24,-0.5
2.595021,1.37,-3.38,-0.52
2.597517,1.41,-3.5,-0.53
2.599345,1.45,-3.58,-0.54
2.602009,1.47,-3.62,-0.55
2.604238,1.47,-3.63,-0.55
