time,xaxis,yaxis,zaxis
5.17284,0.37,-0.8,0.08
5.176251,0.28,-0.61,0.1
5.177815,0.18,-0.42,0.13
5.17991,0.08,-0.22,0.15
5.182343,-0.02,-0.02,0.18
5.184665,-0.12,0.18,0.2
5.188015,-0.22,0.37,0.22
5.190626,-0.31,0.55,0.23
5.193162,-0.4,0.71,0.24
5.195844,-0.48,0.87,0.24
5.198451,-0.55,1.01,0.24
5.199906,-0.61,1.13,0.24
5.202387,-0.67,1.24,0.24
5.205022,-0.72,1.34,0.24
5.209259,-0.77,1.43,0.23
5.210854,-0.81,1.5,0.22
5.213408,-0.84,1.55,0.21
5.215979,-0.86,1.59,0.2
5.218475,-0.87,1.61,0.2
5.220232,-0.88,1.62,0.18
5.222664,-0.88,1.62,0.17
5.225541,-0.87,1.6,0.16
5.228898,-0.85,1.56,0.14
5.231166,-0.82,1.51,0.12
5.233788,-0.78,1.44,0.11
5.236229,-0.74,1.36,0.09
5.23878,-0.68,1.26,0.07
5.240358,-0.63,1.16,0.05
5.245422,-0.56,1.06,0.04
5.246203,-0.5,0.94,0.02
5.248911,-0.42,0.81,0
5.251256,-0.35,0.68,-0.01
5.253802,-0.27,0.54,-0.03
5.256331,-0.19,0.39,-0.05
5.258979,-0.12,0.24,-0.07
5.260533,-0.03,0.08,-0.09
5.263146,0.06,-0.08,-0.11
5.266027,0.15,-0.25,-0.13
5.269001,0.24,-0.41,-0.15
5.27179,0.32,-0.58,-0.17
5.275072,0.4,-0.75,-0.2
5.276643,0.49,-0.91,-0.21
5.278871,0.56,-1.08,-0.23
5.280865,0.64,-1.26,-0.25
5.283455,0.72,-1.43,-0.27
5.285919,0.8,-1.59,-0.29
5.288617,0.87,-1.75,-0.3
5.291847,0.95,-1.89,-0.32
5.29442,1.01,-2.03,-0.34
5.297035,1.07,-2.16,-0.35
5.299084,1.13,-2.27,-0.36
5.301026,1.17,-2.36,-0.37
5.303565,1.21,-2.44,-0.38
5.307221,1.23,-2.5,-0.38
5.3096,1.24,-2.55,-0.38
5.312107,1.25,-2.57,-0.37
5.314604,1.25,-2.58,-0.36
5.317166,1.23,-2.57,-0.35
5.318915,1.21,-2.53,-0.33
5.321357,1.18,-2.46,-0.3
5.323845,1.13,-2.38,-0.27
5.326561,1.08,-2.26,-0.25
5.32992,1.01,-2.12,-0.22
5.332276,0.92,-1.94,-0.18
5.334982,0.82,-1.74,-0.14
5.337364,0.72,-1.52,-0.09
5.343657,0.6,-1.27,-0.05
5.344103,0.46,-1,-0.03
5.344305,0.3,-0.71,-0.02
5.346914,0.14,-0.42,-0.01
5.35022,-0.03,-0.12,0.01
5.352528,-0.19,0.19,0.05
5.35501,-0.35,0.51,0.08
5.357948,-0.5,0.83,0.12
5.359591,-0.64,1.14,0.15
5.361952,-0.78,1.45,0.18
5.364358,-0.91,1.74,0.21
5.367564,-1.03,2.02,0.23
5.369406,-1.13,2.26,0.26
5.37336,-1.23,2.49,0.27
5.374546,-1.32,2.68,0.29
5.378014,-1.4,2.86,0.32
5.379718,-1.46,3.02,0.34
5.38196,-1.51,3.14,0.35
5.384568,-1.55,3.22,0.36
5.387314,-1.57,3.28,0.37
5.390709,-1.57,3.31,0.38
5.393054,-1.55,3.3,0.38
5.395656,-1.53,3.26,0.38
5.398247,-1.48,3.19,0.38
5.39977,-1.42,3.08,0.37
5.402263,-1.34,2.95,0.36
5.405593,-1.25,2.8,0.35
5.408188,-1.15,2.62,0.33
5.410957,-1.04,2.43,0.31
5.413281,-0.93,2.23,0.29
5.415753,-0.81,2.01,0.26
5.418526,-0.69,1.78,0.23
5.419991,-0.56,1.52,0.19
5.42265,-0.44,1.26,0.16
5.425211,-0.31,0.99,0.13
5.428575,-0.18,0.71,0.09
5.430918,-0.04,0.43,0.05
5.433463,0.09,0.16,0.01
5.436062,0.23,-0.12,-0.03
5.441952,0.36,-0.4,-0.06
5.442399,0.48,-0.67,-0.1
5.442987,0.61,-0.93,-0.12
5.445565,0.72,-1.17,-0.15
5.448556,0.82,-1.4,-0.17
5.451517,0.91,-1.61,-0.2
5.453489,0.99,-1.81,-0.22
5.456068,1.07,-2,-0.23
5.458704,1.14,-2.17,-0.25
5.460592,1.2,-2.33,-0.25
5.462895,1.26,-2.47,-0.26
5.465866,1.31,-2.58,-0.27
5.468561,1.35,-2.68,-0.27
5.471292,1.37,-2.75,-0.27
5.473881,1.38,-2.81,-0.26
5.476359,1.39,-2.85,-0.26
5.47892,1.39,-2.87,-0.25
5.480612,1.38,-2.86,-0.23
5.483144,1.36,-2.83,-0.21
5.485787,1.32,-2.77,-0.19
5.48899,1.28,-2.7,-0.17
5.491615,1.22,-2.59,-0.14
5.49402,1.16,-2.47,-0.12
5.496513,1.07,-2.32,-0.09
5.498951,0.97,-2.14,-0.07
5.50097,0.86,-1.93,-0.04
5.503624,0.73,-1.67,-0.02
5.506345,0.58,-1.4,0.01
5.509297,0.41,-1.08,0.03
5.512145,0.24,-0.75,0.06
5.514459,0.05,-0.4,0.08
5.516979,-0.14,-0.03,0.1
5.520321,-0.33,0.35,0.11
5.521182,-0.52,0.72,0.13
5.523888,-0.71,1.09,0.14
5.526325,-0.87,1.44,0.16
5.529699,-1.03,1.77,0.17
5.532157,-1.17,2.07,0.2
5.53467,-1.3,2.35,0.22
5.537296,-1.41,2.59,0.25
5.539133,-1.52,2.81,0.27
5.541601,-1.6,3,0.3
5.543965,-1.68,3.16,0.32
5.547066,-1.73,3.28,0.34
5.550362,-1.76,3.37,0.35
5.555541,-1.77,3.42,0.37
5.555943,-1.77,3.44,0.38
5.557543,-1.74,3.42,0.39
5.559348,-1.69,3.37,0.4
5.561805,-1.63,3.29,0.39
5.564192,-1.54,3.18,0.38
5.566897,-1.45,3.04,0.37
5.570335,-1.34,2.88,0.36
5.572645,-1.23,2.7,0.34
5.57527,-1.1,2.49,0.32
5.577606,-0.97,2.26,0.29
5.579585,-0.83,2,0.25
5.581844,-0.68,1.72,0.21
5.584381,-0.53,1.43,0.17
5.58703,-0.37,1.13,0.12
5.590268,-0.19,0.81,0.07
5.593129,-0.02,0.49,0.03
5.595284,0.15,0.16,-0.02
5.597801,0.33,-0.17,-0.06
5.599863,0.5,-0.49,-0.1
5.602396,0.67,-0.81,-0.14
5.604633,0.83,-1.11,-0.18
5.607674,0.97,-1.4,-0.21
5.610509,1.1,-1.67,-0.24
5.6131,1.22,-1.93,-0.26
5.615514,1.32,-2.17,-0.29
5.618428,1.42,-2.4,-0.32
5.619991,1.51,-2.63,-0.34
5.62235,1.58,-2.83,-0.35
5.625008,1.65,-3,-0.36
5.627403,1.7,-3.16,-0.37
5.630784,1.74,-3.29,-0.37
5.633286,1.77,-3.38,-0.37
5.635854,1.78,-3.45,-0.37
5.638741,1.78,-3.5,-0.37
5.640171,1.76,-3.52,-0.36
5.642634,1.74,-3.53,-0.34
5.645206,1.7,-3.52,-0.33
5.648053,1.66,-3.49,-0.31
5.654803,1.62,-3.44,-0.29
5.65525,1.56,-3.37,-0.26
5.656429,1.49,-3.27,-0.23
5.658766,1.42,-3.14,-0.19
5.66029,1.33,-2.98,-0.16
5.662891,1.22,-2.78,-0.14
5.665392,1.1,-2.55,-0.11
5.668565,0.95,-2.28,-0.08
5.671229,0.79,-1.99,-0.05
5.673815,0.61,-1.66,-0.02
5.676382,0.42,-1.31,0.01
5.678774,0.23,-0.94,0.03
5.680633,0.02,-0.56,0.06
5.683989,-0.19,-0.17,0.08
5.685879,-0.39,0.23,0.1
5.688826,-0.59,0.64,0.13
5.691683,-0.78,1.03,0.15
5.694222,-0.96,1.4,0.17
5.696819,-1.12,1.75,0.21
5.69926,-1.27,2.08,0.24
5.701003,-1.4,2.37,0.27
5.703591,-1.52,2.63,0.31
5.706425,-1.63,2.88,0.34
5.709296,-1.73,3.09,0.37
5.711622,-1.8,3.26,0.4
5.714231,-1.85,3.41,0.42
5.716699,-1.88,3.51,0.45
5.718922,-1.89,3.58,0.46
5.721085,-1.87,3.6,0.47
5.723504,-1.84,3.59,0.48
5.726072,-1.79,3.55,0.49
5.729478,-1.71,3.45,0.49
5.731938,-1.63,3.33,0.48
5.735668,-1.52,3.18,0.47
5.737028,-1.4,3.01,0.45
5.739307,-1.27,2.8,0.43
5.741254,-1.11,2.57,0.4
5.743758,-0.95,2.34,0.36
5.74684,-0.79,2.07,0.32
5.749609,-0.61,1.79,0.27
5.752218,-0.44,1.48,0.22
5.754708,-0.26,1.16,0.16
5.757368,-0.07,0.82,0.11
5.759105,0.11,0.48,0.05
5.761616,0.3,0.14,-0.01
5.764237,0.48,-0.21,-0.07
5.766559,0.66,-0.56,-0.12
5.769895,0.83,-0.89,-0.17
5.77238,0.99,-1.21,-0.21
5.774917,1.13,-1.51,-0.25
5.777518,1.26,-1.79,-0.29
5.779457,1.37,-2.07,-0.32
5.782207,1.46,-2.32,-0.35
5.784273,1.54,-2.57,-0.38
5.787144,1.6,-2.78,-0.4
5.790266,1.66,-2.97,-0.42
5.792654,1.7,-3.15,-0.43
5.795189,1.72,-3.29,-0.43
5.798658,1.73,-3.4,-0.43
5.799619,1.72,-3.49,-0.42
5.80222,1.7,-3.53,-0.41
5.80454,1.67,-3.55,-0.38
5.807976,1.62,-3.54,-0.36
5.810454,1.57,-3.49,-0.33
5.812931,1.5,-3.41,-0.3
5.815588,1.42,-3.3,-0.26
5.818121,1.32,-3.16,-0.22
5.820038,1.21,-2.97,-0.19
5.822413,1.08,-2.75,-0.16
5.824959,0.93,-2.48,-0.12
5.828598,0.76,-2.17,-0.08
5.834834,0.57,-1.83,-0.04
5.835324,0.38,-1.47,0
5.836527,0.18,-1.08,0.04
5.838384,-0.04,-0.68,0.08
5.840119,-0.24,-0.27,0.11
5.842509,-0.45,0.15,0.15
5.845068,-0.64,0.57,0.18
5.849675,-0.83,0.96,0.21
5.850839,-1,1.34,0.24
5.853658,-1.16,1.69,0.27
5.855813,-1.3,2,0.3
5.858448,-1.43,2.28,0.33
5.860083,-1.54,2.54,0.35
5.862655,-1.64,2.77,0.38
5.865184,-1.72,2.97,0.4
5.868198,-1.78,3.14,0.43
5.870182,-1.82,3.28,0.44
5.872672,-1.84,3.37,0.46
5.876164,-1.83,3.44,0.47
5.878639,-1.81,3.46,0.48
5.880323,-1.78,3.45,0.48
5.882882,-1.72,3.42,0.48
5.8854,-1.66,3.35,0.47
5.888447,-1.59,3.26,0.46
5.891501,-1.51,3.14,0.44
5.893876,-1.42,3.01,0.42
5.896445,-1.32,2.84,0.39
5.898901,-1.21,2.65,0.37
5.90066,-1.09,2.44,0.33
5.90325,-0.97,2.2,0.3
5.906423,-0.83,1.94,0.26
5.909032,-0.67,1.66,0.22
5.911678,-0.51,1.36,0.17
5.914138,-0.34,1.05,0.11
5.916695,-0.15,0.72,0.06
5.918933,0.04,0.38,0
5.92085,0.23,0.03,-0.06
5.923493,0.43,-0.33,-0.12
5.925974,0.62,-0.68,-0.18
5.932837,0.81,-1.03,-0.23
5.933268,0.98,-1.37,-0.27
5.934421,1.14,-1.7,-0.32
5.936911,1.28,-2.02,-0.36
5.939059,1.41,-2.32,-0.39
5.941136,1.52,-2.62,-0.42
5.943815,1.62,-2.9,-0.44
5.948679,1.71,-3.16,-0.46
5.949607,1.78,-3.39,-0.47
5.952168,1.84,-3.59,-0.48
5.95466,1.88,-3.78,-0.48
5.957106,1.91,-3.93,-0.47
5.959048,1.94,-4.06,-0.46
5.962461,1.94,-4.16,-0.45
5.963953,1.94,-4.23,-0.43
5.966689,1.92,-4.27,-0.41
5.969817,1.9,-4.28,-0.37
5.97229,1.86,-4.26,-0.33
5.975096,1.81,-4.2,-0.29
5.977349,1.75,-4.1,-0.25
5.979394,1.66,-3.96,-0.2
5.981796,1.56,-3.78,-0.16
5.98424,1.43,-3.55,-0.12
5.987057,1.28,-3.27,-0.09
5.990136,1.1,-2.94,-0.05
5.992573,0.89,-2.56,-0.02
5.995052,0.68,-2.14,0.02
5.997571,0.45,-1.68,0.06
5.999549,0.21,-1.2,0.09
6.001942,-0.03,-0.7,0.12
6.004618,-0.26,-0.2,0.15
6.008047,-0.49,0.3,0.18
6.010281,-0.71,0.8,0.21
6.012813,-0.92,1.28,0.24
6.01534,-1.11,1.73,0.27
6.017953,-1.29,2.17,0.3
6.019739,-1.45,2.57,0.34
6.022131,-1.6,2.93,0.37
6.024617,-1.73,3.26,0.4
6.031524,-1.84,3.55,0.44
6.031987,-1.94,3.81,0.47
6.033228,-2.01,4.03,0.5
6.035826,-2.05,4.2,0.53
6.038159,-2.08,4.33,0.55
6.039765,-2.08,4.42,0.56
6.042415,-2.05,4.46,0.58
6.047877,-2.01,4.46,0.59
6.048468,-1.95,4.42,0.6
6.051116,-1.87,4.34,0.6
6.053185,-1.79,4.23,0.59
6.055786,-1.69,4.08,0.58
6.05835,-1.59,3.91,0.56
6.06087,-1.48,3.72,0.53
6.062539,-1.38,3.49,0.49
6.065259,-1.26,3.23,0.45
6.068735,-1.13,2.93,0.41
6.071184,-0.98,2.61,0.36
6.073505,-0.82,2.26,0.3
6.077541,-0.65,1.88,0.24
6.078635,-0.46,1.47,0.17
6.080349,-0.26,1.04,0.09
6.082826,-0.05,0.59,0.01
6.085569,0.15,0.14,-0.06
6.088225,0.36,-0.32,-0.14
6.091322,0.57,-0.75,-0.21
6.093826,0.76,-1.18,-0.27
6.096368,0.94,-1.59,-0.32
6.098947,1.11,-1.97,-0.37
6.100535,1.26,-2.34,-0.41
6.103034,1.39,-2.7,-0.44
6.106264,1.51,-3.04,-0.47
6.109747,1.63,-3.36,-0.49
6.111484,1.72,-3.65,-0.5
6.114093,1.81,-3.91,-0.52
6.116666,1.89,-4.14,-0.53
6.119178,1.95,-4.33,-0.53
6.120841,1.99,-4.48,-0.52
6.123254,2.02,-4.59,-0.51
6.125946,2.04,-4.66,-0.49
6.128493,2.03,-4.7,-0.47
6.131917,2.01,-4.69,-0.43
6.134284,1.98,-4.65,-0.39
6.136791,1.93,-4.58,-0.34
6.139101,1.86,-4.45,-0.3
6.140954,1.77,-4.29,-0.25
6.145242,1.66,-4.07,-0.21
6.146629,1.52,-3.8,-0.16
6.149613,1.38,-3.49,-0.11
6.151925,1.21,-3.13,-0.03
6.154514,1.03,-2.74,0.02
6.157128,0.82,-2.27,0.06
6.162539,0.58,-1.78,0.08
6.16298,0.33,-1.26,0.09
6.163936,0.07,-0.73,0.1
6.166493,-0.19,-0.2,0.12
6.17015,-0.45,0.33,0.15
6.172162,-0.69,0.86,0.19
6.175128,-0.9,1.37,0.22
6.177135,-1.1,1.85,0.26
6.179114,-1.29,2.28,0.3
6.181576,-1.45,2.69,0.34
6.184057,-1.6,3.04,0.37
6.187253,-1.73,3.37,0.41
6.190275,-1.85,3.66,0.44
6.192305,-1.94,3.91,0.47
6.195016,-2.01,4.11,0.5
6.197414,-2.06,4.26,0.53
6.199423,-2.08,4.37,0.56
6.201725,-2.07,4.44,0.57
6.204245,-2.05,4.47,0.58
6.207892,-2,4.45,0.59
6.2102,-1.94,4.41,0.59
6.21273,-1.86,4.32,0.59
6.215295,-1.77,4.2,0.57
6.217779,-1.68,4.06,0.55
6.220077,-1.58,3.88,0.52
6.221903,-1.47,3.67,0.49
6.22445,-1.35,3.42,0.45
6.227089,-1.22,3.12,0.4
6.230578,-1.09,2.8,0.35
6.233035,-0.93,2.44,0.3
6.235661,-0.76,2.05,0.24
6.237975,-0.58,1.64,0.18
6.243489,-0.39,1.21,0.11
6.243842,-0.19,0.78,0.03
6.24481,0.02,0.36,-0.03
6.248202,0.22,-0.05,-0.1
6.250728,0.42,-0.45,-0.17
6.253075,0.61,-0.84,-0.22
6.255656,0.78,-1.22,-0.27
6.259722,0.94,-1.59,-0.31
6.260274,1.08,-1.94,-0.34
6.262452,1.21,-2.27,-0.36
6.265052,1.32,-2.58,-0.38
6.268708,1.41,-2.89,-0.4
6.270988,1.5,-3.17,-0.41
6.27342,1.58,-3.43,-0.42
6.27589,1.64,-3.64,-0.43
6.278512,1.7,-3.81,-0.43
6.280196,1.73,-3.94,-0.43
6.282822,1.75,-4.04,-0.42
6.285377,1.75,-4.09,-0.4
6.288036,1.74,-4.1,-0.37
6.290999,1.7,-4.06,-0.34
6.293569,1.65,-3.97,-0.3
6.29623,1.58,-3.85,-0.26
6.298702,1.49,-3.68,-0.22
6.300333,1.37,-3.48,-0.19
6.303179,1.24,-3.23,-0.15
6.306012,1.08,-2.93,-0.12
6.309172,0.92,-2.61,-0.08
6.311571,0.73,-2.25,-0.05
6.313928,0.54,-1.85,-0.01
6.31648,0.33,-1.44,0.03
6.318949,0.13,-1,0.07
6.32067,-0.08,-0.55,0.1
6.323132,-0.28,-0.09,0.14
6.325743,-0.48,0.37,0.17
6.329401,-0.67,0.82,0.2
6.331555,-0.84,1.26,0.23
6.334309,-1,1.66,0.27
6.336646,-1.14,2.02,0.3
6.342529,-1.26,2.33,0.33
6.342947,-1.37,2.61,0.36
6.34343,-1.47,2.86,0.39
6.346082,-1.54,3.08,0.41
6.349499,-1.61,3.27,0.44
6.352312,-1.65,3.42,0.46
6.36001,-1.68,3.54,0.47
6.360432,-1.68,3.62,0.48
6.360607,-1.67,3.66,0.49
6.36134,-1.64,3.67,0.48
6.36359,-1.59,3.65,0.48
6.366359,-1.54,3.59,0.47
6.368764,-1.47,3.5,0.45
6.3716,-1.39,3.38,0.43
6.373722,-1.3,3.24,0.41
6.37713,-1.21,3.08,0.38
6.379061,-1.1,2.9,0.35
6.381306,-1,2.69,0.31
6.384097,-0.9,2.46,0.27
6.388359,-0.78,2.22,0.22
6.390064,-0.67,1.95,0.17
6.392283,-0.55,1.67,0.13
6.394867,-0.41,1.36,0.07
6.397509,-0.27,1.05,0.02
6.399277,-0.13,0.72,-0.03
6.401659,0.03,0.38,-0.08
6.404227,0.19,0.03,-0.13
6.406717,0.34,-0.32,-0.17
6.410315,0.48,-0.67,-0.22
6.412538,0.62,-1.01,-0.26
6.415195,0.75,-1.33,-0.3
6.417666,0.85,-1.63,-0.33
6.420458,0.95,-1.9,-0.36
6.421851,1.03,-2.17,-0.38
6.424337,1.1,-2.42,-0.4
6.427019,1.15,-2.65,-0.41
6.43036,1.2,-2.86,-0.41
6.433035,1.23,-3.06,-0.42
6.435412,1.26,-3.24,-0.42
6.437898,1.28,-3.4,-0.41
6.439725,1.29,-3.54,-0.41
6.442112,1.29,-3.65,-0.4
6.444685,1.28,-3.73,-0.38
6.448587,1.27,-3.78,-0.36
6.450667,1.24,-3.8,-0.34
6.456978,1.2,-3.79,-0.3
6.457386,1.15,-3.75,-0.27
6.458168,1.09,-3.66,-0.24
6.460036,1.01,-3.54,-0.2
6.462259,0.92,-3.38,-0.17
6.464853,0.82,-3.19,-0.14
6.468408,0.7,-2.96,-0.12
6.479745,0.56,-2.69,-0.09
6.480318,0.42,-2.38,-0.07
6.480511,0.25,-2.03,-0.05
6.480683,0.09,-1.66,-0.02
6.48085,-0.09,-1.26,0.01
6.482526,-0.26,-0.85,0.03
6.486134,-0.43,-0.42,0.05
6.487876,-0.6,0.01,0.08
6.49105,-0.76,0.45,0.12
6.493497,-0.91,0.88,0.15
6.495984,-1.04,1.29,0.19
6.498663,-1.17,1.68,0.23
6.500156,-1.27,2.04,0.27
6.502693,-1.35,2.35,0.32
6.505383,-1.43,2.62,0.36
6.508772,-1.48,2.86,0.4
6.511337,-1.52,3.06,0.44
6.513747,-1.54,3.23,0.47
6.516261,-1.55,3.37,0.5
6.51907,-1.53,3.47,0.53
6.520448,-1.5,3.54,0.54
6.523185,-1.45,3.57,0.56
6.525793,-1.39,3.56,0.56
6.528589,-1.31,3.51,0.56
6.531496,-1.22,3.43,0.56
6.5339,-1.12,3.32,0.54
6.536506,-1.01,3.19,0.52
6.53906,-0.89,3.04,0.5
6.540773,-0.77,2.87,0.47
6.543369,-0.64,2.68,0.44
6.546598,-0.52,2.48,0.4
6.549306,-0.39,2.27,0.36
6.555182,-0.27,2.05,0.31
6.555621,-0.16,1.81,0.26
6.556782,-0.04,1.56,0.21
6.559022,0.07,1.31,0.16
6.560969,0.19,1.05,0.11
6.563485,0.3,0.78,0.06
6.565952,0.41,0.51,0.01
6.575876,0.51,0.22,-0.04
6.576722,0.6,-0.07,-0.08
6.576936,0.69,-0.37,-0.12
6.577278,0.77,-0.66,-0.17
6.579232,0.83,-0.94,-0.21
6.58118,0.88,-1.19,-0.24
6.584262,0.92,-1.43,-0.27
6.586922,0.95,-1.65,-0.3
6.589679,0.98,-1.85,-0.32
6.592275,1,-2.04,-0.34
6.594708,1.01,-2.22,-0.35
6.597366,1.02,-2.38,-0.35
6.599117,1.02,-2.55,-0.35
6.601388,1.02,-2.72,-0.35
6.60394,1.02,-2.87,-0.35
6.606552,1.01,-3,-0.34
6.609979,1.01,-3.11,-0.33
6.612557,1,-3.2,-0.33
6.61504,0.99,-3.27,-0.34
6.617506,0.97,-3.32,-0.33
6.619335,0.94,-3.34,-0.32
6.621845,0.91,-3.33,-0.32
6.624374,0.87,-3.3,-0.31
6.626794,0.81,-3.24,-0.3
6.630511,0.74,-3.15,-0.29
6.636213,0.66,-3.04,-0.28
6.636586,0.58,-2.9,-0.27
6.63775,0.48,-2.72,-0.26
6.639539,0.38,-2.52,-0.25
6.642038,0.28,-2.29,-0.23
6.644413,0.17,-2.02,-0.2
6.647838,0.05,-1.72,-0.17
6.657672,-0.06,-1.4,-0.14
6.658495,-0.18,-1.06,-0.12
6.658717,-0.3,-0.7,-0.08
6.658923,-0.41,-0.34,-0.04
6.659813,-0.52,0.01,0.01
6.662225,-0.62,0.37,0.05
6.664696,-0.72,0.71,0.11
6.668258,-0.81,1.03,0.16
6.670801,-0.89,1.33,0.21
6.673173,-0.95,1.62,0.27
6.675727,-1,1.88,0.32
6.678218,-1.04,2.12,0.37
6.679859,-1.07,2.34,0.42
6.682431,-1.08,2.55,0.47
6.684959,-1.09,2.72,0.51
6.688464,-1.08,2.86,0.55
6.690822,-1.07,2.96,0.58
6.693584,-1.04,3.03,0.62
6.695923,-1.01,3.07,0.64
6.698665,-0.96,3.08,0.66
6.700158,-0.91,3.06,0.66
6.70262,-0.84,3.02,0.67
6.705251,-0.77,2.95,0.66
6.708697,-0.69,2.87,0.65
6.711133,-0.6,2.76,0.63
6.713769,-0.52,2.65,0.61
6.716119,-0.43,2.52,0.58
6.718786,-0.34,2.38,0.54
6.720382,-0.25,2.23,0.5
6.72297,-0.16,2.08,0.46
6.725636,-0.07,1.91,0.42
6.728736,0.02,1.75,0.38
6.735243,0.09,1.57,0.34
6.735664,0.17,1.39,0.29
6.73643,0.24,1.2,0.25
6.739112,0.31,1.01,0.21
6.740609,0.38,0.79,0.17
6.743181,0.43,0.56,0.13
6.74606,0.49,0.32,0.09
6.754304,0.54,0.07,0.04
6.754939,0.58,-0.17,0
6.755118,0.61,-0.4,-0.04
6.756598,0.64,-0.62,-0.08
6.759219,0.66,-0.83,-0.11
6.760766,0.67,-1.03,-0.15
6.764122,0.68,-1.22,-0.17
6.765786,0.68,-1.41,-0.2
6.768576,0.68,-1.62,-0.21
6.771914,0.68,-1.82,-0.22
6.774476,0.68,-2.03,-0.23
6.777723,0.68,-2.22,-0.25
6.779066,0.68,-2.39,-0.26
6.781019,0.69,-2.56,-0.28
6.783631,0.7,-2.71,-0.3
6.78686,0.7,-2.84,-0.32
6.789452,0.71,-2.96,-0.33
6.791865,0.72,-3.06,-0.35
6.794442,0.72,-3.15,-0.36
6.796895,0.72,-3.23,-0.37
6.799177,0.71,-3.28,-0.38
6.80137,0.7,-3.31,-0.39
6.803907,0.68,-3.32,-0.4
6.806404,0.65,-3.29,-0.4
6.809979,0.62,-3.23,-0.4
6.812267,0.58,-3.15,-0.4
6.814905,0.53,-3.03,-0.39
6.817316,0.48,-2.89,-0.37
6.819297,0.42,-2.71,-0.35
6.821571,0.36,-2.52,-0.32
6.824143,0.29,-2.29,-0.29
6.827163,0.21,-2.04,-0.25
6.833519,0.14,-1.77,-0.21
6.83394,0.05,-1.47,-0.17
6.835322,-0.03,-1.16,-0.12
6.837644,-0.12,-0.84,-0.07
6.839494,-0.21,-0.51,-0.01
6.841753,-0.29,-0.17,0.05
6.844315,-0.38,0.17,0.1
6.852093,-0.46,0.49,0.16
6.852721,-0.53,0.81,0.21
6.852916,-0.59,1.12,0.26
6.855316,-0.65,1.4,0.32
6.857823,-0.69,1.66,0.37
6.860252,-0.73,1.89,0.42
6.862549,-0.75,2.11,0.46
6.864606,-0.77,2.3,0.51
6.867667,-0.79,2.47,0.55
6.869621,-0.8,2.62,0.59
6.872145,-0.81,2.74,0.62
6.875268,-0.81,2.84,0.65
6.879043,-0.8,2.9,0.67
6.87985,-0.78,2.94,0.68
6.882267,-0.74,2.96,0.68
6.886396,-0.7,2.96,0.68
6.88793,-0.65,2.93,0.67
6.890641,-0.6,2.89,0.65
6.893092,-0.54,2.84,0.63
6.895689,-0.48,2.76,0.6
6.89822,-0.42,2.68,0.56
6.899976,-0.35,2.58,0.53
6.902684,-0.28,2.46,0.49
6.905208,-0.21,2.34,0.45
6.908706,-0.14,2.21,0.41
6.911837,-0.08,2.07,0.37
6.913432,-0.01,1.92,0.33
6.916141,0.05,1.77,0.29
6.918684,0.1,1.61,0.25
6.920189,0.16,1.44,0.21
6.922827,0.21,1.25,0.17
6.925315,0.25,1.05,0.13
6.928053,0.28,0.84,0.09
6.931259,0.3,0.63,0.04
6.933807,0.32,0.42,0
6.936375,0.34,0.2,-0.04
6.938921,0.35,-0.02,-0.08
6.940557,0.37,-0.24,-0.12
6.942983,0.39,-0.46,-0.15
6.948189,0.4,-0.69,-0.18
6.948601,0.41,-0.93,-0.21
6.951897,0.43,-1.18,-0.23
6.954036,0.43,-1.45,-0.25
6.95654,0.45,-1.71,-0.27
6.959072,0.47,-1.97,-0.29
6.966664,0.49,-2.21,-0.32
6.967281,0.52,-2.45,-0.34
6.967487,0.55,-2.68,-0.37
6.969259,0.58,-2.9,-0.4
6.971703,0.61,-3.1,-0.42
6.974088,0.65,-3.29,-0.43
6.976919,0.68,-3.46,-0.45
6.978943,0.71,-3.61,-0.47
6.980867,0.74,-3.74,-0.49
6.983532,0.76,-3.83,-0.5
6.986552,0.77,-3.9,-0.51
6.989452,0.77,-3.94,-0.52
6.991965,0.76,-3.94,-0.53
6.994344,0.74,-3.91,-0.53
6.997024,0.72,-3.85,-0.53
6.999155,0.68,-3.75,-0.53
7.001189,0.62,-3.62,-0.52
7.003816,0.56,-3.45,-0.51
7.006223,0.47,-3.24,-0.48
7.009918,0.39,-2.99,-0.45
7.012061,0.3,-2.7,-0.42
7.01458,0.2,-2.37,-0.38
7.017346,0.11,-2.02,-0.33
7.019019,0.01,-1.65,-0.28
7.021348,-0.1,-1.26,-0.24
7.023871,-0.2,-0.85,-0.18
7.026924,-0.31,-0.44,-0.12
7.029918,-0.41,-0.02,-0.06
7.0325,-0.52,0.41,0
7.035321,-0.62,0.82,0.07
7.037458,-0.71,1.23,0.13
7.039588,-0.8,1.61,0.21
7.04495,-0.88,1.96,0.28
7.045292,-0.94,2.29,0.35
7.046801,-0.98,2.58,0.41
7.04991,-1.02,2.85,0.48
7.052389,-1.05,3.1,0.54
7.055102,-1.08,3.31,0.59
7.057492,-1.09,3.49,0.63
7.064227,-1.1,3.64,0.68
7.064682,-1.09,3.75,0.71
7.064901,-1.08,3.83,0.75
7.066879,-1.05,3.88,0.77
7.07004,-1,3.89,0.79
7.072502,-0.95,3.88,0.8
7.075069,-0.88,3.84,0.79
7.077569,-0.81,3.77,0.79
7.07976,-0.73,3.69,0.77
7.082051,-0.65,3.58,0.75
7.084552,-0.56,3.45,0.73
7.087598,-0.48,3.31,0.7
7.090315,-0.4,3.13,0.66
7.092915,-0.33,2.95,0.61
