time,Azimuth:,Pitch:,Roll:
5.754779,-109.273,-5.839,156.189
5.755519,-109.557,-5.980,157.087
5.806648,-110.329,-5.980,157.087
5.957298,-110.329,-5.980,157.087
5.958139,-110.520,-6.150,157.896
6.004276,-110.061,-6.150,157.896
6.159689,-111.438,-5.893,159.083
6.160060,-111.438,-5.893,159.083
6.203471,-110.422,-5.893,159.083
6.361528,-110.750,-5.902,159.581
6.361905,-110.750,-5.902,159.581
6.400736,-110.654,-5.902,159.581
6.564110,-110.654,-5.902,159.581
6.564918,-110.860,-5.981,160.116
6.599531,-109.651,-5.981,160.116
6.766578,-109.651,-5.981,160.116
6.767440,-110.154,-5.928,160.701
6.798118,-110.321,-5.928,160.701
6.967896,-111.145,-5.914,161.823
6.968226,-111.145,-5.914,161.823
6.997333,-109.388,-5.914,161.823
7.170759,-109.388,-5.914,161.823
7.171574,-109.790,-5.992,162.679
7.194780,-109.641,-5.992,162.679
7.373753,-110.079,-6.143,163.819
7.374115,-110.079,-6.143,163.819
7.394128,-109.864,-6.143,163.819
7.575823,-109.864,-6.143,163.819
7.576629,-110.638,-6.010,164.529
7.594995,-109.533,-6.010,164.529
7.777501,-109.712,-6.200,165.422
7.777817,-109.712,-6.200,165.422
7.790274,-109.229,-6.200,165.422
7.980969,-109.229,-6.200,165.422
7.981763,-109.942,-5.986,165.801
7.988965,-109.659,-5.986,165.801
8.182789,-110.145,-5.853,166.112
8.183140,-110.145,-5.853,166.112
8.186515,-109.270,-5.853,166.112
8.384818,-110.326,-5.615,166.932
8.385137,-110.326,-5.615,166.932
8.385487,-108.630,-5.615,166.932
8.584455,-107.667,-5.615,166.932
8.585761,-108.174,-5.557,167.584
8.586055,-108.174,-5.557,167.584
8.785034,-107.638,-5.557,167.584
8.788447,-108.493,-5.317,168.161
8.788801,-108.493,-5.317,168.161
8.982942,-107.668,-5.317,168.161
8.990484,-108.154,-5.281,168.856
8.990812,-108.154,-5.281,168.856
9.181951,-107.334,-5.281,168.856
9.192782,-108.350,-5.124,170.008
9.193171,-108.350,-5.124,170.008
9.381205,-107.996,-5.124,170.008
9.397195,-108.390,-5.141,170.713
9.397574,-108.390,-5.141,170.713
9.579013,-108.531,-5.141,170.713
9.599123,-108.631,-5.236,171.198
9.599411,-108.631,-5.236,171.198
9.777852,-107.892,-5.236,171.198
9.801025,-107.892,-5.236,171.198
9.801795,-108.145,-5.237,171.619
9.976673,-107.792,-5.237,171.619
10.004133,-108.450,-5.025,171.959
10.004475,-108.450,-5.025,171.959
10.173992,-107.744,-5.025,171.959
10.206294,-107.744,-5.025,171.959
10.207168,-108.741,-4.790,172.764
10.371845,-108.279,-4.790,172.764
10.408296,-109.025,-4.696,173.620
10.408598,-109.025,-4.696,173.620
10.569652,-108.780,-4.696,173.620
10.609731,-109.004,-4.691,173.952
10.610039,-109.004,-4.691,173.952
10.767640,-108.015,-4.691,173.952
10.811883,-108.572,-4.601,174.526
10.812234,-108.572,-4.601,174.526
10.967115,-109.055,-4.601,174.526
11.015718,-109.823,-4.459,175.216
11.016071,-109.823,-4.459,175.216
11.166237,-109.820,-4.459,175.216
11.218199,-109.820,-4.459,175.216
11.219063,-110.609,-4.375,176.092
11.364866,-109.041,-4.375,176.092
11.421466,-109.011,-4.520,176.518
11.421870,-109.011,-4.520,176.518
11.563807,-110.330,-4.520,176.518
11.622873,-109.692,-4.788,176.430
11.623208,-109.692,-4.788,176.430
11.759469,-109.930,-4.788,176.430
11.823865,-109.698,-4.931,176.539
11.824056,-109.698,-4.931,176.539
