time,Azimuth,Pitch,Roll
3.422866,-109.109,-2.11,-100.513
3.441415,-108.914,-2.11,-100.513
3.622669,-110.593,-1.751,-99.35
3.62294,-110.593,-1.751,-99.35
3.640161,-108.181,-1.751,-99.35
3.826184,-109.23,-1.728,-97.947
3.826458,-109.23,-1.728,-97.947
3.839914,-107.966,-1.728,-97.947
4.027741,-108.674,-1.732,-96.894
4.027996,-108.674,-1.732,-96.894
4.037584,-107.023,-1.732,-96.894
4.229749,-108.145,-1.802,-95.012
4.230009,-108.145,-1.802,-95.012
4.236502,-107.514,-1.802,-95.012
4.432351,-108.019,-2.051,-93.459
4.435779,-106.925,-2.051,-93.459
4.435965,-106.925,-2.051,-93.459
4.636824,-107.6,-2.162,-92.051
4.637123,-106.237,-2.162,-92.051
4.638268,-106.237,-2.162,-92.051
4.836963,-105.536,-2.162,-92.051
4.837293,-106.383,-2.083,-90.872
4.83762,-106.383,-2.083,-90.872
5.032956,-105.733,-2.083,-90.872
5.03907,-106.901,-1.867,-89.663
5.039255,-106.901,-1.867,-89.663
5.231941,-106.327,-1.867,-89.663
5.241653,-107.136,-1.831,-88.456
5.241902,-107.136,-1.831,-88.456
5.429564,-107.074,-1.831,-88.456
5.444334,-108.028,-1.724,-87.357
5.444566,-108.028,-1.724,-87.357
5.629502,-106.616,-1.724,-87.357
5.645994,-107.247,-1.702,-86.396
5.646203,-107.247,-1.702,-86.396
5.828921,-105.922,-1.702,-86.396
5.848344,-106.58,-1.657,-85.465
5.848589,-106.58,-1.657,-85.465
6.026347,-105.54,-1.657,-85.465
6.050719,-106.972,-1.305,-84.333
6.050981,-106.972,-1.305,-84.333
6.225336,-106.067,-1.305,-84.333
6.253115,-106.798,-1.263,-83.281
6.253333,-106.798,-1.263,-83.281
6.424622,-105.797,-1.263,-83.281
6.456288,-106.737,-1.284,-81.665
6.456539,-106.737,-1.284,-81.665
6.623295,-104.98,-1.284,-81.665
6.65871,-106.14,-1.053,-80.502
6.658961,-106.14,-1.053,-80.502
6.821406,-105.242,-1.053,-80.502
6.861467,-105.864,-1.073,-79.351
6.86174,-105.864,-1.073,-79.351
7.020766,-104.032,-1.073,-79.351
7.063585,-104.564,-1.02,-78.579
7.063822,-104.564,-1.02,-78.579
7.220083,-105.123,-1.02,-78.579
7.265479,-105.873,-0.94,-77.559
7.265706,-105.873,-0.94,-77.559
7.417892,-105.058,-0.94,-77.559
7.467679,-105.76,-0.88,-76.552
7.468009,-105.76,-0.88,-76.552
7.616351,-103.824,-0.88,-76.552
7.669497,-104.824,-0.709,-75.401
7.669731,-104.824,-0.709,-75.401
7.815636,-104.424,-0.709,-75.401
7.872096,-105.198,-0.658,-74.225
7.872326,-105.198,-0.658,-74.225
8.014163,-104.203,-0.658,-74.225
8.074923,-104.623,-0.863,-72.636
8.075165,-104.623,-0.863,-72.636
8.213734,-104.511,-0.863,-72.636
8.277379,-106.019,-0.564,-71.125
8.277606,-106.019,-0.564,-71.125
8.411632,-106.501,-0.564,-71.125
8.479658,-106.909,-0.661,-70.144
8.479902,-106.909,-0.661,-70.144
8.610303,-105.372,-0.661,-70.144
8.68195,-105.77,-0.702,-69.311
8.682233,-105.77,-0.702,-69.311
8.809387,-104.773,-0.702,-69.311
8.884499,-105.632,-0.608,-68.155
8.884714,-105.632,-0.608,-68.155
9.008224,-104.958,-0.608,-68.155
9.087274,-105.34,-0.653,-67.3
9.087633,-105.34,-0.653,-67.3
9.206818,-104.454,-0.653,-67.3
9.288423,-104.928,-0.672,-66.383
9.288695,-104.928,-0.672,-66.383
9.405284,-104.222,-0.672,-66.383
9.491058,-105.236,-0.474,-65.284
9.491317,-105.236,-0.474,-65.284
9.603726,-105.008,-0.474,-65.284
9.693844,-105.512,-0.512,-64.273
9.694183,-105.512,-0.512,-64.273
9.803164,-104.798,-0.512,-64.273
9.896666,-105.57,-0.439,-63.203
9.896934,-105.57,-0.439,-63.203
10.001963,-105.711,-0.439,-63.203
10.098826,-106.159,-0.484,-62.292
10.099076,-106.159,-0.484,-62.292
10.19976,-105.849,-0.484,-62.292
10.30057,-106.203,-0.565,-61.424
10.300916,-106.203,-0.565,-61.424
10.398426,-105.242,-0.565,-61.424
10.50356,-106.152,-0.449,-60.306
10.503836,-106.152,-0.449,-60.306
10.598129,-104.721,-0.449,-60.306
10.705352,-104.721,-0.449,-60.306
10.70577,-105.357,-0.319,-59.688
10.796393,-105.724,-0.319,-59.688
10.907652,-105.921,-0.504,-58.696
10.907856,-105.921,-0.504,-58.696
10.994547,-106.357,-0.504,-58.696
11.110034,-106.634,-0.591,-57.96
11.110258,-106.634,-0.591,-57.96
11.195195,-104.255,-0.591,-57.96
11.312696,-104.915,-0.496,-57.156
11.314312,-104.915,-0.496,-57.156
11.394358,-104.9,-0.496,-57.156
11.515239,-104.896,-0.61,-56.726
11.51549,-104.896,-0.61,-56.726
11.591372,-104.849,-0.61,-56.726
11.718182,-105.124,-0.729,-55.782
11.71845,-105.124,-0.729,-55.782
11.790345,-104.984,-0.729,-55.782
11.920278,-105.546,-0.612,-55.252
11.920537,-105.546,-0.612,-55.252
11.988658,-105.173,-0.612,-55.252
12.122373,-104.908,-0.859,-54.781
12.122588,-104.908,-0.859,-54.781
12.187664,-104.168,-0.859,-54.781
12.325225,-104.447,-0.841,-54.333
12.32548,-104.447,-0.841,-54.333
12.385944,-104.268,-0.841,-54.333
12.526846,-104.692,-0.75,-53.907
12.527108,-104.692,-0.75,-53.907
12.586697,-103.765,-0.75,-53.907
12.731079,-103.765,-0.75,-53.907
12.73211,-103.947,-0.779,-53.442
12.786451,-104.272,-0.779,-53.442
12.93332,-104.272,-0.779,-53.442
12.934118,-104.564,-0.804,-52.798
12.983062,-104.826,-0.804,-52.798
13.135046,-104.991,-0.834,-52.385
13.135463,-104.991,-0.834,-52.385
13.182022,-104.736,-0.834,-52.385
13.337528,-105.023,-0.875,-51.712
13.337921,-105.023,-0.875,-51.712
13.381884,-103.641,-0.875,-51.712
13.539536,-104.17,-0.809,-50.979
13.53995,-104.17,-0.809,-50.979
13.579395,-103.33,-0.809,-50.979
13.742958,-103.33,-0.809,-50.979
13.743913,-103.651,-0.852,-50.171
13.778586,-104.451,-0.852,-50.171
13.944717,-104.451,-0.852,-50.171
13.945572,-105.277,-0.668,-49.429
13.97726,-104.01,-0.668,-49.429
14.146311,-104.307,-0.607,-49.12
14.146716,-104.307,-0.607,-49.12
14.176097,-103.898,-0.607,-49.12
14.349376,-103.898,-0.607,-49.12
14.350357,-104.031,-0.628,-48.781
14.374913,-104.276,-0.628,-48.781
14.552354,-104.656,-0.596,-48.213
14.552795,-104.656,-0.596,-48.213
14.573933,-104.067,-0.596,-48.213
14.757997,-104.122,-0.673,-47.796
14.758622,-104.122,-0.673,-47.796
14.772763,-103.359,-0.673,-47.796
14.956424,-103.444,-0.743,-47.332
14.956815,-103.444,-0.743,-47.332
14.970455,-104.007,-0.743,-47.332
15.160584,-104.007,-0.743,-47.332
15.162136,-104.699,-0.536,-46.869
15.169279,-104.772,-0.536,-46.869
15.361796,-104.772,-0.536,-46.869
15.362769,-104.677,-0.635,-46.661
15.367785,-103.497,-0.635,-46.661
15.565322,-103.497,-0.635,-46.661
15.566055,-103.641,-0.629,-46.401
15.566585,-102.97,-0.629,-46.401
15.766319,-103.251,-0.523,-46.293
15.766863,-103.878,-0.523,-46.293
15.767185,-103.878,-0.523,-46.293
15.965085,-103.321,-0.523,-46.293
15.966394,-103.548,-0.442,-46.184
15.966764,-103.548,-0.442,-46.184
