time,gFx,gFy,gFz,TgF
26.093141506,0.6956,0.3354,-0.0907,0.778
26.095137079,0.6932,0.3321,-0.0863,0.773
26.097447965,0.6936,0.3364,-0.0859,0.776
26.099955413,0.6990,0.3349,-0.0863,0.780
26.103230726,0.6961,0.3364,-0.0829,0.778
26.10525984,0.6951,0.3481,-0.0775,0.781
26.113587498,0.7034,0.3451,-0.0893,0.789
26.114213123,0.7068,0.3568,-0.0907,0.797
26.114458643,0.7205,0.3680,-0.0907,0.814
26.115328644,0.7391,0.3762,-0.0990,0.835
26.11788854,0.7636,0.3802,-0.1029,0.859
26.12026104,0.7895,0.3836,-0.1010,0.884
26.122786821,0.8194,0.3904,-0.1112,0.914
26.147464845,0.8428,0.3962,-0.1137,0.938
26.148068074,0.8677,0.4035,-0.1190,0.964
26.148245834,0.8951,0.4205,-0.1244,0.997
26.14838948,0.9157,0.4351,-0.1371,1.023
26.148523022,0.9337,0.4545,-0.1454,1.049
26.148711668,0.9572,0.4808,-0.1400,1.080
26.148856668,0.9817,0.5026,-0.1478,1.113
26.148984376,1.0032,0.5289,-0.1439,1.143
26.149114845,1.0203,0.5552,-0.1395,1.170
26.149494428,1.0370,0.5794,-0.1366,1.196
26.150410262,1.0590,0.6013,-0.1278,1.224
26.153073335,1.0751,0.6251,-0.1269,1.250
26.155692762,1.0878,0.6465,-0.1132,1.270
26.157990158,1.1005,0.6650,-0.1107,1.291
26.161080731,1.1098,0.6791,-0.1161,1.306
26.164086096,1.1166,0.6966,-0.1117,1.321
26.166576461,1.1259,0.7112,-0.1137,1.337
26.168933649,1.1250,0.7204,-0.1122,1.341
26.171206514,1.1298,0.7238,-0.1083,1.346
26.173695681,1.1352,0.7267,-0.1112,1.352
26.17573641,1.1333,0.7257,-0.1112,1.350
26.178163233,1.1284,0.7180,-0.1000,1.341
26.181314692,1.1181,0.7063,-0.0970,1.326
26.183754223,1.1010,0.6941,-0.1010,1.305
26.185939953,1.0839,0.6762,-0.1107,1.282
26.188333911,1.0643,0.6548,-0.1239,1.256
26.191150422,1.0467,0.6334,-0.1230,1.230
26.194129433,1.0262,0.6086,-0.1205,1.199
26.196020527,0.9958,0.5794,-0.1171,1.158
26.198502766,0.9733,0.5542,-0.1127,1.126
26.201488548,0.9518,0.5289,-0.1132,1.095
26.204245007,0.9196,0.5051,-0.1210,1.056
26.210037611,0.8912,0.4876,-0.1225,1.023
26.210465528,0.8653,0.4555,-0.1181,0.985
26.211198861,0.8404,0.4409,-0.1220,0.957
26.213788601,0.8203,0.4210,-0.1263,0.931
26.216330372,0.7895,0.4035,-0.1254,0.895
26.219033758,0.7675,0.3879,-0.1215,0.868
26.221535685,0.7499,0.3772,-0.1166,0.847
26.245559907,0.7328,0.3622,-0.1127,0.825
26.246102407,0.7147,0.3529,-0.1171,0.806
26.246254646,0.7015,0.3432,-0.1253,0.791
26.246386209,0.6918,0.3365,-0.1283,0.780
26.246511521,0.6805,0.3228,-0.1239,0.763
26.246639386,0.6761,0.3214,-0.1210,0.758
26.246763188,0.6688,0.3209,-0.1190,0.751
26.246883136,0.6605,0.3121,-0.1215,0.741
26.247011469,0.6624,0.3063,-0.1215,0.740
26.247130428,0.6595,0.3015,-0.1225,0.735
26.24969699,0.6561,0.3029,-0.1239,0.733
26.252201522,0.6536,0.2980,-0.1200,0.728
26.255218814,0.6561,0.2990,-0.1264,0.732
26.256622981,0.6663,0.2975,-0.1327,0.742
26.259099804,0.6737,0.2946,-0.1337,0.747
26.262823346,0.6742,0.2975,-0.1283,0.748
26.265074596,0.6859,0.3039,-0.1210,0.760
26.266842096,0.6932,0.3102,-0.1225,0.769
26.269416732,0.6927,0.3170,-0.1200,0.771
26.272139232,0.7074,0.3257,-0.1161,0.787
26.275115691,0.7128,0.3355,-0.1269,0.798
26.27684866,0.7323,0.3433,-0.1244,0.818
26.279388608,0.7499,0.3520,-0.1215,0.837
26.282341733,0.7778,0.3544,-0.1205,0.863
26.285238661,0.7954,0.3719,-0.1074,0.885
26.28858913,0.8297,0.3957,-0.0966,0.924
26.290377776,0.8683,0.4191,-0.0942,0.969
26.292791578,0.8849,0.4327,-0.1054,0.991
26.294918349,0.8835,0.4390,-0.1151,0.993
26.297124235,0.8874,0.4477,-0.1195,1.001
26.29980262,0.8908,0.4531,-0.1112,1.006
26.302765954,0.9006,0.4624,-0.0947,1.017
26.304853819,0.9319,0.4823,-0.0903,1.053
26.307366163,0.9612,0.5022,-0.0849,1.088
26.311387882,0.9827,0.5211,-0.0903,1.116
26.312391476,1.0067,0.5420,-0.0942,1.147
26.31496632,1.0263,0.5624,-0.0981,1.174
26.31750632,1.0434,0.5863,-0.1015,1.201
26.320869497,1.0512,0.6047,-0.1122,1.218
26.322824185,1.0610,0.6218,-0.1030,1.234
26.325705071,1.0698,0.6344,-0.0966,1.247
26.32824054,1.0835,0.6432,-0.0956,1.264
26.330781165,1.0932,0.6553,-0.0937,1.278
26.333385332,1.1001,0.6621,-0.0932,1.287
26.335124551,1.1123,0.6669,-0.0912,1.300
26.337668145,1.1211,0.6718,-0.0868,1.310
26.340215853,1.1152,0.6767,-0.0815,1.307
26.343101583,1.1099,0.6728,-0.0844,1.301
26.345730073,1.0981,0.6651,-0.0849,1.287
26.347877521,1.0888,0.6558,-0.0937,1.275
26.350348354,1.0776,0.6427,-0.0986,1.259
26.357579918,1.0595,0.6305,-0.1107,1.238
26.358046012,1.0473,0.6135,-0.1005,1.218
26.358290126,1.0297,0.5902,-0.1049,1.191
26.364061481,1.0057,0.5702,-0.1039,1.161
26.364407679,0.9861,0.5440,-0.1069,1.131
26.366199606,0.9592,0.5231,-0.1161,1.099
26.368696794,0.9338,0.5012,-0.1220,1.067
26.393466953,0.9108,0.4754,-0.1283,1.035
26.394072994,0.8849,0.4540,-0.1376,1.004
26.394262994,0.8639,0.4366,-0.1391,0.978
26.394421901,0.8360,0.4132,-0.1357,0.942
26.394561484,0.8150,0.4035,-0.1347,0.919
26.394711692,0.7954,0.3855,-0.1391,0.895
26.394854453,0.7778,0.3719,-0.1439,0.874
26.395010286,0.7524,0.3559,-0.1406,0.844
26.395145286,0.7387,0.3486,-0.1429,0.829
26.395281224,0.7260,0.3428,-0.1429,0.815
26.395860494,0.7201,0.3359,-0.1401,0.807
26.398320026,0.7079,0.3335,-0.1381,0.795
26.401299089,0.7015,0.3224,-0.1342,0.784
26.404276016,0.6922,0.3228,-0.1337,0.775
26.406627527,0.6878,0.3233,-0.1288,0.771
26.409233204,0.6888,0.3189,-0.1352,0.771
26.411668413,0.6820,0.3155,-0.1366,0.764
26.414252788,0.6820,0.3228,-0.1352,0.767
26.416053986,0.6874,0.3204,-0.1269,0.769
26.418693778,0.6908,0.3180,-0.1288,0.771
26.421402059,0.6966,0.3184,-0.1386,0.778
26.424386018,0.7015,0.3204,-0.1322,0.782
26.426202633,0.7074,0.3199,-0.1259,0.787
26.42874805,0.7157,0.3262,-0.1132,0.795
26.431472894,0.7186,0.3277,-0.1030,0.797
26.435165707,0.7152,0.3369,-0.1044,0.797
26.436295446,0.7265,0.3564,-0.0956,0.815
26.438844561,0.7421,0.3894,-0.0898,0.843
26.441594041,0.7465,0.4011,-0.1025,0.854
26.444741958,0.7441,0.3962,-0.1112,0.850
26.447433781,0.7450,0.3996,-0.1005,0.851
26.449720708,0.7587,0.3967,-0.0917,0.861
26.452182219,0.7758,0.3918,-0.0771,0.873
26.454736229,0.8003,0.3923,-0.0605,0.893
26.456644459,0.8242,0.3953,-0.0625,0.916
26.459297011,0.8487,0.3967,-0.0742,0.940
26.462192689,0.8722,0.4069,-0.0873,0.966
26.465091803,0.8898,0.4171,-0.0971,0.988
26.466742741,0.9089,0.4317,-0.1166,1.013
26.469278731,0.9240,0.4473,-0.1259,1.034
26.472614513,0.9465,0.4696,-0.1190,1.063
26.475081544,0.9631,0.4925,-0.1230,1.089
26.476835294,0.9895,0.5211,-0.1195,1.125
26.479459669,1.0018,0.5425,-0.1161,1.145
26.482070555,1.0164,0.5668,-0.1049,1.169
26.488332118,1.0262,0.5863,-0.0986,1.186
26.48883092,1.0399,0.5989,-0.0976,1.204
26.490386389,1.0522,0.6164,-0.0937,1.223
26.493003629,1.0620,0.6339,-0.0951,1.240
26.494853213,1.0781,0.6441,-0.0888,1.259
26.497137067,1.0903,0.6543,-0.0834,1.274
26.499617067,1.0976,0.6650,-0.0859,1.286
26.521975351,1.1040,0.6786,-0.0863,1.299
26.522565767,1.1055,0.6801,-0.0883,1.301
26.522740715,1.1148,0.6728,-0.1015,1.306
26.522876288,1.1069,0.6767,-0.0956,1.301
26.523006549,1.0991,0.6748,-0.0873,1.293
26.523127903,1.0928,0.6650,-0.0888,1.282
26.523251705,1.0786,0.6524,-0.1078,1.265
26.523374049,1.0620,0.6436,-0.1176,1.247
26.523502486,1.0497,0.6222,-0.1210,1.226
26.525717226,1.0321,0.5989,-0.1239,1.200
26.528081914,1.0125,0.5794,-0.1230,1.173
26.53073431,0.9969,0.5557,-0.1269,1.148
26.533205873,0.9700,0.5313,-0.1269,1.113
26.535221706,0.9470,0.5119,-0.1298,1.084
26.537573842,0.9221,0.4930,-0.1288,1.053
26.540070561,0.8947,0.4721,-0.1366,1.021
26.542817957,0.8742,0.4526,-0.1444,0.995
26.545409728,0.8482,0.4303,-0.1362,0.961
26.547795301,0.8247,0.4176,-0.1381,0.935
26.550182437,0.7998,0.3977,-0.1415,0.904
26.552892541,0.7778,0.3816,-0.1362,0.877
26.555617385,0.7582,0.3744,-0.1371,0.857
26.557806969,0.7436,0.3646,-0.1362,0.839
26.560461865,0.7304,0.3593,-0.1357,0.825
26.562850876,0.7240,0.3456,-0.1434,0.815
26.566194938,0.7152,0.3433,-0.1342,0.805
26.568545095,0.7113,0.3389,-0.1308,0.799
26.57102671,0.6996,0.3369,-0.1322,0.788
26.57380296,0.6956,0.3340,-0.1318,0.783
26.575555669,0.6922,0.3311,-0.1225,0.777
26.57803895,0.6961,0.3345,-0.1220,0.782
26.580931815,0.7005,0.3301,-0.1264,0.785
26.584050044,0.7030,0.3330,-0.1225,0.787
26.585885982,0.6985,0.3306,-0.1151,0.781
26.58819817,0.7015,0.3326,-0.1127,0.784
26.590858222,0.7094,0.3321,-0.1161,0.792
26.593224004,0.7152,0.3379,-0.1200,0.800
26.595867546,0.7250,0.3403,-0.1195,0.810
26.598524994,0.7318,0.3442,-0.1122,0.817
26.601242338,0.7358,0.3500,-0.1025,0.821
26.604163119,0.7367,0.3505,-0.0971,0.822
26.606665411,0.7426,0.3607,-0.1010,0.832
26.609316453,0.7475,0.3651,-0.1015,0.838
26.612049631,0.7524,0.3724,-0.0947,0.845
26.615343537,0.7641,0.3806,-0.0986,0.859
26.616075516,0.7749,0.3918,-0.0966,0.874
26.618628902,0.7920,0.3957,-0.0922,0.890
26.621622913,0.8057,0.4035,-0.0854,0.905
26.624517444,0.8252,0.4162,-0.0829,0.928
26.626209267,0.8472,0.4234,-0.0903,0.951
26.628716611,0.8629,0.4371,-0.0844,0.971
26.631742705,0.8775,0.4492,-0.0854,0.990
26.633757081,0.8922,0.4604,-0.0839,1.007
26.636441195,0.9084,0.4754,-0.0893,1.029
26.638881664,0.9240,0.4925,-0.1000,1.052
26.641728748,0.9426,0.5080,-0.0932,1.075
26.644814634,0.9548,0.5231,-0.0966,1.093
26.651814791,0.9788,0.5371,-0.0917,1.120
26.65226052,0.9979,0.5508,-0.0868,1.143
26.652493072,1.0086,0.5595,-0.0903,1.157
26.65511302,1.0252,0.5702,-0.0893,1.177
26.656486666,1.0374,0.5824,-0.0942,1.193
26.658994479,1.0453,0.5989,-0.0937,1.208
26.662245365,1.0575,0.6072,-0.0961,1.223
26.690719222,1.0697,0.6077,-0.0976,1.234
26.691487191,1.0712,0.6208,-0.0981,1.242
26.691662763,1.0761,0.6247,-0.0995,1.248
26.691828597,1.0746,0.6261,-0.0971,1.247
26.691986357,1.0766,0.6305,-0.1068,1.252
26.692131618,1.0746,0.6310,-0.1083,1.251
26.69226542,1.0697,0.6329,-0.1049,1.247
26.692403232,1.0609,0.6261,-0.1044,1.236
26.692543597,1.0492,0.6174,-0.1088,1.222
26.692682972,1.0418,0.6140,-0.1181,1.215
26.692815055,1.0223,0.6003,-0.1181,1.191
26.692957295,1.0125,0.5833,-0.1318,1.176
26.694586253,1.0003,0.5678,-0.1327,1.158
26.696950524,0.9803,0.5493,-0.1322,1.131
26.699606671,0.9671,0.5309,-0.1371,1.112
26.702100681,0.9519,0.5202,-0.1332,1.093
26.704662192,0.9328,0.4998,-0.1293,1.066
26.707268078,0.9143,0.4832,-0.1366,1.043
26.709543078,0.8922,0.4667,-0.1385,1.016
26.713338547,0.8731,0.4502,-0.1410,0.992
26.714983339,0.8580,0.4371,-0.1464,0.974
26.717250579,0.8394,0.4259,-0.1420,0.952
26.719811048,0.8189,0.4152,-0.1410,0.929
26.723038965,0.8076,0.4050,-0.1424,0.915
26.725659329,0.7900,0.3879,-0.1342,0.890
26.728160475,0.7793,0.3816,-0.1361,0.878
26.730592924,0.7690,0.3758,-0.1395,0.867
26.733268549,0.7612,0.3709,-0.1366,0.858
26.735246882,0.7504,0.3641,-0.1366,0.845
26.737734018,0.7455,0.3583,-0.1346,0.838
26.740046883,0.7431,0.3558,-0.1264,0.834
26.743108237,0.7347,0.3471,-0.1215,0.822
26.745938706,0.7254,0.3481,-0.1249,0.814
26.747829905,0.7225,0.3505,-0.1220,0.812
26.750294957,0.7205,0.3486,-0.1181,0.809
26.75269704,0.7181,0.3466,-0.1156,0.806
26.755484072,0.7147,0.3461,-0.1093,0.802
26.757988395,0.7156,0.3437,-0.1093,0.801
26.760292041,0.7108,0.3433,-0.1078,0.797
26.763022719,0.7078,0.3428,-0.1088,0.794
26.766021469,0.7152,0.3442,-0.1137,0.802
26.768593136,0.7215,0.3437,-0.1058,0.806
26.771108657,0.7200,0.3447,-0.0961,0.804
26.77371798,0.7298,0.3500,-0.0883,0.814
26.775595689,0.7313,0.3558,-0.0986,0.819
26.783605533,0.7376,0.3627,-0.0863,0.827
26.78417871,0.7396,0.3690,-0.0805,0.830
26.784416158,0.7416,0.3744,-0.0829,0.835
26.785847148,0.7416,0.3719,-0.0780,0.833
26.788536159,0.7416,0.3821,-0.0756,0.838
26.79061319,0.7455,0.3874,-0.0766,0.844
26.793122722,0.7607,0.3933,-0.0805,0.860
26.816798505,0.7827,0.3991,-0.0819,0.882
26.817346057,0.8096,0.4098,-0.0859,0.911
26.817507724,0.8301,0.4157,-0.0815,0.932
26.817653609,0.8467,0.4200,-0.0849,0.949
26.817970484,0.8668,0.4297,-0.0961,0.972
26.81812012,0.8907,0.4395,-0.1093,0.999
26.818255797,0.9152,0.4482,-0.1195,1.026
26.818383662,0.9318,0.4604,-0.1239,1.047
26.818514026,0.9558,0.4813,-0.1346,1.079
26.818650797,0.9807,0.5017,-0.1395,1.110
26.821168089,1.0047,0.5197,-0.1361,1.139
26.824048298,1.0311,0.5367,-0.1351,1.170
26.826017308,1.0536,0.5532,-0.1361,1.198
26.828571215,1.0736,0.5731,-0.1278,1.224
26.83144085,1.0902,0.5936,-0.1210,1.247
26.833574653,1.1059,0.6062,-0.1293,1.268
26.83616882,1.1210,0.6212,-0.1239,1.288
26.838787153,1.1348,0.6426,-0.1210,1.310
26.841466841,1.1436,0.6587,-0.1220,1.325
26.844344966,1.1475,0.6742,-0.1195,1.336
26.846953144,1.1509,0.6854,-0.1181,1.345
26.849598404,1.1509,0.7053,-0.1078,1.354
26.852093352,1.1563,0.7112,-0.1117,1.362
26.85453653,1.1529,0.7146,-0.1000,1.360
26.856368561,1.1412,0.7165,-0.0961,1.351
26.858877676,1.1254,0.7131,-0.0883,1.335
26.861538093,1.1152,0.7058,-0.0932,1.323
26.864826531,1.0956,0.6913,-0.1063,1.300
26.866598979,1.0780,0.6742,-0.1234,1.277
26.86921674,1.0614,0.6485,-0.1190,1.250
26.871670698,1.0433,0.6242,-0.1205,1.222
26.87510549,1.0189,0.5994,-0.1190,1.188
26.87667549,0.9920,0.5683,-0.1107,1.149
26.87917648,0.9666,0.5401,-0.1210,1.114
26.882354553,0.9381,0.5109,-0.1264,1.076
26.885020595,0.9103,0.4842,-0.1288,1.039
26.887534085,0.8834,0.4526,-0.1278,1.001
26.890280179,0.8516,0.4239,-0.1264,0.960
26.892875231,0.8272,0.4030,-0.1205,0.928
26.894755127,0.8003,0.3792,-0.1210,0.894
26.896860076,0.7699,0.3637,-0.1171,0.859
26.899421795,0.7494,0.3442,-0.1161,0.833
26.902350545,0.7249,0.3277,-0.1215,0.805
26.905205649,0.6990,0.3140,-0.1156,0.775
26.906949868,0.6853,0.3073,-0.1195,0.761
26.909677837,0.6721,0.2985,-0.1190,0.745
26.912454504,0.6580,0.2931,-0.1151,0.729
26.915112109,0.6453,0.2912,-0.1186,0.718
26.917252473,0.6374,0.2864,-0.1122,0.708
26.919774765,0.6306,0.2854,-0.1181,0.702
26.92231638,0.6262,0.2844,-0.1146,0.697
26.929646277,0.6179,0.2878,-0.1156,0.691
26.930082214,0.6164,0.2849,-0.1078,0.688
26.930624194,0.6140,0.2849,-0.0966,0.684
26.933213881,0.6061,0.2815,-0.0922,0.675
26.935130132,0.6061,0.2796,-0.1054,0.676
26.937354663,0.6120,0.2859,-0.1058,0.684
26.939966069,0.6149,0.2883,-0.0951,0.686
26.965183207,0.6179,0.2878,-0.0903,0.688
26.965660551,0.6233,0.2907,-0.0731,0.692
26.965813728,0.6247,0.2956,-0.0712,0.695
26.965940603,0.6296,0.2995,-0.0702,0.701
26.966069405,0.6379,0.3107,-0.0702,0.713
26.966183728,0.6501,0.3136,-0.0756,0.726
26.966304718,0.6614,0.3228,-0.0844,0.741
26.96641727,0.6814,0.3311,-0.0819,0.762
26.966546749,0.6966,0.3364,-0.0502,0.775
26.966662062,0.7196,0.3423,-0.0839,0.801
26.968349249,0.7411,0.3476,-0.1088,0.826
26.970922218,0.7689,0.3535,-0.1058,0.853
26.973327479,0.7974,0.3544,-0.1132,0.880
26.975271333,0.8228,0.3622,-0.1269,0.908
26.977912011,0.8458,0.3724,-0.1166,0.931
26.980275917,0.8687,0.3748,-0.1259,0.954
26.983435188,0.8888,0.3860,-0.1230,0.977
26.985601803,0.9034,0.4059,-0.1269,0.999
26.988050553,0.9352,0.4351,-0.1586,1.044
26.990978679,1.0013,0.4861,-0.1946,1.130
26.992943419,1.0037,0.5148,-0.0493,1.129
26.995654356,1.0257,0.5371,-0.1000,1.162
26.998063523,1.0594,0.5736,-0.1786,1.218
27.000933836,1.0477,0.6038,-0.0375,1.210
27.004215243,1.0785,0.6300,-0.0683,1.251
27.007329253,1.1098,0.6611,-0.1371,1.299
27.009077118,1.1215,0.6878,-0.0956,1.319
27.011724306,1.1401,0.7127,-0.0639,1.346
27.013972691,1.1518,0.7306,-0.0663,1.366
27.015943942,1.1631,0.7481,-0.0771,1.385
27.018557484,1.1734,0.7578,-0.0878,1.400
27.021289619,1.1803,0.7685,-0.0966,1.412
27.024189984,1.1768,0.7754,-0.1024,1.413
27.025960922,1.1847,0.7773,-0.1000,1.420
27.028556391,1.1759,0.7680,-0.0893,1.407
27.032431443,1.1660,0.7598,-0.0917,1.395
27.033527381,1.1577,0.7525,-0.0980,1.384
27.036252121,1.1435,0.7331,-0.1142,1.363
27.038518788,1.1230,0.7063,-0.1078,1.331
27.041594465,1.1034,0.6801,-0.1137,1.301
27.044475455,1.0902,0.6548,-0.1200,1.277
27.04702832,1.0609,0.6261,-0.1063,1.236
27.049456549,1.0257,0.5921,-0.1166,1.190
27.052152643,0.9969,0.5639,-0.1259,1.152
27.054582748,0.9645,0.5318,-0.1336,1.110
27.06180754,0.9367,0.5051,-0.1400,1.073
27.063304571,0.9073,0.4784,-0.1380,1.035
27.06353728,0.8751,0.4492,-0.1376,0.993
27.064480405,0.8418,0.4283,-0.1332,0.954
27.066649259,0.8129,0.4035,-0.1366,0.918
27.068894051,0.7836,0.3816,-0.1371,0.882
27.07156827,0.7523,0.3646,-0.1371,0.847
27.097618221,0.7274,0.3471,-0.1415,0.818
27.098120148,0.7112,0.3282,-0.1420,0.796
27.098283689,0.6951,0.3165,-0.1449,0.777
27.098424262,0.6775,0.3077,-0.1444,0.758
27.098564106,0.6653,0.2985,-0.1420,0.743
27.098694367,0.6565,0.2951,-0.1429,0.734
27.0988302,0.6492,0.2897,-0.1503,0.727
27.098957075,0.6497,0.2902,-0.1434,0.726
27.099084106,0.6487,0.2917,-0.1454,0.726
27.099213012,0.6438,0.2922,-0.1410,0.721
27.099337856,0.6487,0.2902,-0.1371,0.724
27.102060148,0.6511,0.2888,-0.1385,0.726
27.105264523,0.6624,0.2849,-0.1454,0.736
27.106717909,0.6677,0.2902,-0.1483,0.743
27.109242701,0.6819,0.2941,-0.1439,0.756
27.111705618,0.6932,0.2956,-0.1439,0.767
27.114623951,0.7068,0.3029,-0.1395,0.782
27.117017806,0.7200,0.3097,-0.1297,0.794
27.119453275,0.7284,0.3150,-0.1297,0.804
27.122701973,0.7347,0.3228,-0.1288,0.813
27.1252839,0.7479,0.3354,-0.1336,0.831
27.127852442,0.7567,0.3476,-0.1346,0.844
27.130346974,0.7714,0.3491,-0.1278,0.856
27.132664474,0.7885,0.3656,-0.1220,0.878
27.134738849,0.8076,0.3729,-0.1176,0.897
27.137110308,0.8266,0.3816,-0.1019,0.916
27.139634787,0.8418,0.3899,-0.1010,0.933
27.14267609,0.8565,0.4055,-0.0961,0.952
27.144910725,0.8668,0.4142,-0.0883,0.965
27.147204736,0.8829,0.4317,-0.0907,0.987
27.149825882,0.8961,0.4448,-0.0893,1.004
27.152509476,0.9161,0.4594,-0.0810,1.028
27.155049737,0.9269,0.4807,-0.0893,1.048
27.157487966,0.9460,0.4983,-0.0868,1.073
27.159987029,0.9645,0.5177,-0.0878,1.098
27.163911144,0.9773,0.5313,-0.0898,1.116
27.165664998,0.9924,0.5518,-0.0844,1.139
27.168108384,1.0090,0.5649,-0.0780,1.159
27.170861092,1.0277,0.5756,-0.0771,1.180
27.173224061,1.0399,0.5926,-0.0805,1.200
27.175244322,1.0541,0.6052,-0.0707,1.218
27.177753906,1.0648,0.6125,-0.0731,1.231
27.180249427,1.0726,0.6222,-0.0712,1.242
27.183254583,1.0800,0.6314,-0.0697,1.253
27.185356563,1.0907,0.6383,-0.0648,1.265
27.187701146,1.0942,0.6490,-0.0697,1.274
27.190311094,1.0912,0.6523,-0.0687,1.273
27.193179845,1.0858,0.6500,-0.0658,1.267
27.195633387,1.0780,0.6460,-0.0722,1.259
27.197970574,1.0697,0.6421,-0.0785,1.250
27.200546825,1.0570,0.6310,-0.0873,1.234
27.207060471,1.0453,0.6154,-0.0956,1.217
27.207579169,1.0340,0.6003,-0.0946,1.199
27.208740575,1.0232,0.5863,-0.0990,1.183
27.226522713,1.0066,0.5653,-0.1122,1.160
27.226974171,0.9861,0.5469,-0.1200,1.134
27.227224171,0.9685,0.5255,-0.1171,1.108
27.227441254,0.9445,0.5036,-0.1263,1.078
27.227651411,0.9205,0.4812,-0.1356,1.048
27.227870473,0.9000,0.4589,-0.1351,1.019
27.228061359,0.8756,0.4404,-0.1454,0.991
27.228252765,0.8540,0.4259,-0.1410,0.965
27.259425789,0.8379,0.4103,-0.1473,0.945
27.259970476,0.8203,0.3918,-0.1468,0.921
27.260158341,0.8018,0.3831,-0.1488,0.901
27.260323966,0.7871,0.3734,-0.1532,0.885
27.260486622,0.7743,0.3637,-0.1503,0.869
27.260772299,0.7596,0.3583,-0.1454,0.852
27.260922872,0.7518,0.3471,-0.1439,0.840
27.261053289,0.7416,0.3418,-0.1464,0.830
27.261187091,0.7406,0.3369,-0.1459,0.827
27.261314591,0.7337,0.3330,-0.1493,0.819
27.261442716,0.7342,0.3277,-0.1385,0.816
27.261566779,0.7274,0.3296,-0.1341,0.810
27.261692664,0.7288,0.3262,-0.1356,0.810
27.264307143,0.7264,0.3291,-0.1307,0.808
27.2661198,0.7279,0.3257,-0.1249,0.807
27.268667248,0.7269,0.3301,-0.1230,0.808
27.271343498,0.7288,0.3291,-0.1283,0.810
27.274840947,0.7337,0.3316,-0.1293,0.815
27.276246728,0.7279,0.3306,-0.1181,0.808
27.278859645,0.7279,0.3369,-0.1151,0.810
27.281460062,0.7347,0.3340,-0.1234,0.816
27.285144958,0.7460,0.3354,-0.1234,0.827
27.286971729,0.7464,0.3379,-0.1161,0.828
27.289550115,0.7538,0.3423,-0.1171,0.836
27.292109282,0.7680,0.3456,-0.1122,0.850
27.294673761,0.7797,0.3563,-0.1054,0.864
27.296505272,0.7983,0.3627,-0.1083,0.884
27.299019907,0.8159,0.3695,-0.1044,0.902
27.301937981,0.8286,0.3762,-0.0966,0.915
27.304711522,0.8438,0.3850,-0.1010,0.933
27.306773346,0.8565,0.3976,-0.1014,0.950
27.309184596,0.8677,0.4142,-0.1073,0.968
27.312129388,0.8839,0.4336,-0.1210,0.992
27.314927721,0.9034,0.4482,-0.1122,1.015
27.316744492,0.9225,0.4647,-0.1010,1.038
27.319450222,0.9328,0.4847,-0.0980,1.056
27.322003399,0.9445,0.5046,-0.0922,1.075
27.325027827,0.9601,0.5187,-0.0937,1.095
27.327555171,0.9782,0.5371,-0.0932,1.120
27.330087827,0.9871,0.5513,-0.0927,1.134
27.332685536,1.0023,0.5654,-0.0907,1.154
27.337793609,1.0199,0.5746,-0.0888,1.174
27.338239755,1.0267,0.5892,-0.0883,1.187
27.339581734,1.0409,0.5965,-0.0937,1.203
27.342506266,1.0497,0.6008,-0.0966,1.213
27.344807464,1.0599,0.6077,-0.0956,1.226
27.34708887,1.0687,0.6110,-0.0951,1.235
27.349637569,1.0687,0.6184,-0.1000,1.239
27.369058248,1.0682,0.6179,-0.1073,1.239
27.369596841,1.0653,0.6086,-0.1083,1.232
27.369743508,1.0599,0.6067,-0.1083,1.226
27.369866216,1.0560,0.6057,-0.1137,1.223
27.369991685,1.0462,0.5998,-0.1058,1.211
27.370106633,1.0355,0.5814,-0.1039,1.192
27.370222675,1.0277,0.5761,-0.1093,1.183
27.370825748,1.0096,0.5659,-0.1137,1.163
27.373350748,0.9925,0.5469,-0.1205,1.140
27.375243873,0.9773,0.5415,-0.1215,1.124
27.377511373,0.9557,0.5221,-0.1244,1.096
27.380064759,0.9406,0.5060,-0.1210,1.075
27.383158666,0.9259,0.4915,-0.1220,1.055
27.385248458,0.9078,0.4715,-0.1215,1.030
27.387668822,0.8849,0.4521,-0.1190,1.001
27.390219656,0.8658,0.4414,-0.1215,0.979
27.392954448,0.8438,0.4317,-0.1317,0.957
27.395596479,0.8228,0.4210,-0.1312,0.933
27.397729761,0.8110,0.4069,-0.1317,0.917
27.400293563,0.7992,0.3981,-0.1341,0.903
27.403423564,0.7841,0.3884,-0.1429,0.887
27.405973668,0.7772,0.3802,-0.1395,0.876
27.408512783,0.7704,0.3758,-0.1385,0.868
27.411026533,0.7557,0.3675,-0.1361,0.851
27.413495179,0.7518,0.3627,-0.1322,0.845
27.415495596,0.7474,0.3588,-0.1288,0.839
27.417922992,0.7406,0.3563,-0.1230,0.831
27.420934867,0.7279,0.3578,-0.1322,0.822
27.423539763,0.7235,0.3593,-0.1274,0.818
27.425534139,0.7235,0.3573,-0.1200,0.816
27.428060754,0.7244,0.3588,-0.1161,0.817
27.430670233,0.7176,0.3544,-0.1122,0.808
27.433687108,0.7156,0.3553,-0.1073,0.806
27.435803515,0.7176,0.3553,-0.0995,0.807
27.438241171,0.7112,0.3491,-0.0912,0.798
27.441079401,0.7161,0.3476,-0.0980,0.802
27.443880651,0.7244,0.3486,-0.0951,0.810
27.44649888,0.7186,0.3486,-0.0995,0.805
27.448995026,0.7156,0.3486,-0.0907,0.801
