time,gFx,gFy,gFz,TgF
3.276078087,0.8758,0.4653,-0.0220,0.992
3.276650379,0.8792,0.4658,-0.0093,0.995
3.279071369,0.8718,0.4663,-0.0010,0.989
3.281898556,0.8655,0.4668,0.0107,0.983
3.284609078,0.8567,0.4687,0.0214,0.977
3.287226213,0.8542,0.4735,0.0273,0.977
3.289809911,0.8479,0.4770,0.0248,0.973
3.29276512,0.8508,0.4833,0.0273,0.979
3.294946943,0.8479,0.4930,0.0224,0.981
3.29673111,0.8479,0.4954,0.0224,0.982
3.299321631,0.8542,0.4940,0.0243,0.987
3.301872256,0.8552,0.4979,0.0126,0.990
3.306524861,0.8577,0.5008,0.0092,0.993
3.306952882,0.8665,0.4993,0.0122,1.000
3.309467257,0.8689,0.4959,0.0219,1.001
3.311959966,0.8728,0.5023,0.0175,1.007
3.314653195,0.8777,0.5013,0.0185,1.011
3.317043977,0.8748,0.4964,0.0136,1.006
3.319546112,0.8723,0.4998,0.0150,1.005
3.324701373,0.8699,0.5003,0.0141,1.004
3.32526205,0.8704,0.5008,0.0107,1.004
3.327883405,0.8699,0.5003,0.0043,1.004
3.330174134,0.8640,0.5008,0.0024,0.999
3.332727832,0.8557,0.5056,0.0053,0.994
3.334773458,0.8621,0.5037,-0.0010,0.998
3.337228145,0.8577,0.5027,-0.0059,0.994
3.339823458,0.8577,0.5027,-0.0030,0.994
3.342623823,0.8538,0.4988,-0.0015,0.989
3.344998979,0.8494,0.5008,0.0038,0.986
3.347473198,0.8547,0.4998,0.0048,0.990
3.349886063,0.8547,0.5037,0.0004,0.992
3.352395907,0.8538,0.5027,-0.0001,0.991
3.355038303,0.8562,0.4988,-0.0010,0.991
3.35771497,0.8572,0.5018,-0.0074,0.993
3.360066533,0.8606,0.5037,-0.0113,0.997
3.362588825,0.8586,0.5061,-0.0054,0.997
3.365641742,0.8611,0.5042,-0.0118,0.998
3.368222628,0.8674,0.5037,-0.0108,1.003
3.371135753,0.8679,0.5008,-0.0098,1.002
3.373277628,0.8670,0.5023,-0.0093,1.002
3.375323722,0.8704,0.5018,-0.0059,1.005
3.377713097,0.8640,0.4959,-0.0001,0.996
3.380173879,0.8626,0.4935,0.0019,0.994
3.383021067,0.8630,0.4896,0.0126,0.992
3.385383567,0.8645,0.4891,0.0063,0.993
3.387948098,0.8616,0.4881,0.0097,0.990
3.390375026,0.8572,0.4818,0.0053,0.983
3.39304638,0.8552,0.4842,0.0087,0.983
3.395551172,0.8577,0.4867,0.0038,0.986
3.39795711,0.8577,0.4857,0.0014,0.986
3.400790808,0.8606,0.4857,-0.0084,0.988
3.403895548,0.8728,0.4823,-0.0113,0.997
3.406567006,0.8718,0.4814,-0.0015,0.996
3.408858309,0.8645,0.4789,-0.0049,0.988
3.411215132,0.8645,0.4867,-0.0161,0.992
3.413768934,0.8655,0.4916,-0.0205,0.996
3.415615601,0.8591,0.4921,-0.0098,0.990
3.418125185,0.8567,0.4886,-0.0010,0.986
3.421071591,0.8591,0.4867,0.0014,0.987
3.423970289,0.8572,0.4852,0.0024,0.985
3.425882946,0.8586,0.4837,0.0043,0.986
3.428437946,0.8562,0.4877,-0.0025,0.985
3.43121503,0.8557,0.4881,0.0014,0.985
3.433924301,0.8606,0.4901,0.0024,0.990
3.437800551,0.8640,0.4969,0.0034,0.997
3.438502999,0.8586,0.4993,0.0068,0.993
3.441475239,0.8660,0.5008,0.0092,1.000
3.444379979,0.8596,0.5042,0.0082,0.997
3.44661649,0.8601,0.5076,0.0122,0.999
3.4492555,0.8645,0.5066,0.0112,1.002
3.451722063,0.8650,0.5046,0.0141,1.002
3.454320813,0.8635,0.5066,0.0102,1.001
3.456329043,0.8670,0.5090,0.0082,1.005
3.458822584,0.8728,0.5095,0.0087,1.011
3.461252376,0.8718,0.5120,0.0102,1.011
3.464346231,0.8674,0.5090,0.0131,1.006
3.466243939,0.8684,0.5066,0.0117,1.005
3.469266544,0.8674,0.5023,0.0107,1.002
3.471381596,0.8665,0.5003,0.0053,1.001
3.474605086,0.8684,0.5023,0.0004,1.003
3.476426284,0.8714,0.5023,0.0014,1.006
3.478817899,0.8694,0.4969,-0.0054,1.001
3.481854722,0.8674,0.4935,-0.0049,0.998
3.484455191,0.8699,0.4911,-0.0059,0.999
3.487054462,0.8679,0.4925,-0.0069,0.998
3.490605661,0.8718,0.4881,-0.0093,0.999
3.492373369,0.8738,0.4886,-0.0137,1.001
3.49465488,0.8733,0.4906,-0.0171,1.002
3.496528369,0.8758,0.4896,-0.0118,1.003
3.499250193,0.8709,0.4877,-0.0152,0.998
3.502009933,0.8723,0.4852,-0.0191,0.998
3.50486936,0.8714,0.4896,-0.0181,1.000
3.506927485,0.8714,0.4867,-0.0200,0.998
3.509345402,0.8753,0.4823,-0.0176,0.999
3.511971756,0.8748,0.4814,-0.0045,0.998
3.51466759,0.8704,0.4809,-0.0030,0.994
3.516821601,0.8679,0.4740,-0.0030,0.989
3.51942733,0.8670,0.4765,0.0019,0.989
3.52264431,0.8709,0.4765,0.0034,0.993
3.525289622,0.8635,0.4745,-0.0069,0.985
3.527797018,0.8684,0.4760,-0.0040,0.990
3.530119102,0.8743,0.4770,-0.0084,0.996
3.532552852,0.8714,0.4755,-0.0166,0.993
3.534777175,0.8743,0.4755,-0.0254,0.996
3.537220717,0.8792,0.4730,-0.0259,0.999
3.539798322,0.8875,0.4765,-0.0308,1.008
3.542533791,0.8880,0.4740,-0.0205,1.007
3.544783635,0.8909,0.4750,-0.0166,1.010
3.547167072,0.8919,0.4814,-0.0108,1.014
3.549825094,0.8919,0.4886,-0.0030,1.017
3.552459,0.8987,0.4930,-0.0010,1.025
3.55504999,0.8997,0.4974,0.0058,1.028
3.557376084,0.8997,0.4949,0.0043,1.027
3.559822595,0.9017,0.4998,0.0058,1.031
3.562473689,0.8973,0.5066,0.0082,1.030
3.565551137,0.8997,0.5120,0.0112,1.035
3.568712179,0.8919,0.5173,0.0185,1.031
3.570831919,0.8914,0.5217,0.0205,1.033
3.573350825,0.8865,0.5324,0.0180,1.034
3.575229575,0.8797,0.5309,0.0195,1.028
3.577726555,0.8753,0.5232,0.0170,1.020
3.580060305,0.8748,0.5110,0.0229,1.013
3.583716868,0.8753,0.5046,0.0268,1.011
3.585368222,0.8787,0.4979,0.0214,1.010
3.588039108,0.8831,0.4852,0.0200,1.008
3.590430618,0.8850,0.4828,0.0146,1.008
3.592733119,0.8855,0.4847,0.0024,1.010
3.595434681,0.8958,0.4692,-0.0112,1.011
3.59776614,0.9139,0.4619,-0.0074,1.024
3.600402911,0.9007,0.4677,-0.0117,1.015
3.603358641,0.8846,0.4697,-0.0210,1.002
3.60609812,0.8645,0.4648,-0.0323,0.982
3.608521401,0.8484,0.4697,-0.0313,0.970
3.611053173,0.8283,0.4901,-0.0293,0.963
3.613622131,0.8092,0.4949,-0.0147,0.949
3.616350309,0.7921,0.4901,-0.0005,0.931
3.618096663,0.7838,0.4765,0.0024,0.917
3.621134944,0.7730,0.4711,0.0078,0.905
3.623718747,0.7633,0.4575,0.0073,0.890
3.625624476,0.7642,0.4473,0.0146,0.886
3.628203174,0.7593,0.4386,0.0170,0.877
3.631163383,0.7447,0.4245,0.0234,0.857
3.633248019,0.7393,0.4133,0.0210,0.847
3.63601031,0.7320,0.4055,0.0195,0.837
3.638319477,0.7251,0.3953,0.0136,0.826
3.641136821,0.7193,0.3822,0.0009,0.814
3.644060936,0.7153,0.3851,0.0004,0.812
3.646523332,0.7149,0.3783,-0.0054,0.809
3.649274635,0.7129,0.3725,-0.0093,0.804
3.651777395,0.7105,0.3671,-0.0108,0.800
3.654513646,0.7193,0.3618,-0.0122,0.805
3.656067344,0.7246,0.3608,-0.0142,0.810
3.658494063,0.7325,0.3725,-0.0220,0.822
3.661242136,0.7530,0.3894,-0.0147,0.848
3.664240626,0.7520,0.3885,0.0053,0.846
3.666252761,0.7593,0.3958,0.0107,0.856
3.668753022,0.7652,0.3987,-0.0015,0.863
3.671496668,0.7696,0.4026,-0.0001,0.869
3.674524064,0.7769,0.4176,0.0024,0.882
3.676210367,0.7721,0.4235,0.0058,0.881
3.678785002,0.7706,0.4278,0.0058,0.881
3.681604117,0.7613,0.4308,-0.0025,0.875
3.68454943,0.7105,0.4278,0.0458,0.831
3.687396149,0.5730,0.4147,0.1961,0.734
3.689494274,0.4405,0.4011,0.2996,0.667
3.692171201,0.6723,0.4206,-0.1440,0.806
3.694552556,0.7408,0.4390,-0.2660,0.901
3.696482191,0.7862,0.4745,-0.1996,0.940
3.699434796,0.8410,0.4988,-0.0259,0.978
3.70188188,0.9667,0.5222,0.0771,1.101
3.704375317,1.0342,0.5329,0.2122,1.183
3.706778443,1.0596,0.5285,0.2605,1.212
3.709204484,1.0968,0.5357,0.1473,1.230
3.712231672,1.1129,0.5499,0.0444,1.242
3.715679016,1.1291,0.5722,-0.0132,1.266
3.716941933,1.1393,0.6004,-0.0542,1.289
3.719469485,1.1354,0.6344,0.0258,1.301
3.722020215,1.1286,0.6631,0.0561,1.310
3.725002819,1.1305,0.6947,0.0219,1.327
3.727415372,1.1408,0.7302,-0.0035,1.354
3.730694799,1.1481,0.7584,-0.0186,1.376
3.732521362,1.1633,0.7886,-0.0372,1.406
3.73459756,1.2254,0.8041,-0.2806,1.492
3.737018706,1.1877,0.8396,-0.0132,1.455
3.7394673,1.1623,0.8434,0.2015,1.450
3.742595634,1.1706,0.8406,0.1508,1.449
3.744664748,1.1809,0.8342,0.0854,1.448
3.747085269,1.1750,0.8279,0.0429,1.438
3.749684749,1.1731,0.8187,0.0205,1.431
3.752567197,1.1643,0.8011,0.0254,1.413
3.754918239,1.1486,0.7817,0.0214,1.390
3.757235583,1.1369,0.7569,0.0117,1.366
3.759713344,1.1124,0.7282,-0.0025,1.330
3.762585688,1.0963,0.7006,-0.0352,1.301
3.765459073,1.0703,0.6675,-0.0659,1.263
3.768017511,1.0381,0.6349,-0.0722,1.219
3.77044272,0.9139,0.5163,0.2386,1.076
3.773135324,0.7261,0.3360,0.7909,1.125
3.775140429,0.7623,0.3671,0.4816,0.974
3.777623658,0.9168,0.5304,-0.3275,1.109
3.780110377,0.9711,0.6121,-0.6515,1.320
3.783055117,0.9618,0.6300,-0.6237,1.308
3.785696992,0.9506,0.6189,-0.5183,1.247
3.787543503,0.9413,0.5873,-0.4207,1.187
3.79004642,0.9222,0.5329,-0.3221,1.113
3.792788503,0.8977,0.4624,-0.2094,1.031
3.795903243,0.8688,0.3924,-0.1001,0.959
3.797753712,0.8429,0.3370,-0.0098,0.908
3.800304129,0.8151,0.2893,0.0702,0.868
3.803160483,0.7853,0.2558,0.1278,0.836
3.805943713,0.7642,0.2354,0.1737,0.818
3.808426109,0.7349,0.2266,0.1946,0.793
3.81099762,0.7065,0.2285,0.1908,0.767
3.813599443,0.6835,0.2397,0.1663,0.743
3.815444183,0.6620,0.2543,0.1186,0.719
3.818082777,0.6434,0.2781,0.0585,0.703
3.820905121,0.6302,0.3049,-0.0093,0.700
3.823750642,0.6268,0.3253,-0.0610,0.709
3.825523142,0.6219,0.3394,-0.0898,0.714
3.829902517,0.6248,0.3501,-0.1044,0.724
3.831234653,0.6268,0.3641,-0.0947,0.731
3.833188559,0.6361,0.3651,-0.0918,0.739
3.835877935,0.6366,0.3588,-0.0786,0.735
3.838202154,0.6371,0.3520,-0.0591,0.730
3.840996477,0.6483,0.3442,-0.0488,0.736
3.843479967,0.6542,0.3316,-0.0108,0.733
3.846394134,0.6552,0.3185,0.0141,0.729
3.848993873,0.6596,0.3175,0.0234,0.732
3.85147028,0.6840,0.3165,-0.0356,0.755
3.854104551,0.6850,0.3243,0.0190,0.758
3.855963353,0.6669,0.3175,0.0687,0.742
3.858427208,0.6732,0.3195,0.0424,0.746
3.86143627,0.6566,0.3268,0.0444,0.735
3.864193302,0.6610,0.3330,0.0092,0.740
3.866105229,0.7006,0.3330,-0.1747,0.795
3.868684292,0.6561,0.3481,0.0390,0.744
3.871399553,0.6063,0.3462,0.2230,0.733
3.874683772,0.5921,0.3335,0.1688,0.700
3.876102782,0.5989,0.3345,0.1073,0.694
3.878711637,0.5936,0.3365,0.0819,0.687
3.881376272,0.5896,0.3442,0.0761,0.687
3.884388981,0.5906,0.3409,0.0873,0.687
3.886849398,0.5960,0.3433,0.0873,0.693
3.889397471,0.6586,0.3588,-0.0947,0.756
3.891940648,0.6483,0.3802,0.1351,0.764
3.894573357,0.6649,0.3929,0.1922,0.796
3.896420389,0.6772,0.4225,0.2444,0.835
3.89901643,0.7060,0.4570,0.2532,0.878
3.901908774,0.7588,0.5134,0.1639,0.931
3.904573462,0.8244,0.5892,0.1000,1.018
3.906538462,0.8889,0.6713,0.0859,1.117
3.909014088,0.9589,0.7589,0.1034,1.227
3.911985963,1.0298,0.8303,0.1230,1.328
3.914850963,1.0865,0.9056,0.1308,1.420
3.916671536,1.1467,0.9688,0.1313,1.507
3.919252057,1.1951,1.0277,0.1313,1.582
3.922033412,1.2366,1.0685,0.1317,1.640
3.924840496,1.2826,1.0928,0.0478,1.686
3.927483933,1.2884,1.1118,0.0859,1.704
3.929922059,1.2821,1.1040,0.1605,1.699
3.932495444,1.2914,1.0724,0.1249,1.683
3.934552267,1.2884,1.0359,0.0644,1.654
3.936845236,1.2786,0.9873,0.0136,1.616
3.939423257,1.2615,0.9319,-0.0327,1.569
3.944525029,1.2469,0.8717,-0.0654,1.523
3.944814091,1.2219,0.8109,-0.0962,1.470
3.947154769,1.2039,0.7540,-0.1215,1.426
3.949714613,1.1770,0.6957,-0.1357,1.374
3.952219404,1.1535,0.6310,-0.1464,1.323
3.954806176,1.1168,0.5795,-0.1435,1.266
3.957141228,1.0850,0.5338,-0.1401,1.217
3.959660082,1.0508,0.4877,-0.1186,1.164
3.962575551,0.9794,0.4337,-0.0112,1.071
3.965344302,0.9441,0.3919,-0.0230,1.022
3.967839458,0.9539,0.3725,-0.1698,1.038
3.97041826,0.9441,0.3574,-0.1616,1.022
3.972908261,0.9251,0.3476,-0.1191,0.995
3.975094042,0.8952,0.3418,-0.0693,0.961
3.977414407,0.8747,0.3311,-0.0376,0.936
3.979987324,0.8635,0.3253,-0.0142,0.923
3.984857533,0.8517,0.3209,-0.0215,0.910
3.985013106,0.8400,0.3112,-0.0346,0.896
3.987527116,0.8229,0.3034,-0.0279,0.877
3.990002325,0.8077,0.2985,-0.0322,0.862
3.992749617,0.7867,0.2820,-0.0284,0.836
3.995372482,0.7779,0.2684,-0.0269,0.823
3.997691128,0.7573,0.2626,-0.0259,0.802
4.000196961,0.7422,0.2601,-0.0381,0.787
4.003168785,0.7353,0.2567,-0.0376,0.780
4.005880035,0.7255,0.2582,-0.0405,0.771
4.008349723,0.7163,0.2621,-0.0483,0.764
4.010952067,0.7167,0.2669,-0.0464,0.766
4.013467536,0.7123,0.2699,-0.0474,0.763
4.015508317,0.7050,0.2786,-0.0547,0.760
4.017856807,0.7075,0.2825,-0.0562,0.764
4.020649203,0.7060,0.2888,-0.0522,0.765
4.022916859,0.7026,0.2961,-0.0513,0.764
4.025592797,0.6962,0.2976,-0.0444,0.758
4.028007693,0.6943,0.2995,-0.0307,0.757
4.030683319,0.6816,0.3068,-0.0108,0.748
4.032991548,0.6669,0.3121,0.0263,0.737
4.035804465,0.6615,0.3049,0.0488,0.730
4.038058892,0.6527,0.3112,0.0605,0.726
4.041216705,0.6566,0.3170,0.0566,0.731
4.043813112,0.6747,0.3131,-0.0044,0.744
4.046338737,0.6742,0.3126,-0.0093,0.743
4.048928372,0.7016,0.3204,-0.0478,0.773
4.051426758,0.6987,0.3350,0.0254,0.775
4.053906029,0.6908,0.3326,0.0815,0.771
4.055862904,0.6894,0.3384,0.0829,0.772
4.058348946,0.7021,0.3593,0.0615,0.791
4.061228582,0.7114,0.3778,0.0615,0.808
4.064050614,0.7163,0.3967,0.0707,0.822
4.065899728,0.7187,0.4308,0.0654,0.840
4.068427801,0.7339,0.4721,0.0458,0.874
4.071294729,0.7598,0.5246,0.0395,0.924
4.075277333,0.7876,0.5834,0.0317,0.981
4.07613775,0.8283,0.6471,0.0337,1.052
4.078756657,0.8840,0.7064,0.0571,1.133
4.081968949,0.9344,0.7554,0.0903,1.205
4.083541293,0.9764,0.7953,0.1127,1.264
4.086791657,1.0180,0.8313,0.1220,1.320
4.089229835,1.0522,0.8498,0.1190,1.358
4.091881241,1.0825,0.8595,0.1151,1.387
4.094498742,1.1065,0.8619,0.1030,1.406
4.096427023,1.1256,0.8609,0.0932,1.420
4.098919002,1.1378,0.8488,0.0805,1.422
4.101963065,1.1515,0.8308,0.0639,1.421
4.104571295,1.1573,0.8060,0.0527,1.411
4.10654067,1.1544,0.7768,0.0405,1.392
4.10897041,1.1588,0.7462,0.0214,1.378
4.111795097,1.1515,0.7103,-0.0005,1.353
4.114622702,1.1407,0.6704,-0.0161,1.323
4.116595098,1.1319,0.6344,-0.0332,1.298
4.119054838,1.1148,0.5960,-0.0522,1.265
4.121904682,1.0982,0.5634,-0.0576,1.236
4.124765776,1.0811,0.5309,-0.0610,1.206
4.127278224,1.0635,0.4988,-0.0639,1.176
4.129765516,1.0376,0.4803,-0.0532,1.145
4.132261714,1.0180,0.4580,-0.0610,1.118
4.134809266,1.0008,0.4375,-0.0576,1.094
4.136955725,0.9749,0.4201,-0.0532,1.063
4.139357079,0.9510,0.4055,-0.0522,1.035
4.141964267,0.9246,0.3860,-0.0522,1.003
4.144956715,0.8972,0.3714,-0.0557,0.973
4.146890257,0.8752,0.3607,-0.0527,0.948
4.149452237,0.8498,0.3481,-0.0581,0.920
4.15228807,0.8341,0.3462,-0.0562,0.905
4.154543852,0.8140,0.3345,-0.0566,0.882
4.157114842,0.7940,0.3360,-0.0620,0.864
4.159526873,0.7705,0.3340,-0.0654,0.842
4.162655728,0.7583,0.3311,-0.0664,0.830
4.16516354,0.7417,0.3428,-0.0688,0.820
4.167691093,0.7304,0.3384,-0.0708,0.808
4.170207135,0.7187,0.3335,-0.0737,0.796
4.173367656,0.7123,0.3311,-0.0620,0.788
4.174950156,0.7079,0.3268,-0.0571,0.782
4.177555729,0.7006,0.3253,-0.0488,0.774
4.180296198,0.6957,0.3243,-0.0381,0.769
4.182567292,0.6928,0.3194,-0.0312,0.764
4.184964271,0.6889,0.3141,-0.0263,0.758
4.187378855,0.6840,0.3131,-0.0171,0.752
4.189856824,0.6840,0.3068,-0.0010,0.750
4.192648022,0.6746,0.3024,0.0059,0.739
4.195138283,0.6702,0.3059,0.0112,0.737
4.197495991,0.6746,0.3015,-0.0024,0.739
4.2000712,0.6904,0.3039,-0.0263,0.755
4.202557398,0.7378,0.3214,-0.1010,0.811
4.205088857,0.7427,0.3355,0.0005,0.815
4.207756409,0.7417,0.3296,0.0493,0.813
4.210826878,0.7686,0.3403,0.0005,0.841
4.213353753,0.7749,0.3510,0.0429,0.852
4.215225316,0.7798,0.3549,0.0517,0.858
4.217740108,0.8052,0.3758,-0.0005,0.889
4.220867765,0.8189,0.3997,0.0263,0.912
4.223323181,0.8253,0.4137,0.0595,0.925
4.22543813,0.8419,0.4337,0.0283,0.947
4.22792589,0.8600,0.4628,0.0126,0.977
4.230413599,0.8783,0.4930,0.0180,1.007
4.232934328,0.9012,0.5276,0.0287,1.045
4.235584745,0.9355,0.5577,0.0834,1.092
4.238129277,0.9683,0.5912,0.1346,1.142
4.240951985,0.9893,0.6330,0.0697,1.177
4.243710006,1.0196,0.6763,0.0297,1.224
4.246128444,1.0651,0.7098,0.0433,1.281
4.248710059,1.0920,0.7303,0.0492,1.315
4.251325893,1.1042,0.7453,0.0384,1.333
4.253797247,1.1086,0.7458,0.0155,1.336
4.255719695,1.1174,0.7380,0.0155,1.339
4.258424018,1.1277,0.7273,0.0253,1.342
4.261200894,1.1316,0.7161,0.0379,1.340
4.264029227,1.1321,0.6952,0.0409,1.329
4.265801623,1.1228,0.6734,0.0297,1.310
4.268314436,1.1179,0.6471,0.0297,1.292
4.271330634,1.1091,0.6262,0.0214,1.274
4.273929853,1.0973,0.6043,0.0160,1.253
4.276029749,1.0812,0.5800,0.0062,1.227
4.278935166,1.0616,0.5494,-0.0020,1.195
4.281352666,1.0455,0.5197,-0.0162,1.168
4.284180063,1.0279,0.4979,-0.0328,1.143
4.286786729,1.0015,0.4721,-0.0430,1.108
4.289359907,0.9741,0.4449,-0.0494,1.072
4.291845115,0.9551,0.4240,-0.0577,1.047
4.294326574,0.9355,0.3934,-0.0528,1.016
4.296211366,0.9130,0.3764,-0.0582,0.989
4.298797408,0.8905,0.3632,-0.0533,0.963
4.301619075,0.8724,0.3545,-0.0621,0.944
4.304383658,0.8519,0.3418,-0.0698,0.921
4.306352929,0.8352,0.3282,-0.0723,0.900
4.308868607,0.8181,0.3234,-0.0806,0.883
4.311374544,0.8093,0.3127,-0.0757,0.871
4.313954493,0.7981,0.3156,-0.0826,0.862
4.316416107,0.7839,0.3161,-0.0850,0.850
4.319445274,0.7780,0.3195,-0.0865,0.846
4.321959077,0.7795,0.3307,-0.0870,0.851
4.32470715,0.7824,0.3418,-0.0860,0.858
4.327219598,0.7824,0.3462,-0.0865,0.860
4.329663192,0.7790,0.3492,-0.0879,0.858
4.332274859,0.7712,0.3492,-0.0821,0.851
4.33678538,0.7771,0.3443,-0.0689,0.853
4.337060901,0.7692,0.3380,-0.0650,0.843
4.339621943,0.7717,0.3375,-0.0528,0.844
4.34210887,0.7668,0.3375,-0.0323,0.838
4.344934183,0.7590,0.3375,-0.0216,0.831
4.346714183,0.7585,0.3380,-0.0157,0.831
4.349230538,0.7482,0.3302,-0.0093,0.818
4.353063507,0.7419,0.3312,-0.0142,0.813
4.354565122,0.7546,0.3404,-0.0484,0.829
4.357126059,0.7761,0.3584,-0.0650,0.857
4.359530643,0.7487,0.3627,0.0370,0.833
4.3625283,0.7345,0.3618,0.0521,0.820
4.365155279,0.7271,0.3647,0.0189,0.814
4.368066321,0.7428,0.3764,-0.0401,0.834
4.370124342,0.7600,0.3929,-0.0411,0.856
4.372683561,0.7359,0.3978,0.0526,0.838
4.37476304,0.7222,0.4060,0.0536,0.830
4.377486843,0.7354,0.4196,0.0360,0.848
4.379703666,0.7482,0.4425,0.0433,0.870
4.382574447,0.7585,0.4512,0.0809,0.886
4.384926739,0.7692,0.4716,0.0692,0.905
4.387314604,0.7717,0.5057,0.0165,0.923
4.389869083,0.8000,0.5494,0.0097,0.971
4.392482365,0.8416,0.5903,0.0292,1.028
4.394986167,0.8812,0.6281,0.0409,1.083
4.397414657,0.9169,0.6597,0.0428,1.130
4.40007221,0.9492,0.6821,0.0438,1.170
4.402701533,0.9800,0.7035,0.0502,1.207
4.405691898,1.0103,0.7127,0.0672,1.238
4.408155908,1.0357,0.7152,0.0702,1.261
4.410794294,1.0484,0.7171,0.0716,1.272
4.413189711,1.0656,0.7186,0.0824,1.288
4.415165284,1.0704,0.7137,0.0746,1.289
4.418393618,1.0719,0.7040,0.0716,1.284
4.420251847,1.0788,0.6947,0.0643,1.285
4.42289742,1.0792,0.6792,0.0492,1.276
4.425407577,1.0714,0.6714,0.0277,1.265
4.427780806,1.0656,0.6500,0.0160,1.248
4.430271119,1.0528,0.6321,-0.0098,1.228
4.4334894,1.0382,0.6029,-0.0177,1.201
4.435498984,1.0191,0.5776,-0.0304,1.172
4.437925234,0.9971,0.5489,-0.0401,1.139
4.440960026,0.9795,0.5217,-0.0518,1.111
4.44392987,0.9546,0.4950,-0.0508,1.076
4.446208933,0.9326,0.4760,-0.0552,1.049
4.44853211,0.9140,0.4556,-0.0675,1.024
4.451178256,0.8919,0.4347,-0.0718,0.995
4.453744454,0.8690,0.4279,-0.0772,0.972
4.455598778,0.8465,0.4124,-0.0772,0.945
4.458079715,0.8313,0.4050,-0.0923,0.929
4.461151278,0.8172,0.3948,-0.0933,0.912
4.463982893,0.7996,0.3841,-0.0972,0.892
4.46607232,0.7844,0.3798,-0.1065,0.878
4.46824607,0.7736,0.3759,-0.1079,0.867
4.471150394,0.7614,0.3706,-0.1094,0.854
4.473781175,0.7516,0.3662,-0.1118,0.844
4.476135394,0.7448,0.3623,-0.1021,0.834
4.478414717,0.7389,0.3608,-0.0977,0.828
4.481206593,0.7355,0.3560,-0.1050,0.824
4.48419701,0.7365,0.3545,-0.1030,0.824
4.486607635,0.7375,0.3579,-0.0987,0.826
4.489105552,0.7321,0.3569,-0.0894,0.819
4.49165576,0.7326,0.3618,-0.0860,0.822
4.494157271,0.7355,0.3637,-0.0826,0.825
4.496061125,0.7316,0.3662,-0.0738,0.821
4.498659823,0.7311,0.3642,-0.0660,0.819
4.501396282,0.7345,0.3696,-0.0675,0.825
4.504382324,0.7389,0.3734,-0.0533,0.830
4.506235345,0.7414,0.3778,-0.0420,0.833
4.508725502,0.7512,0.3871,-0.0357,0.846
4.51144071,0.7575,0.3982,-0.0201,0.856
4.514984617,0.7692,0.4065,-0.0142,0.870
4.516397377,0.7795,0.4231,0.0009,0.887
4.518905659,0.7868,0.4381,0.0077,0.901
4.522568628,0.7937,0.4542,0.0131,0.915
4.524839097,0.7991,0.4672,0.0170,0.926
4.527244618,0.8010,0.4848,0.0209,0.937
4.529643629,0.8167,0.5100,0.0214,0.963
4.532130868,0.8240,0.5348,0.0224,0.983
4.534661233,0.8352,0.5591,0.0277,1.006
4.536567223,0.8641,0.5917,0.0350,1.048
4.539082692,0.8851,0.6209,0.0467,1.082
4.542084151,0.9077,0.6462,0.0575,1.116
4.544765193,0.9365,0.6676,0.0702,1.152
4.546666026,0.9580,0.6821,0.0702,1.178
4.549183891,0.9790,0.7010,0.0765,1.207
4.552157225,1.0001,0.7069,0.0858,1.228
4.554616912,1.0098,0.7054,0.0765,1.234
4.556834777,1.0260,0.7084,0.0790,1.249
4.559425871,1.0411,0.7025,0.0736,1.258
4.562548892,1.0431,0.6972,0.0667,1.256
4.564976966,1.0431,0.6913,0.0599,1.253
4.56775733,1.0406,0.6797,0.0521,1.244
4.570051601,1.0465,0.6661,0.0394,1.241
4.572564258,1.0392,0.6520,0.0268,1.227
4.574906706,1.0240,0.6340,0.0121,1.204
4.577007331,1.0172,0.6146,0.0018,1.188
4.579573946,1.0015,0.5907,-0.0118,1.163
4.583317749,0.9888,0.5645,-0.0152,1.139
4.584992801,0.9781,0.5509,-0.0250,1.123
4.58725853,0.9609,0.5319,-0.0216,1.099
4.589750926,0.9463,0.5047,-0.0206,1.073
4.592390458,0.9316,0.4872,-0.0289,1.052
4.594838166,0.9155,0.4726,-0.0274,1.031
4.59724525,0.8905,0.4609,-0.0313,1.003
4.599778688,0.8778,0.4440,-0.0333,0.984
4.602656917,0.8602,0.4308,-0.0533,0.964
4.60552322,0.8436,0.4211,-0.0631,0.945
4.608057439,0.8250,0.4138,-0.0577,0.925
4.610571918,0.8147,0.4017,-0.0660,0.911
4.613146189,0.7947,0.3982,-0.0713,0.892
4.61516671,0.7805,0.3876,-0.0742,0.875
4.617582648,0.7683,0.3773,-0.0713,0.859
4.6200677,0.7546,0.3720,-0.0670,0.844
4.623206346,0.7443,0.3632,-0.0680,0.831
4.625294003,0.7350,0.3589,-0.0708,0.821
4.627670149,0.7311,0.3555,-0.0762,0.817
4.630265253,0.7282,0.3477,-0.0782,0.811
4.63270166,0.7248,0.3506,-0.0742,0.809
4.635381973,0.7243,0.3477,-0.0747,0.807
4.637755775,0.7267,0.3453,-0.0738,0.808
4.640304265,0.7306,0.3497,-0.0728,0.813
4.643556453,0.7248,0.3555,-0.0738,0.811
4.647356609,0.7238,0.3560,-0.0782,0.810
4.648636922,0.7301,0.3632,-0.0752,0.819
4.651279214,0.7360,0.3657,-0.0723,0.825
4.65360312,0.7384,0.3618,-0.0694,0.825
4.655549943,0.7365,0.3739,-0.0616,0.828
