time,xaxis,yaxis,zaxis,State
2.67963,-0.14,-0.06,-0.01,
2.68219,-0.12,-0.05,-0.01,
2.685956,-0.1,-0.04,-0.01,
2.687164,-0.07,-0.04,0,
2.690363,-0.05,-0.03,0,
2.692991,-0.02,-0.02,0,
2.695483,0,0,0.01,
2.697461,0.03,0.01,0.01,
2.699846,0.05,0.03,0.02,
2.702364,0.08,0.05,0.02,
2.704767,0.11,0.06,0.03,
2.708096,0.13,0.08,0.03,
2.71072,0.16,0.1,0.03,
2.713326,0.19,0.12,0.03,
2.715606,0.21,0.14,0.04,
2.717791,0.24,0.15,0.04,
2.720059,0.26,0.16,0.03,
2.726336,0.27,0.18,0.04,
2.726784,0.29,0.19,0.04,
2.727739,0.29,0.2,0.04,
2.731031,0.3,0.21,0.04,
2.733285,0.3,0.21,0.05,
2.735967,0.3,0.22,0.05,
2.737683,0.29,0.22,0.05,
2.740193,0.29,0.21,0.05,
2.742962,0.29,0.21,0.05,
2.745416,0.28,0.21,0.05,
2.748458,0.27,0.2,0.05,
2.750888,0.27,0.18,0.06,
2.753476,0.26,0.17,0.07,
2.756051,0.26,0.16,0.09,
2.758096,0.25,0.15,0.11,
2.760683,0.24,0.13,0.12,
2.763378,0.23,0.11,0.13,
2.765735,0.22,0.09,0.13,
2.768691,0.21,0.06,0.12,
2.77221,0.19,0.05,0.11,
2.773946,0.17,0.03,0.09,
2.776311,0.14,0.01,0.07,
2.777997,0.11,-0.01,0.06,
2.780587,0.07,-0.03,0.04,
2.783806,0.04,-0.05,0.02,
2.785719,0,-0.07,0,
2.788945,-0.04,-0.1,-0.01,
2.791508,-0.07,-0.12,-0.01,
2.793994,-0.11,-0.13,-0.01,
2.796421,-0.13,-0.14,-0.01,
2.798389,-0.16,-0.14,-0.01,
2.800817,-0.17,-0.14,-0.01,
2.80545,-0.17,-0.14,-0.01,
2.805897,-0.17,-0.14,0,
2.809255,-0.16,-0.12,0,
2.811918,-0.15,-0.11,-0.01,
2.814537,-0.13,-0.08,-0.01,
2.816827,-0.11,-0.06,-0.01,
2.81862,-0.09,-0.04,-0.01,
2.823551,-0.06,-0.01,-0.02,
2.824425,-0.04,0.01,-0.02,
2.827028,-0.02,0.03,-0.03,
2.829304,0,0.05,-0.03,
2.831879,0.02,0.06,-0.04,
2.83444,0.03,0.07,-0.04,
2.83752,0.05,0.07,-0.04,
2.838784,0.06,0.08,-0.05,
2.841444,0.07,0.07,-0.04,
2.844981,0.08,0.07,-0.04,
2.846557,0.08,0.07,-0.03,
2.849918,0.09,0.07,-0.03,
2.852462,0.09,0.05,-0.02,
2.85499,0.08,0.04,-0.01,
2.863742,0.09,0.02,0,
2.864008,0.08,0.01,0,
2.8641,0.08,0,0.01,
2.864666,0.08,-0.01,0.02,
2.867237,0.07,-0.02,0.03,
2.869809,0.06,-0.02,0.03,
2.872233,0.05,-0.02,0.04,
2.874903,0.03,-0.02,0.04,
2.877389,0.02,-0.03,0.04,
2.879173,0,-0.03,0.04,
2.881701,-0.02,-0.02,0.04,
2.886024,-0.04,-0.02,0.03,
2.88685,-0.06,-0.02,0.03,
2.890058,-0.08,-0.02,0.02,
2.892511,-0.1,-0.02,0.02,
2.895001,-0.11,-0.02,0.02,
2.897009,-0.13,-0.02,0.01,
2.899529,-0.13,-0.02,0.01,
2.902284,-0.14,-0.02,0.01,
2.90475,-0.16,-0.02,0.01,
2.907827,-0.16,-0.03,0,
2.91026,-0.16,-0.03,0,
2.912958,-0.15,-0.03,0,
2.915314,-0.14,-0.03,0,
2.917322,-0.13,-0.03,-0.01,
2.919725,-0.13,-0.03,-0.01,
2.922278,-0.12,-0.02,-0.01,
2.92539,-0.12,-0.03,-0.01,
2.928238,-0.13,-0.04,-0.01,
2.930417,-0.13,-0.05,0,
2.933041,-0.14,-0.06,0,
2.935499,-0.14,-0.07,0,
2.937652,-0.14,-0.08,0,
2.939977,-0.14,-0.08,0,
2.942481,-0.13,-0.08,0.01,
2.945457,-0.12,-0.08,0.01,
2.948185,-0.11,-0.09,0.01,
2.950704,-0.1,-0.08,0.01,
2.95348,-0.08,-0.08,0.01,
2.955841,-0.07,-0.08,0.01,
2.957796,-0.05,-0.07,0.01,
2.960184,-0.03,-0.06,0.01,
2.962822,-0.01,-0.05,0.01,
2.965633,0.01,-0.04,0.01,
2.969343,0.03,-0.02,0,
2.970952,0.05,0,0,
2.97363,0.07,0.02,0,
2.97628,0.09,0.03,0,
2.977882,0.1,0.05,0,
2.980379,0.11,0.07,0.01,
2.982967,0.12,0.09,0,
2.985471,0.12,0.09,0,
2.98884,0.12,0.1,0.01,
2.991277,0.12,0.11,0.01,
2.993721,0.1,0.11,0.01,
2.996258,0.1,0.11,0,
2.998106,0.08,0.11,0.01,
3.000665,0.06,0.1,0.01,
3.003514,0.05,0.09,0.01,
3.005845,0.04,0.08,0.01,
3.008906,0.03,0.06,0.01,
3.011408,0.02,0.05,0.01,
3.013965,0.02,0.04,0,
3.016992,0.01,0.02,0,
3.018346,0.01,0.01,0.01,
3.020908,0,0,0.01,
3.023838,0,-0.01,0.01,
3.026787,0,-0.03,0.01,
3.029124,-0.01,-0.04,0.02,
3.03159,-0.01,-0.05,0.02,
3.034193,-0.02,-0.06,0.02,
3.036753,-0.02,-0.07,0.03,
3.038712,-0.03,-0.07,0.03,
3.041192,-0.04,-0.08,0.03,
3.045279,-0.05,-0.09,0.03,
3.046244,-0.05,-0.09,0.03,
3.04968,-0.06,-0.1,0.03,
3.051907,-0.08,-0.11,0.03,
3.054502,-0.08,-0.11,0.02,
3.056937,-0.09,-0.12,0.01,
3.058813,-0.1,-0.13,0.01,
3.06134,-0.1,-0.13,0,
3.064027,-0.1,-0.13,0,
3.067154,-0.11,-0.11,0,
3.069688,-0.11,-0.1,-0.01,
3.072185,-0.12,-0.09,-0.01,
3.074648,-0.11,-0.08,-0.02,
3.077534,-0.11,-0.07,-0.02,
3.079022,-0.11,-0.06,-0.03,
3.08156,-0.1,-0.04,-0.03,
3.086019,-0.08,-0.04,-0.03,
3.086911,-0.07,-0.03,-0.03,
3.090018,-0.05,-0.01,-0.03,
3.09245,-0.02,0,-0.04,
3.094473,0,0.02,-0.04,
3.096781,0.02,0.04,-0.04,
3.100511,0.05,0.05,-0.03,
3.101906,0.07,0.06,-0.03,
3.104743,0.08,0.07,-0.03,
3.107793,0.1,0.08,-0.03,
3.110162,0.11,0.08,-0.03,
3.112617,0.13,0.07,-0.03,
3.115496,0.13,0.07,-0.02,
3.117154,0.14,0.07,-0.02,
3.119631,0.14,0.07,-0.02,
3.122172,0.14,0.06,-0.03,
3.12541,0.13,0.05,-0.03,
3.128268,0.13,0.04,-0.02,
3.130318,0.12,0.02,-0.02,
3.132833,0.1,0.01,-0.02,
3.13544,0.09,0,-0.02,
3.137432,0.08,-0.02,-0.01,
3.139899,0.06,-0.03,-0.01,
3.142272,0.05,-0.04,-0.02,
3.145296,0.04,-0.04,-0.01,
3.148201,0.03,-0.04,-0.01,
3.150504,0.02,-0.04,-0.01,
3.153237,0,-0.05,-0.01,
3.155631,-0.01,-0.04,-0.01,
3.157592,-0.02,-0.04,0,
3.160033,-0.04,-0.04,0,
3.162511,-0.05,-0.04,-0.01,
3.165551,-0.07,-0.05,-0.01,
3.16844,-0.09,-0.06,-0.01,
3.170828,-0.11,-0.07,-0.01,
3.173342,-0.13,-0.07,-0.02,
3.176085,-0.15,-0.08,-0.03,
3.17777,-0.16,-0.08,-0.03,
3.180788,-0.18,-0.09,-0.03,
3.182779,-0.19,-0.1,-0.04,
3.185367,-0.19,-0.1,-0.04,
3.18856,-0.2,-0.11,-0.05,
3.191067,-0.2,-0.11,-0.05,
3.193606,-0.19,-0.11,-0.05,
3.196097,-0.19,-0.11,-0.05,
3.198127,-0.18,-0.1,-0.05,
3.200552,-0.17,-0.09,-0.05,
3.203336,-0.16,-0.08,-0.04,
3.20567,-0.14,-0.06,-0.03,
3.208838,-0.12,-0.05,-0.03,
3.21126,-0.11,-0.03,-0.02,
3.213757,-0.08,-0.01,-0.02,
3.216426,-0.06,0.01,-0.02,
3.218237,-0.03,0.02,-0.01,
3.220711,0,0.03,-0.01,
3.223615,0.02,0.04,-0.01,
3.226572,0.05,0.04,-0.01,
3.228725,0.07,0.05,-0.01,
3.231454,0.09,0.06,-0.01,
3.233501,0.1,0.07,0,
3.236888,0.11,0.08,0,
3.238512,0.12,0.08,0.01,
3.241064,0.13,0.1,0.02,
3.245235,0.14,0.1,0.02,
3.246471,0.14,0.1,0.02,
3.249798,0.14,0.1,0.03,
3.25178,0.15,0.09,0.03,
3.254336,0.15,0.09,0.04,
3.256876,0.15,0.08,0.04,
3.258658,0.15,0.08,0.04,
3.261192,0.15,0.08,0.04,
3.263999,0.15,0.08,0.04,
3.267158,0.15,0.09,0.05,
3.26965,0.15,0.09,0.04,
3.271991,0.14,0.1,0.05,
3.274727,0.13,0.1,0.05,
3.277173,0.12,0.11,0.05,
3.278918,0.11,0.12,0.04,
3.281434,0.1,0.12,0.04,
3.284875,0.09,0.11,0.04,
3.286599,0.08,0.11,0.04,
3.289858,0.07,0.11,0.04,
3.292359,0.06,0.11,0.04,
3.29527,0.06,0.1,0.04,
3.297269,0.05,0.1,0.04,
3.299231,0.05,0.09,0.04,
3.301796,0.05,0.08,0.04,
3.304681,0.05,0.06,0.04,
3.307438,0.04,0.04,0.03,
3.310027,0.03,0.03,0.03,
3.312441,0.02,0.03,0.03,
3.315034,0.01,0.02,0.03,
3.317139,0,0.02,0.02,
3.319503,-0.01,0.01,0.02,
3.321919,-0.02,0.01,0.02,
3.324649,-0.03,0,0.02,
3.328009,-0.04,-0.01,0.01,
3.330327,-0.05,-0.02,0.01,
3.332831,-0.06,-0.03,0.01,
3.335245,-0.06,-0.03,0.01,
3.337256,-0.07,-0.03,0,
3.339643,-0.08,-0.03,0,
3.342199,-0.08,-0.02,0,
3.345321,-0.08,-0.02,0,
3.347987,-0.07,-0.01,0.01,
3.350819,-0.07,0,0.01,
3.353012,-0.05,0,0.01,
3.355544,-0.04,0.01,0.01,
3.357585,-0.03,0.02,0.01,
3.360542,-0.01,0.04,0.01,
3.362386,0,0.05,0.01,
3.365385,0.01,0.07,0.01,
3.368234,0.02,0.08,0.01,
3.370776,0.02,0.09,0.01,
3.37353,0.02,0.09,0.01,
3.375748,0.03,0.09,0.01,
3.377778,0.03,0.08,0.01,
3.38024,0.02,0.07,0.01,
3.382848,0.02,0.06,0,
3.385418,0.02,0.05,-0.01,
3.388402,0.02,0.04,0,
3.391025,0.01,0.02,0,
3.394939,0.01,0,0.02,
3.396014,0.01,0.01,0.03,
3.398116,0.01,0.01,0.05,
3.400566,0,0.01,0.06,
3.402987,0,0.01,0.06,
3.405331,-0.01,0,0.05,
3.408554,-0.01,-0.02,0.04,
3.411259,-0.01,-0.04,0.02,
3.413763,0,-0.06,0.02,
3.416369,-0.01,-0.07,0.01,
3.418117,-0.02,-0.07,0,
3.420571,-0.02,-0.06,0,
3.423479,-0.04,-0.05,0,
3.426504,-0.05,-0.04,0,
3.428876,-0.07,-0.03,0,
3.431601,-0.08,-0.02,-0.01,
3.433866,-0.09,-0.02,-0.01,
3.436404,-0.11,-0.02,-0.02,
3.438304,-0.12,-0.03,-0.02,
3.440805,-0.13,-0.04,-0.02,
3.44387,-0.13,-0.04,-0.02,
3.445978,-0.13,-0.04,-0.03,
3.449135,-0.13,-0.03,-0.03,
3.451652,-0.13,-0.03,-0.04,
3.454124,-0.13,-0.02,-0.04,
3.456659,-0.12,-0.01,-0.04,
3.458598,-0.12,0,-0.05,
3.461075,-0.11,0,-0.05,
3.463801,-0.11,0.01,-0.05,
3.466839,-0.1,0.01,-0.05,
3.469329,-0.09,0.01,-0.05,
3.472534,-0.08,0.02,-0.04,
3.474198,-0.06,0.03,-0.04,
3.476901,-0.05,0.04,-0.04,
3.478991,-0.03,0.04,-0.04,
3.481499,-0.01,0.04,-0.04,
3.485605,0,0.03,-0.05,
3.486488,0.02,0.03,-0.04,
3.489575,0.04,0.03,-0.04,
3.492209,0.05,0.02,-0.04,
3.494701,0.07,0.02,-0.03,
3.497197,0.09,0.01,-0.03,
3.498968,0.11,0,-0.02,
3.501532,0.12,0,-0.02,
3.504611,0.14,0,-0.01,
3.507661,0.16,-0.01,-0.01,
3.509838,0.17,-0.02,-0.01,
3.51245,0.18,-0.02,-0.01,
3.514792,0.19,-0.03,0,
3.517357,0.2,-0.02,0,
3.519322,0.2,-0.02,0,
3.521748,0.2,-0.01,0,
3.524891,0.2,0,-0.01,
3.52696,0.19,0,-0.01,
3.530073,0.17,0.01,-0.02,
3.532788,0.16,0.01,-0.02,
3.535117,0.14,0.01,-0.03,
3.537143,0.11,0,-0.03,
3.539516,0.08,-0.01,-0.04,
3.542067,0.05,-0.01,-0.04,
3.544631,0.01,-0.03,-0.05,
3.547736,-0.02,-0.03,-0.05,
3.55024,-0.06,-0.04,-0.05,
3.553112,-0.09,-0.05,-0.05,
3.555314,-0.12,-0.05,-0.05,
3.557456,-0.15,-0.06,-0.06,
3.559794,-0.17,-0.07,-0.05,
3.562369,-0.19,-0.08,-0.05,
3.565335,-0.2,-0.09,-0.05,
3.568014,-0.21,-0.1,-0.04,
3.570876,-0.22,-0.11,-0.04,
3.573387,-0.22,-0.11,-0.03,
3.575596,-0.22,-0.11,-0.03,
3.577711,-0.22,-0.11,-0.02,
3.580043,-0.21,-0.1,-0.02,
3.582577,-0.19,-0.09,-0.01,
3.585037,-0.18,-0.08,-0.01,
3.588209,-0.16,-0.07,0,
3.590991,-0.14,-0.05,0,
3.593537,-0.12,-0.04,0,
3.595312,-0.1,-0.02,0,
3.597755,-0.07,0,0,
3.600374,-0.04,0.02,0.01,
3.602706,-0.01,0.03,0.01,
3.606012,0.02,0.05,0.01,
3.60851,0.05,0.07,0.01,
3.611102,0.08,0.08,0.02,
3.613657,0.11,0.1,0.02,
3.616015,0.13,0.1,0.02,
3.618094,0.16,0.11,0.03,
3.620456,0.18,0.12,0.03,
3.623115,0.2,0.12,0.03,
3.625507,0.21,0.13,0.04,
3.628741,0.23,0.12,0.04,
3.631193,0.24,0.12,0.04,
3.633957,0.25,0.12,0.05,
3.636388,0.26,0.12,0.05,
3.638663,0.26,0.13,0.05,
3.640745,0.26,0.12,0.06,
3.643658,0.25,0.12,0.06,
3.645854,0.25,0.11,0.06,
3.648892,0.24,0.11,0.06,
3.651433,0.22,0.1,0.06,
3.654154,0.21,0.1,0.06,
3.656582,0.19,0.08,0.05,
3.658494,0.17,0.06,0.05,
3.660974,0.15,0.04,0.05,
3.663739,0.12,0.03,0.05,
3.666678,0.1,0.02,0.05,
3.669496,0.07,0.02,0.05,
3.671813,0.04,0.02,0.05,
3.674525,0.01,0.02,0.05,
3.676828,-0.02,0.01,0.03,
3.678646,-0.04,-0.02,0.02,
3.681181,-0.05,-0.04,0.02,
3.684661,-0.07,-0.07,0.01,
3.686288,-0.09,-0.09,0,
3.689476,-0.1,-0.1,0,
3.692001,-0.11,-0.11,0,
3.694702,-0.12,-0.1,0,
3.697035,-0.13,-0.09,0.01,
3.69889,-0.13,-0.09,0.01,
3.701432,-0.12,-0.08,0.01,
3.705448,-0.11,-0.08,0.01,
3.707191,-0.1,-0.07,0.01,
3.709847,-0.09,-0.07,0.01,
3.712291,-0.07,-0.06,0.01,
3.71475,-0.05,-0.05,0,
3.717138,-0.04,-0.04,0,
3.719075,-0.02,-0.03,0,
3.721634,0,-0.01,-0.01,
3.724835,0.01,0.01,-0.01,
3.726753,0.02,0.02,-0.01,
3.729897,0.03,0.03,-0.02,
3.732415,0.03,0.03,-0.02,
3.735134,0.04,0.04,-0.03,
3.737197,0.04,0.04,-0.03,
3.73935,0.04,0.04,-0.03,
3.741973,0.04,0.03,-0.03,
3.744586,0.04,0.02,-0.04,
3.747627,0.04,0.02,-0.04,
3.750163,0.03,0.02,-0.03,
3.753102,0.02,0.02,-0.03,
3.755433,0.01,0.02,-0.02,
3.757304,0,0.02,-0.02,
3.759789,-0.01,0.01,-0.01,
3.762176,-0.02,0.01,-0.01,
3.765437,-0.03,0,0,
3.768589,-0.04,-0.01,0,
3.770763,-0.06,-0.02,0.01,
3.773144,-0.06,-0.03,0.01,
3.774993,-0.07,-0.03,0.01,
3.777451,-0.08,-0.03,0.02,
3.77982,-0.08,-0.03,0.02,
3.782355,-0.08,-0.03,0.02,
3.785614,-0.08,-0.03,0.03,
3.788105,-0.08,-0.03,0.03,
3.790625,-0.08,-0.02,0.03,
3.79319,-0.08,-0.02,0.02,
3.795848,-0.08,-0.01,0.03,
3.797821,-0.08,-0.01,0.02,
3.800079,-0.09,-0.01,0.02,
3.802652,-0.08,-0.02,0.02,
3.805416,-0.08,-0.02,0.02,
3.808386,-0.09,-0.03,0.01,
3.810892,-0.08,-0.03,0.02,
3.813587,-0.08,-0.03,0.01,
3.816125,-0.07,-0.02,0.01,
3.820097,-0.06,-0.03,0.01,
3.820374,-0.05,-0.03,0.01,
3.823214,-0.05,-0.03,0.01,
3.825516,-0.04,-0.02,0,
3.828578,-0.03,-0.02,0,
3.831091,-0.02,-0.01,0,
3.833639,-0.02,-0.01,-0.01,
3.836452,-0.02,0,-0.01,
3.838118,-0.02,0,-0.02,
3.840633,-0.02,0,-0.02,
3.843395,-0.02,0,-0.02,
3.845675,-0.02,0,-0.03,
3.848841,-0.02,-0.01,-0.03,
3.851387,-0.02,0,-0.03,
3.853863,-0.02,0.01,-0.02,
3.856533,-0.01,0.01,-0.03,
3.858274,-0.02,0.01,-0.03,
3.860833,-0.02,0.01,-0.03,
3.86369,-0.02,0.02,-0.03,
3.867567,-0.03,0.02,-0.03,
3.86922,-0.05,0.01,-0.03,
3.871585,-0.06,0.01,-0.02,
3.874148,-0.07,0,-0.01,
3.876817,-0.06,0,-0.01,
3.878506,-0.06,0,-0.01,
3.881014,-0.05,0.01,-0.01,
3.884447,-0.04,0.01,-0.01,
3.886214,-0.03,0.01,0,
3.889345,-0.02,0.01,0,
3.891804,-0.01,0.01,0,
3.8943,-0.01,0.01,0,
3.897034,-0.01,0.01,0.01,
3.898762,0,0.01,0.01,
3.901315,0,0,0.01,
3.904001,0,0.01,0.02,
3.907066,0.01,0.01,0.01,
3.909548,0.01,0.01,0.02,
3.912087,0.01,0.01,0.02,
3.914636,0.01,0.01,0.01,
3.917257,0.01,0.01,0.02,
3.919066,0,0,0.02,
3.92166,0,-0.01,0.02,
3.924756,0,-0.02,0.02,
3.926583,-0.01,-0.02,0.02,
3.929804,-0.02,-0.03,0.02,
3.93449,-0.02,-0.03,0.02,
3.934908,-0.03,-0.03,0.03,
3.93784,-0.03,-0.03,0.02,
3.939495,-0.04,-0.04,0.02,
3.941842,-0.04,-0.04,0.02,
3.944704,-0.04,-0.06,0.02,
3.947417,-0.05,-0.06,0.01,
3.949998,-0.05,-0.06,0.01,
3.952601,-0.04,-0.07,0.01,
3.955112,-0.04,-0.07,0,
3.957234,-0.04,-0.07,0,
3.959454,-0.03,-0.07,0,
3.962091,-0.03,-0.06,0,
3.964754,-0.02,-0.06,-0.01,
3.967099,-0.01,-0.05,-0.01,
3.970332,-0.01,-0.04,-0.02,
3.972774,-0.01,-0.04,-0.02,
3.975322,0,-0.03,-0.03,
3.977512,0,-0.03,-0.03,
3.979666,0.01,-0.03,-0.03,
3.9822,0.01,-0.03,-0.03,
3.985372,0.02,-0.02,-0.03,
3.987964,0.02,-0.02,-0.03,
3.990465,0.03,-0.02,-0.03,
3.993001,0.04,-0.02,-0.03,
3.995661,0.05,-0.02,-0.02,
3.998261,0.05,-0.02,-0.02,
4.000037,0.06,-0.02,-0.01,
4.002506,0.07,-0.03,-0.01,
4.005342,0.08,-0.03,0,
4.008236,0.08,-0.03,0,
4.010678,0.09,-0.03,0,
4.013395,0.09,-0.03,0.01,
4.015946,0.08,-0.04,0.01,
4.018122,0.08,-0.04,0.01,
4.020233,0.08,-0.05,0.02,
4.022722,0.07,-0.05,0.02,
4.025327,0.07,-0.05,0.02,
4.028541,0.07,-0.06,0.02,
4.030925,0.07,-0.06,0.01,
4.033512,0.06,-0.06,0.01,
4.036121,0.06,-0.07,0.01,
4.038154,0.05,-0.07,0,
4.040428,0.05,-0.07,0,
4.043129,0.04,-0.07,0,
4.045776,0.03,-0.07,-0.01,
4.048747,0.02,-0.07,-0.01,
4.051253,0.01,-0.07,-0.02,
4.05385,0,-0.06,-0.02,
4.05633,-0.01,-0.05,-0.03,
4.058217,-0.03,-0.05,-0.03,
4.06065,-0.04,-0.05,-0.03,
4.065313,-0.05,-0.05,-0.04,
4.065769,-0.07,-0.06,-0.04,
4.069078,-0.08,-0.06,-0.04,
4.071562,-0.1,-0.06,-0.05,
4.073922,-0.11,-0.06,-0.05,
4.076522,-0.12,-0.06,-0.05,
4.078492,-0.13,-0.06,-0.05,
4.080855,-0.14,-0.06,-0.05,
4.083719,-0.15,-0.06,-0.04,
4.086304,-0.15,-0.05,-0.04,
4.08919,-0.15,-0.05,-0.03,
4.091751,-0.15,-0.05,-0.02,
4.093693,-0.14,-0.04,-0.02,
4.096407,-0.13,-0.04,-0.01,
4.098797,-0.12,-0.04,-0.01,
4.101193,-0.12,-0.04,-0.01,
4.103861,-0.1,-0.04,-0.01,
4.106831,-0.09,-0.04,-0.01,
4.109317,-0.08,-0.04,-0.01,
4.111843,-0.07,-0.03,0,
4.114531,-0.06,-0.03,0,
4.117001,-0.05,-0.02,0,
4.118966,-0.04,-0.02,0.01,
4.121406,-0.02,-0.02,0.01,
4.124721,-0.01,-0.02,0.01,
4.126515,0,-0.01,0.01,
4.129634,0.01,-0.02,0.01,
4.132159,0.02,-0.01,0.02,
4.134664,0.04,-0.01,0.02,
4.137192,0.04,0,0.02,
4.139142,0.05,0,0.02,
4.141614,0.06,0.02,0.03,
4.144615,0.07,0.03,0.04,
4.147383,0.07,0.04,0.04,
4.149899,0.08,0.05,0.04,
4.152453,0.09,0.06,0.04,
4.154899,0.09,0.07,0.04,
4.157458,0.1,0.07,0.05,
4.159491,0.11,0.08,0.04,
4.162045,0.12,0.09,0.04,
4.16465,0.12,0.09,0.04,
4.16777,0.13,0.09,0.03,
4.170144,0.13,0.1,0.04,
4.17264,0.13,0.1,0.03,
4.175148,0.13,0.1,0.03,
4.177236,0.12,0.1,0.04,
4.179725,0.11,0.1,0.04,
4.182304,0.1,0.1,0.04,
4.185398,0.09,0.09,0.04,
4.187807,0.09,0.09,0.04,
4.190387,0.08,0.09,0.05,
4.192949,0.07,0.08,0.05,
4.195394,0.07,0.08,0.05,
4.197456,0.06,0.08,0.05,
4.200044,0.06,0.08,0.05,
4.202407,0.06,0.08,0.05,
4.20538,0.06,0.08,0.05,
4.208162,0.06,0.07,0.05,
4.210827,0.06,0.06,0.05,
4.213173,0.06,0.06,0.05,
4.215736,0.06,0.07,0.04,
4.217525,0.06,0.07,0.04,
4.220182,0.06,0.07,0.04,
4.222566,0.06,0.06,0.04,
4.225318,0.05,0.06,0.04,
4.22837,0.04,0.06,0.03,
4.230284,0.02,0.05,0.03,
4.232796,0.01,0.05,0.04,
4.235402,0,0.05,0.03,
4.237892,-0.02,0.04,0.03,
4.240396,-0.02,0.02,0.02,
4.242768,-0.03,0,0.02,
4.245548,-0.04,-0.02,0.01,
4.248669,-0.05,-0.04,0.01,
4.251061,-0.06,-0.05,0,
4.253614,-0.06,-0.06,0,
4.256208,-0.07,-0.07,0.01,
4.257963,-0.07,-0.07,0.01,
4.261023,-0.08,-0.06,0.01,
4.263354,-0.08,-0.05,0.02,
4.266495,-0.07,-0.04,0.02,
4.268855,-0.07,-0.03,0.02,
4.271256,-0.06,-0.02,0.02,
4.273789,-0.06,-0.01,0.01,
4.277872,-0.05,-0.01,0.01,
4.278345,-0.05,0,0,
4.281051,-0.04,0,0,
4.283879,-0.03,0.01,0,
4.28578,-0.03,0.02,0,
4.288959,-0.02,0.03,-0.01,
4.2915,-0.02,0.04,0,
4.29397,-0.02,0.04,-0.01,
4.296635,-0.02,0.05,-0.01,
4.298495,-0.02,0.05,-0.01,
4.301077,-0.02,0.05,-0.01,
4.303769,-0.02,0.05,-0.01,
4.306624,-0.02,0.04,-0.01,
4.309109,-0.02,0.04,-0.01,
4.311703,-0.02,0.03,-0.01,
4.31427,-0.03,0.03,-0.01,
4.316862,-0.03,0.02,-0.01,
4.318691,-0.03,0.02,-0.01,
4.321341,-0.04,0.01,-0.01,
4.324641,-0.04,0.02,0,
4.326451,-0.05,0.03,0,
4.329685,-0.05,0.03,0.01,
4.332095,-0.06,0.03,0.01,
4.334506,-0.06,0.02,0.01,
4.337112,-0.06,0.01,0.01,
4.338953,-0.06,0,0,
4.341638,-0.06,-0.01,0,
4.344591,-0.05,-0.01,0,
4.347228,-0.03,-0.01,0,
4.349807,-0.03,-0.02,0,
4.352254,-0.02,-0.01,0,
4.354806,-0.01,-0.01,0,
4.357425,-0.01,-0.01,0,
4.359294,-0.01,-0.01,0,
4.361888,-0.01,-0.01,-0.01,
4.365836,-0.01,-0.01,-0.01,
4.366858,0,-0.01,-0.01,
4.369935,0,0,-0.02,
4.37247,0.01,0,-0.02,
4.375083,0.02,0,-0.03,
4.377078,0.02,0,-0.03,
4.379644,0.02,0,-0.03,
4.382164,0.01,0,-0.03,
4.384564,0.01,0,-0.03,
4.38765,0.01,-0.01,-0.03,
4.390706,0,-0.02,-0.03,
4.392798,-0.01,-0.02,-0.02,
4.39534,-0.01,-0.03,-0.02,
4.397277,-0.01,-0.04,-0.02,
4.399638,-0.01,-0.04,-0.01,
4.402285,-0.01,-0.05,0,
4.40544,-0.01,-0.05,0,
4.408128,0,-0.05,0,
4.410502,0,-0.06,0,
4.41309,0.01,-0.06,0.01,
4.415471,0.02,-0.06,0.01,
4.417585,0.04,-0.06,0.01,
4.419902,0.05,-0.06,0.01,
4.422559,0.06,-0.06,0.01,
4.425866,0.07,-0.05,0.01,
4.428318,0.09,-0.04,0.02,
4.430871,0.1,-0.03,0.02,
4.433283,0.11,-0.02,0.01,
4.435942,0.12,-0.01,0,
4.437726,0.13,0,0,
4.440088,0.13,0.01,0,
4.442862,0.13,0.02,-0.01,
4.445523,0.13,0.03,-0.01,
4.448399,0.12,0.04,-0.01,
4.450926,0.11,0.04,-0.01,
4.453442,0.1,0.04,-0.01,
4.456242,0.09,0.05,-0.01,
4.458083,0.07,0.04,-0.01,
4.460517,0.05,0.04,-0.02,
4.463455,0.03,0.03,-0.01,
4.465905,0.01,0.02,-0.01,
4.468679,-0.01,0.01,-0.01,
4.471181,-0.03,0,-0.01,
4.473749,-0.04,-0.01,0,
4.476302,-0.04,-0.02,0,
4.478176,-0.05,-0.03,0.01,
4.480699,-0.05,-0.03,0.01,
4.483792,-0.06,-0.03,0.01,
4.485819,-0.06,-0.03,0.01,
4.488894,-0.07,-0.03,0.02,
4.491433,-0.07,-0.02,0.02,
4.494048,-0.07,-0.02,0.02,
4.496545,-0.07,-0.01,0.02,
4.498292,-0.07,-0.01,0.02,
4.500874,-0.07,0,0.01,
4.503834,-0.07,0,0.01,
4.506482,-0.07,0,0.01,
4.509146,-0.06,-0.01,0,
4.51165,-0.06,-0.01,0.01,
4.514145,-0.06,-0.01,0.01,
4.516668,-0.05,-0.02,0,
4.518619,-0.05,-0.02,0.01,
4.523078,-0.05,-0.02,0.01,
4.525447,-0.05,-0.02,0.01,
4.526381,-0.04,-0.03,0.01,
4.529487,-0.04,-0.03,0.02,
4.531945,-0.04,-0.03,0.02,
4.534474,-0.04,-0.03,0.02,
4.536916,-0.04,-0.03,0.02,
4.538786,-0.04,-0.04,0.03,
4.541324,-0.03,-0.04,0.03,
4.544226,-0.03,-0.04,0.02,
4.54704,-0.03,-0.03,0.03,
4.549635,-0.03,-0.03,0.03,
