time,xaxis,yaxis,zaxis,TgF
11.83487837,0.8877,0.187,0.1847,0.926
11.83787264,0.8769,0.1889,0.2023,0.92
11.83973696,0.8642,0.1919,0.2125,0.91
11.84244389,0.8569,0.1967,0.2116,0.904
11.84490852,0.8466,0.1962,0.213,0.895
11.84755498,0.831,0.2011,0.2384,0.888
11.8499441,0.8256,0.2021,0.256,0.888
11.85245082,0.8158,0.2021,0.2628,0.881
11.85568248,0.8173,0.2001,0.2789,0.886
11.85842149,0.8134,0.2001,0.2892,0.886
11.86067832,0.809,0.2059,0.2965,0.886
11.86334295,0.8041,0.2059,0.296,0.881
11.86575748,0.808,0.2094,0.295,0.885
11.86775238,0.8163,0.2176,0.2892,0.893
11.87010618,0.8261,0.2171,0.2857,0.901
11.87262337,0.8329,0.2288,0.2794,0.908
11.87537118,0.8368,0.2332,0.2755,0.911
11.87791295,0.8451,0.2327,0.2491,0.911
11.88041228,0.8491,0.2312,0.234,0.911
11.88295926,0.8554,0.2312,0.2208,0.913
11.88558072,0.8554,0.2307,0.1999,0.908
11.88804384,0.8618,0.2249,0.174,0.907
11.89038467,0.8828,0.2288,0.1584,0.926
11.89329353,0.9194,0.2254,0.1379,0.957
11.89556509,0.96,0.2249,0.1135,0.993
11.89863843,1.0104,0.2259,0.0744,1.038
11.90111895,1.05,0.222,0.034,1.074
11.90381738,1.0745,0.2259,-0.0188,1.098
11.90624061,1.0891,0.2307,-0.0856,1.117
11.90811082,1.0989,0.239,-0.1144,1.13
11.91062483,1.1219,0.2565,-0.1227,1.157
11.91314561,1.1459,0.2614,-0.151,1.185
11.91618051,1.1679,0.2502,-0.1822,1.208
11.91840119,1.1709,0.24,-0.1983,1.212
11.92072759,1.1762,0.2245,-0.1919,1.213
11.92343426,1.1816,0.2123,-0.1891,1.215
11.92795374,1.1777,0.1977,-0.1783,1.207
11.92848718,1.1841,0.1826,-0.1568,1.208
11.93110457,1.1806,0.17,-0.1393,1.201
11.93382937,1.1738,0.1593,-0.1329,1.192
11.93680421,1.1674,0.1418,-0.1183,1.182
11.93918119,1.1703,0.1282,-0.0968,1.181
11.9415726,1.1635,0.117,-0.0675,1.171
11.94436254,1.1542,0.1087,-0.0446,1.16
11.94677307,1.1375,0.1024,-0.0197,1.142
11.94863369,1.1155,0.1073,0.0149,1.121
11.9510765,1.0891,0.1092,0.0335,1.095
11.95400583,1.0539,0.1116,0.054,1.061
11.95721255,1.032,0.1141,0.0744,1.041
11.95905166,1.006,0.1199,0.1023,1.018
11.96126203,0.9732,0.1301,0.1237,0.99
11.96524869,0.9713,0.1462,0.1179,0.989
11.96628145,0.9542,0.1515,0.133,0.975
11.96895302,0.8926,0.1403,0.2399,0.935
11.97136515,0.894,0.1578,0.1867,0.927
11.9740677,0.9463,0.1948,0.0379,0.967
11.97711354,1.0525,0.2342,-0.0832,1.081
11.97964307,0.9468,0.1248,0.1321,0.964
11.98218104,0.8486,0.0801,0.3116,0.908
11.98478224,0.8167,0.1121,0.3268,0.887
11.98726687,0.8271,0.1661,0.2843,0.89
11.98903823,0.8182,0.1943,0.2799,0.886
11.99159479,0.8099,0.2074,0.2985,0.888
11.99430047,0.8089,0.2268,0.2936,0.89
11.99735958,0.8079,0.2361,0.2818,0.888
11.99914989,0.7898,0.2375,0.2857,0.873
12.00166594,0.7664,0.2288,0.3038,0.856
12.0044563,0.7537,0.2186,0.3272,0.85
12.00790896,0.7605,0.2191,0.3438,0.863
12.00933427,0.762,0.222,0.3448,0.865
12.01189391,0.7639,0.2245,0.3399,0.866
12.01487281,0.7713,0.2215,0.3399,0.871
12.01764094,0.7825,0.2196,0.3399,0.881
12.02010687,0.8001,0.223,0.3341,0.895
12.02258578,0.8123,0.223,0.3272,0.904
12.02600125,0.8162,0.2278,0.3175,0.905
12.02785464,0.8197,0.2273,0.2994,0.902
12.02961734,0.8221,0.2356,0.2853,0.902
12.0323663,0.8226,0.238,0.2643,0.896
12.03492979,0.8294,0.241,0.2433,0.897
12.03788703,0.8456,0.2458,0.2028,0.904
12.03962026,0.8803,0.2472,0.1579,0.928
12.04223516,0.9434,0.2414,0.0945,0.978
12.04500302,1.007,0.2298,0.0271,1.033
12.04750266,1.0623,0.2298,-0.009,1.087
12.04975589,1.1097,0.2366,-0.0582,1.136
12.05225912,1.1473,0.2454,-0.1144,1.179
12.05661146,1.1605,0.2658,-0.1676,1.202
12.05740172,1.1732,0.2769,-0.2037,1.223
12.06061454,1.1933,0.2808,-0.2251,1.246
12.06308079,1.1972,0.2677,-0.251,1.252
12.06562813,1.2051,0.2492,-0.2705,1.26
12.06754928,1.1991,0.2225,-0.2725,1.25
12.07000584,1.1938,0.1948,-0.2505,1.235
12.07249933,1.1933,0.1807,-0.213,1.226
12.07536079,1.2011,0.1603,-0.172,1.224
12.07782146,1.2065,0.1325,-0.1456,1.223
12.08018855,1.2006,0.116,-0.1217,1.212
12.08267938,1.1864,0.1049,-0.0851,1.194
12.08523792,1.1771,0.1,-0.0529,1.183
12.08784761,1.1605,0.1,-0.0173,1.165
12.09030912,1.1444,0.099,-0.0007,1.149
12.09283454,1.1224,0.0932,0.0301,1.127
12.09557844,1.0896,0.098,0.0662,1.096
12.09843584,1.0613,0.0947,0.0906,1.069
12.10103126,1.0388,0.1077,0.114,1.051
12.1035449,1.0202,0.1263,0.1286,1.036
12.10612615,0.9962,0.1369,0.1404,1.015
12.10818543,0.9781,0.1476,0.152,1.001
12.11056162,0.9561,0.1656,0.1545,0.983
12.11303673,0.9248,0.1681,0.1682,0.955
12.11600584,0.897,0.1714,0.1872,0.932
12.11826293,0.8764,0.1845,0.1989,0.917
12.12063652,0.8671,0.1996,0.2018,0.912
12.1232034,0.8588,0.2011,0.2111,0.907
12.12583949,0.8461,0.2026,0.234,0.901
12.12845225,0.8358,0.2054,0.2452,0.895
12.13076897,0.8167,0.2079,0.2575,0.881
12.13350954,0.8094,0.2074,0.2707,0.878
12.13653168,0.8006,0.1967,0.2833,0.872
12.14048345,0.7928,0.1977,0.295,0.869
12.1415721,0.7849,0.2016,0.3067,0.867
12.14431043,0.7805,0.1987,0.3228,0.868
12.14710439,0.7815,0.2059,0.3297,0.873
12.14841855,0.7869,0.2011,0.3356,0.879
12.15096137,0.7937,0.2074,0.3326,0.885
12.15390033,0.804,0.2201,0.3282,0.896
12.15649908,0.8065,0.2283,0.318,0.896
12.1588497,0.8089,0.2366,0.2955,0.893
12.16112652,0.8104,0.2449,0.2697,0.888
12.16398621,0.8304,0.2492,0.2375,0.899
12.16630027,0.8534,0.2521,0.213,0.915
12.1688972,0.8867,0.2541,0.1838,0.941
12.17135184,0.9243,0.2584,0.1423,0.97
12.17416981,0.9581,0.2575,0.0974,0.997
12.17713132,0.9815,0.2633,0.0632,1.018
12.17948246,0.9972,0.2565,0.0242,1.03
12.18196403,1.0221,0.2512,-0.0139,1.053
12.18457845,1.0491,0.2487,-0.0553,1.08
12.18782569,1.0813,0.239,-0.088,1.111
12.18899668,1.1116,0.2298,-0.1226,1.142
12.19153804,1.1371,0.2293,-0.1344,1.168
12.19426856,1.1571,0.2259,-0.1515,1.189
12.19728377,1.1605,0.2161,-0.1553,1.191
12.19907017,1.1581,0.1957,-0.1593,1.185
12.20158017,1.1522,0.1719,-0.1529,1.175
12.20437679,1.1434,0.1602,-0.1378,1.163
12.20774934,1.1468,0.1462,-0.1124,1.162
12.20931028,1.1415,0.1321,-0.0953,1.153
12.21173606,1.1405,0.1296,-0.0675,1.15
12.21494064,1.1346,0.1199,-0.0451,1.142
12.21777153,1.1258,0.1141,-0.0275,1.132
12.22037762,1.1126,0.1165,-0.007,1.119
12.22261294,1.1023,0.117,0.012,1.109
12.22518221,1.0843,0.1233,0.0247,1.092
12.22770403,1.0657,0.1296,0.0408,1.074
12.22943361,1.0392,0.1248,0.0598,1.048
12.23196799,1.0202,0.136,0.0745,1.032
12.23489466,1.004,0.1462,0.0871,1.018
12.23777033,0.9908,0.1554,0.112,1.009
12.23960664,0.9683,0.1622,0.1296,0.99
12.24212507,0.9502,0.1719,0.1379,0.975
12.24507388,0.9297,0.1748,0.1535,0.958
12.24759336,0.9097,0.185,0.1696,0.944
12.24969377,0.893,0.1952,0.1833,0.932
12.25485153,0.8729,0.2079,0.196,0.919
12.25560528,0.8573,0.2103,0.2087,0.907
12.25804362,0.8392,0.2113,0.2189,0.893
12.2606245,0.827,0.2118,0.2389,0.886
12.26301804,0.8172,0.2176,0.2491,0.882
12.26484914,0.8236,0.2191,0.2535,0.889
12.267527,0.8275,0.2176,0.2521,0.892
12.2699319,0.8461,0.2239,0.2433,0.908
12.27254555,0.8627,0.2317,0.2336,0.923
12.27555924,0.8676,0.2361,0.214,0.924
12.27768581,0.8637,0.2414,0.2038,0.92
12.28003742,0.8681,0.2458,0.1891,0.922
12.28256013,0.8837,0.2429,0.1813,0.934
12.28555539,0.8911,0.2439,0.1711,0.94
12.28784013,0.9048,0.2458,0.1545,0.95
12.29025232,0.9204,0.2453,0.1413,0.963
12.29285409,0.94,0.2463,0.1262,0.98
12.29553117,0.9542,0.2463,0.1071,0.991
12.29852513,0.9635,0.2419,0.0925,0.998
12.30094914,0.9767,0.2298,0.0779,1.006
12.30361331,0.987,0.2171,0.0632,1.013
12.30605649,0.9977,0.2098,0.0574,1.021
12.30819612,1.0114,0.2021,0.0491,1.033
12.31045201,1.03,0.1967,0.0364,1.049
12.31294159,1.0403,0.1875,0.0291,1.057
12.31557472,1.0466,0.1812,0.0291,1.063
12.31849513,1.0476,0.169,0.0218,1.061
12.32075435,1.05,0.1569,0.0276,1.062
12.32324508,1.0564,0.1525,0.0271,1.068
12.32567696,1.0598,0.1574,0.0266,1.072
12.32843805,1.0515,0.152,0.0408,1.063
12.3306679,1.0407,0.1511,0.0505,1.053
12.33324055,1.0359,0.1423,0.0598,1.047
12.33629503,1.0305,0.1534,0.071,1.044
12.3389505,1.0197,0.1637,0.0798,1.036
12.34145008,1.0056,0.1646,0.0803,1.022
12.34393561,0.9987,0.1695,0.0808,1.016
12.34646842,0.9914,0.186,0.0867,1.012
12.34875311,0.9757,0.187,0.092,0.998
12.35105555,0.9689,0.186,0.0925,0.991
12.35383191,0.9611,0.2001,0.0969,0.986
12.35691139,0.9576,0.2036,0.095,0.984
12.35848462,0.9611,0.2059,0.095,0.987
12.36104066,0.9645,0.2152,0.0935,0.993
12.36509993,0.9684,0.2205,0.0818,0.997
12.36605326,0.9694,0.2205,0.073,0.997
12.36899634,0.9704,0.2215,0.0681,0.998
12.37117863,0.9689,0.2303,0.0642,0.998
12.37409988,0.9684,0.2307,0.0647,0.998
12.37700181,0.9718,0.2259,0.0628,1
12.37944399,0.9743,0.2249,0.0569,1.002
12.38194342,0.9743,0.2215,0.0632,1.001
12.38566014,0.9738,0.2138,0.0686,0.999
12.38717743,0.9772,0.2103,0.073,1.002
12.38912327,0.9836,0.1982,0.0725,1.006
12.39149738,0.9884,0.188,0.0739,1.009
12.39416915,0.988,0.187,0.0774,1.008
12.39718316,0.9875,0.1827,0.0852,1.008
12.39899285,0.9924,0.1792,0.0945,1.013
12.40152853,0.9948,0.1725,0.094,1.014
12.40461587,0.9924,0.1681,0.0974,1.011
12.40721915,0.9884,0.1715,0.1028,1.008
12.40922254,0.987,0.1743,0.1091,1.008
12.41168655,0.9836,0.1739,0.1091,1.005
12.41422764,0.9821,0.1705,0.1145,1.003
12.41711155,0.9748,0.1763,0.1154,0.997
12.41987613,0.9743,0.1773,0.1179,0.997
12.42235061,0.9728,0.1743,0.1145,0.995
12.42491025,0.9679,0.1778,0.113,0.991
12.42744327,0.9733,0.1841,0.1213,0.998
12.42945968,0.9704,0.1845,0.1169,0.995
12.43182218,0.9684,0.187,0.1218,0.994
12.43480973,0.9615,0.1885,0.1237,0.988
12.43773884,0.9532,0.186,0.1262,0.979
12.43946259,0.9444,0.1904,0.1281,0.972
12.44199978,0.937,0.187,0.1408,0.966
12.4451127,0.9263,0.1909,0.1452,0.957
12.44775572,0.9229,0.1919,0.1511,0.955
12.45007145,0.917,0.1982,0.1677,0.953
12.45215353,0.9102,0.1957,0.1715,0.947
12.45488551,0.8989,0.1938,0.172,0.936
12.45786999,0.9018,0.2001,0.1838,0.942
12.46033984,0.9033,0.1943,0.1838,0.942
12.46304947,0.9116,0.2054,0.1847,0.953
12.46562562,0.9097,0.2128,0.1935,0.954
12.46750421,0.9058,0.2166,0.1838,0.949
12.47000228,0.9023,0.2171,0.1798,0.945
12.47235963,0.9028,0.2263,0.173,0.947
12.47554124,0.8955,0.2245,0.1618,0.937
12.47757775,0.895,0.2278,0.1604,0.937
12.47996265,0.9082,0.237,0.1476,0.95
12.48253588,0.915,0.2414,0.1442,0.957
12.48549708,0.8984,0.2181,0.1374,0.935
12.48778244,0.9165,0.2128,0.1145,0.948
12.49024197,0.9581,0.2166,0.0911,0.986
12.49264067,1.0036,0.2196,0.0725,1.03
12.49565838,1.0427,0.2235,0.0417,1.067
12.50013072,1.0569,0.2424,0.0003,1.084
12.50310323,1.052,0.2521,-0.0261,1.082
12.50363677,1.053,0.2497,-0.0524,1.083
12.50601562,1.052,0.24,-0.0675,1.081
12.50801218,1.0574,0.2293,-0.0749,1.085
12.51040239,1.0593,0.2196,-0.0876,1.085
12.51286161,1.0647,0.2138,-0.0939,1.09
12.51546151,1.0847,0.2026,-0.0812,1.106
12.51847901,1.1067,0.1875,-0.0719,1.125
12.52053156,1.1146,0.1724,-0.0651,1.13
12.52302396,1.1175,0.1559,-0.0544,1.13
12.52558479,1.1136,0.1467,-0.049,1.124
12.52823411,1.1126,0.1399,-0.0495,1.122
12.5310513,1.1141,0.1394,-0.0343,1.123
12.53307474,1.1126,0.1399,-0.0217,1.122
12.53621583,1.1092,0.1335,-0.0188,1.117
12.53887484,1.094,0.1316,0.0003,1.102
12.54128885,1.0784,0.1316,0.0174,1.087
12.54388693,1.0647,0.1301,0.0296,1.073
12.54634979,1.0491,0.1355,0.0422,1.059
12.54865333,1.032,0.1384,0.0686,1.043
12.55104276,1.0173,0.1418,0.0842,1.031
12.5536487,1.0114,0.1661,0.1233,1.032
12.55677985,1.0285,0.2064,0.1692,1.063
12.55836667,0.9919,0.1578,0.1296,1.013
12.56088412,0.938,0.1399,0.113,0.955
12.56357766,0.9121,0.1476,0.133,0.934
12.5659538,0.9131,0.1569,0.1506,0.939
12.56872302,0.917,0.1748,0.1735,0.95
12.57119203,0.9146,0.1787,0.1872,0.95
12.5738474,0.9004,0.1797,0.2023,0.94
12.57677818,0.8955,0.1914,0.1989,0.937
12.57978438,0.8764,0.1952,0.2081,0.922
12.58177761,0.8632,0.2016,0.2164,0.912
12.5843087,0.8461,0.2074,0.2248,0.9
12.58682704,0.8305,0.2157,0.2282,0.888
12.58881724,0.8139,0.2171,0.2438,0.877
12.59136188,0.8021,0.2268,0.2643,0.874
12.59401063,0.7854,0.2342,0.274,0.864
12.59699626,0.781,0.239,0.2862,0.865
12.59884287,0.7776,0.24,0.3043,0.869
12.60179725,0.782,0.2419,0.3136,0.877
12.6042587,0.7859,0.2361,0.3062,0.876
12.60697792,0.8011,0.2361,0.3062,0.89
12.60904761,0.8129,0.2405,0.295,0.898
12.61166381,0.8187,0.24,0.2813,0.898
12.61465344,0.8295,0.2463,0.2682,0.906
12.61775647,0.8368,0.2449,0.2614,0.91
12.61986256,0.8383,0.2434,0.2487,0.908
12.62237391,0.8393,0.2414,0.2262,0.902
12.62485881,0.8324,0.2351,0.2004,0.888
12.62744824,0.8432,0.2288,0.1813,0.892
12.62923298,0.8632,0.2171,0.1633,0.905
12.63195173,0.9106,0.2084,0.134,0.944
12.63470532,0.9708,0.2054,0.0984,0.997
12.63741839,1.032,0.2157,0.0412,1.055
12.63940407,1.0671,0.2268,-0.0056,1.091
12.64187402,1.0867,0.2439,-0.0549,1.115
12.64529225,1.1019,0.2653,-0.091,1.137
12.64787772,1.1126,0.2745,-0.1275,1.153
12.64953079,1.1151,0.2721,-0.1729,1.161
12.65225866,1.1253,0.2769,-0.2091,1.178
12.65480871,1.1507,0.2725,-0.2349,1.206
12.65769314,1.1806,0.2579,-0.2486,1.234
12.66023303,1.1855,0.2263,-0.2339,1.229
12.66276262,1.188,0.2006,-0.1963,1.221
12.66538137,1.185,0.1748,-0.1827,1.212
12.66736361,1.1875,0.1617,-0.1554,1.208
12.6697097,1.1841,0.1408,-0.1344,1.2
12.67236652,1.187,0.1253,-0.1149,1.199
12.6754059,1.1831,0.1175,-0.0963,1.193
12.67789611,1.1797,0.1146,-0.0837,1.188
12.67989522,1.1713,0.1049,-0.0744,1.178
12.68248856,1.1556,0.1054,-0.0407,1.161
12.68521501,1.1307,0.1044,-0.0075,1.136
12.68765741,1.1072,0.1112,0.0183,1.113
12.69003304,1.0833,0.1199,0.0266,1.09
12.69263653,1.0569,0.1253,0.05,1.065
12.69566298,1.029,0.135,0.0788,1.041
12.69834319,1.009,0.1462,0.0969,1.024
12.70079522,1.0085,0.1559,0.0955,1.025
12.70340684,0.9904,0.1656,0.1052,1.01
12.70587897,0.959,0.17,0.1277,0.982
12.70797726,0.9356,0.1681,0.154,0.963
12.71074549,0.917,0.1676,0.1745,0.948
12.7130397,0.9028,0.169,0.1935,0.939
12.71565642,0.8921,0.1685,0.2091,0.932
12.71803351,0.8808,0.1729,0.2155,0.923
12.72032851,0.8715,0.1778,0.2287,0.918
12.7228659,0.8603,0.1817,0.2447,0.913
12.72557892,0.8476,0.187,0.2501,0.903
12.72822445,0.8447,0.1987,0.2599,0.906
12.73055382,0.829,0.2026,0.2755,0.897
12.73316007,0.8089,0.2006,0.2872,0.882
12.73567049,0.7967,0.2118,0.2848,0.872
12.73879601,0.7805,0.2215,0.2892,0.861
12.74128742,0.7766,0.2259,0.297,0.862
12.74515648,0.7727,0.2366,0.3145,0.867
12.74666101,0.7581,0.2424,0.3263,0.86
12.74834502,0.7434,0.2477,0.3336,0.852
12.7507921,0.7488,0.2458,0.3379,0.857
12.75384763,0.7629,0.2458,0.3316,0.867
12.7568833,0.782,0.2472,0.3219,0.881
12.75827757,0.7977,0.2531,0.3131,0.893
12.76084632,0.8163,0.2584,0.2882,0.903
12.76352216,0.8334,0.2681,0.2506,0.911
12.76598711,0.8349,0.2594,0.2277,0.903
12.76838877,0.8339,0.2472,0.2043,0.893
12.77094888,0.8554,0.2405,0.1808,0.907
12.77396924,0.8974,0.2439,0.136,0.94
12.77691508,0.941,0.2497,0.0823,0.977
12.77928669,0.985,0.2575,0.0374,1.019
12.78176612,1.0241,0.2628,-0.0085,1.057
12.7842257,1.0579,0.2628,-0.0549,1.091
12.78686409,1.0935,0.2556,-0.1076,1.128
12.7886782,1.1107,0.2609,-0.1544,1.151
12.79121284,1.1273,0.2716,-0.1842,1.174
12.79418216,1.1463,0.275,-0.2022,1.196
12.79711492,1.1649,0.2672,-0.2213,1.215
12.79879148,1.1703,0.2395,-0.2222,1.215
12.80128982,1.163,0.2176,-0.2179,1.203
12.80418659,1.1644,0.1929,-0.2012,1.197
12.80696914,1.1713,0.1778,-0.1822,1.199
12.80898107,1.1742,0.1583,-0.1422,1.193
12.81149758,1.1786,0.1379,-0.129,1.194
12.81443492,1.1791,0.1141,-0.1085,1.19
12.81724789,1.1713,0.1131,-0.0753,1.179
12.81962982,1.1566,0.1092,-0.0534,1.163
12.82215956,1.1439,0.1019,-0.0378,1.149
12.82495039,1.1283,0.1054,-0.0197,1.133
12.82727034,1.1038,0.1097,0.0208,1.109
12.82919831,1.0759,0.1131,0.0452,1.083
12.83166008,1.0515,0.1223,0.0676,1.061
12.8349694,1.031,0.1321,0.0808,1.043
12.83741196,1.007,0.1403,0.1033,1.022
12.83932696,0.981,0.1588,0.1247,1.002
12.8419055,0.9566,0.1681,0.1321,0.98
12.8456692,0.9424,0.1763,0.1442,0.97
12.84701961,0.9243,0.1855,0.1472,0.954
12.84941769,0.9067,0.1899,0.174,0.943
12.85192425,0.8852,0.1914,0.196,0.927
12.85518071,0.8798,0.1924,0.2086,0.924
12.85792519,0.8642,0.1948,0.2194,0.913
12.86029826,0.852,0.1962,0.2292,0.904
12.86288034,0.8442,0.1996,0.237,0.899
12.8653067,0.8319,0.1996,0.2535,0.892
12.86736373,0.8206,0.1948,0.2623,0.883
12.86963399,0.8123,0.1952,0.2794,0.881
12.87214805,0.804,0.1948,0.296,0.879
12.87505686,0.8016,0.2031,0.3033,0.881
12.8779355,0.7898,0.2054,0.3033,0.871
12.87984076,0.7972,0.2108,0.314,0.882
12.8823154,0.8045,0.2142,0.3204,0.892
12.88494045,0.8118,0.2245,0.3121,0.898
12.88762332,0.8162,0.2312,0.3033,0.901
12.89251384,0.8236,0.2449,0.2955,0.909
12.89279967,0.8285,0.2468,0.2725,0.906
12.89592102,0.827,0.2444,0.2579,0.9
12.89815613,0.8334,0.2502,0.2535,0.906
12.90064649,0.8363,0.2521,0.2403,0.906
12.90316509,0.8486,0.2526,0.2233,0.913
12.90573623,0.851,0.2497,0.2067,0.911
12.90782061,0.8559,0.2385,0.1911,0.909
12.91017905,0.8784,0.2303,0.1545,0.921
12.91271847,0.9077,0.2263,0.1218,0.943
12.91565321,0.9458,0.2201,0.1145,0.978
12.91795915,1.0021,0.2181,0.0774,1.028
12.92028811,1.0598,0.2205,0.0169,1.083
12.92312238,1.094,0.2293,-0.0309,1.118
12.92546993,1.118,0.2424,-0.0822,1.147
12.92812457,1.1302,0.2551,-0.1319,1.166
12.93046702,1.1366,0.2701,-0.169,1.18
12.93290421,1.1331,0.2765,-0.1993,1.183
12.93573499,1.1434,0.2735,-0.2193,1.196
12.93866348,1.1591,0.2604,-0.232,1.21
12.94122228,1.1679,0.2356,-0.2276,1.213
12.94405525,1.1776,0.2166,-0.2174,1.217
12.94621619,1.185,0.1928,-0.1973,1.217
12.94823629,1.1908,0.1705,-0.1798,1.216
12.95059895,1.1884,0.1472,-0.1593,1.208
12.9531777,1.1845,0.134,-0.1398,1.2
12.9563439,1.182,0.116,-0.1164,1.193
12.95840561,1.1776,0.1024,-0.0983,1.186
12.96084551,1.1659,0.0995,-0.0617,1.172
12.96329369,1.1493,0.0917,-0.0417,1.154
12.96582608,1.1356,0.0951,-0.0036,1.14
12.96861541,1.1048,0.1,0.031,1.11
12.97102541,1.0637,0.1029,0.0662,1.071
12.97389473,1.0412,0.1077,0.0896,1.051
12.97704661,1.0232,0.1228,0.1101,1.036
12.97915452,1.0026,0.1423,0.1267,1.02
12.98171489,0.9776,0.153,0.1472,1
12.98417041,0.9537,0.1661,0.155,0.98
12.98669645,0.9322,0.1753,0.1696,0.964
12.99068046,0.9131,0.1836,0.1852,0.95
12.99115171,0.893,0.1938,0.1999,0.935
12.9942827,0.8754,0.1924,0.2091,0.92
12.99719609,0.8671,0.1977,0.2135,0.915
12.99863822,0.8564,0.2026,0.2292,0.909
13.00120952,0.8505,0.2089,0.238,0.908
13.00412124,0.8442,0.2094,0.2487,0.905
13.00690604,0.8319,0.2069,0.2555,0.894
13.00909942,0.8226,0.2084,0.2643,0.889
13.01132124,0.8143,0.2157,0.2702,0.885
13.01407953,0.8045,0.2094,0.2867,0.879
13.01732911,0.7908,0.2196,0.2872,0.87
13.01963312,0.7854,0.2205,0.2994,0.869
13.02210661,0.7805,0.2166,0.3155,0.869
13.02474953,0.7732,0.221,0.3233,0.867
13.02723349,0.7766,0.2225,0.3282,0.872
13.02906067,0.7903,0.2201,0.3233,0.882
13.03163401,0.8021,0.2225,0.317,0.891
13.03422843,0.8182,0.2327,0.3067,0.904
13.03770453,0.8338,0.2337,0.2882,0.913
13.03923875,0.8343,0.2351,0.273,0.909
13.0417762,0.8343,0.2347,0.2447,0.901
13.04447312,0.8338,0.2347,0.2164,0.893
13.04764078,0.8525,0.2366,0.1818,0.903
13.04938791,0.8798,0.2337,0.1643,0.925
13.05186359,0.9238,0.2196,0.1555,0.962
13.05488708,0.985,0.2157,0.1008,1.013
13.05781234,1.0378,0.224,0.0335,1.062
13.06011635,1.075,0.2337,-0.027,1.1
13.06260833,1.0965,0.2463,-0.0778,1.126
13.06514583,1.1121,0.2619,-0.1305,1.15
13.0677249,1.1243,0.2677,-0.1637,1.167
13.06966266,1.1429,0.2701,-0.1856,1.189
13.07219635,1.1537,0.2725,-0.2047,1.203
13.07492537,1.1639,0.2638,-0.2261,1.215
13.07799599,1.1747,0.2444,-0.2325,1.222
13.0796287,1.1737,0.2288,-0.2202,1.216
13.08225078,1.1737,0.2098,-0.2042,1.21
13.08518125,1.1718,0.1855,-0.1788,1.2
13.08747932,1.1723,0.1637,-0.153,1.193
13.08984167,1.1644,0.1447,-0.1378,1.181
13.09234016,1.1625,0.1291,-0.1066,1.174
13.09553344,1.1571,0.1219,-0.0778,1.166
13.09820547,1.1468,0.1131,-0.0553,1.154
13.10058224,1.1371,0.1068,-0.0255,1.142
13.10317219,1.1107,0.1039,0.0067,1.116
13.10561183,1.0911,0.1063,0.0276,1.097
13.10779375,1.0657,0.1107,0.0452,1.072
13.11008662,1.031,0.1063,0.0667,1.039
13.11254532,1.0133,0.1146,0.0969,1.024
13.11555178,1.0006,0.1325,0.1072,1.015
13.11800751,0.9869,0.1481,0.1281,1.006
13.12150631,0.963,0.1617,0.155,0.989
13.12281417,0.9454,0.17,0.1555,0.973
13.12551516,0.9282,0.1768,0.1506,0.957
13.12802464,0.9043,0.1724,0.1672,0.936
13.13032787,0.8838,0.1802,0.1901,0.922
13.13294308,0.8745,0.1923,0.1999,0.917
13.13596985,0.8613,0.1972,0.2091,0.908
13.13876355,0.8505,0.1992,0.2252,0.902
13.14142261,0.8407,0.1923,0.2413,0.896
13.14363162,0.8255,0.1919,0.2565,0.885
13.1461223,0.8148,0.2006,0.2658,0.88
13.14798938,0.8069,0.2035,0.2765,0.877
13.1504899,0.7972,0.2069,0.2823,0.871
13.1530398,0.7884,0.2098,0.298,0.869
13.15557694,0.7849,0.2196,0.3014,0.869
13.15851178,0.7893,0.2225,0.3063,0.875
13.16066647,0.7991,0.222,0.3087,0.885
13.16316293,0.8074,0.2181,0.3121,0.893
13.16580444,0.8138,0.2254,0.3033,0.897
13.16849162,0.8182,0.2317,0.2945,0.9
13.17092595,0.8221,0.2337,0.2843,0.901
13.17362746,0.8265,0.24,0.2619,0.9
13.17623605,0.8421,0.2424,0.2336,0.907
13.17913116,0.8495,0.2444,0.214,0.909
13.18160178,0.8603,0.2468,0.1955,0.916
13.18480933,0.8789,0.239,0.1662,0.926
13.18664996,0.9253,0.238,0.1228,0.963
13.18851277,0.9644,0.2293,0.1067,0.997
13.19109079,0.9938,0.2244,0.0779,1.022
13.19383579,1.0202,0.2283,0.0325,1.046
13.1968159,1.0368,0.2263,-0.0046,1.061
13.19873595,1.0579,0.2278,-0.0412,1.083
13.20117991,1.0833,0.2337,-0.0788,1.111
13.20416366,1.1009,0.239,-0.1129,1.132
13.20620949,1.1219,0.2356,-0.1407,1.155
13.20877205,1.1336,0.2375,-0.1534,1.168
13.21124762,1.1478,0.2303,-0.1681,1.183
13.21406403,1.163,0.2196,-0.1734,1.196
13.21750981,1.1664,0.203,-0.1661,1.196
13.21969627,1.1659,0.1952,-0.1558,1.192
13.22223408,1.1532,0.1802,-0.1461,1.176
13.22462517,1.1498,0.1646,-0.1334,1.169
13.2271759,1.1503,0.1486,-0.1066,1.165
13.22896684,1.1473,0.1393,-0.09,1.159
13.23148085,1.1488,0.135,-0.0744,1.159
13.23426002,1.1434,0.1291,-0.0538,1.152
13.23734507,1.1234,0.1267,-0.0368,1.131
13.23926689,1.1063,0.1296,-0.0139,1.114
13.24159387,1.0877,0.1267,0.0193,1.095
13.24437049,1.0554,0.1243,0.0403,1.063
13.24770684,1.029,0.1199,0.0691,1.038
13.24920632,1.0162,0.1321,0.0842,1.028
