time,xaxis,yaxis,zaxis,TgF
0.002497396,0.9482,0.257,0.1121,0.989
0.002741927,0.9599,0.2598,0.0999,0.999
0.002851927,0.9609,0.2642,0.1014,1.002
0.002960938,0.9579,0.2579,0.1096,0.998
0.003035365,0.955,0.2633,0.0945,0.995
0.003111354,0.9584,0.2584,0.0882,0.997
0.003177136,0.9711,0.2579,0.0892,1.009
0.003249688,0.9751,0.2637,0.0857,1.014
0.003316354,0.9609,0.2545,0.1019,0.999
0.003411719,0.9643,0.2448,0.0789,0.998
0.004817865,0.9667,0.2501,0.0887,1.003
0.007378334,0.9736,0.2584,0.1024,1.012
0.011007241,0.9751,0.2598,0.1014,1.014
0.012351512,0.9697,0.254,0.1033,1.008
0.015549116,0.9638,0.254,0.1082,1.003
0.018040627,0.9604,0.254,0.1014,0.999
0.020715158,0.9677,0.2506,0.0975,1.004
0.023080158,0.9682,0.2516,0.1004,1.005
0.025763388,0.9672,0.2526,0.1053,1.005
0.027637294,0.9599,0.2496,0.1028,0.997
0.030248232,0.9614,0.2511,0.0994,0.999
0.032649847,0.9711,0.2477,0.1009,1.007
0.035451983,0.9741,0.2487,0.0975,1.01
0.037792035,0.9746,0.2487,0.0896,1.01
0.04031365,0.9809,0.2491,0.0911,1.016
0.042694587,0.9804,0.2545,0.0921,1.017
0.045127556,0.9829,0.254,0.0882,1.019
0.047909067,0.9931,0.2593,0.0731,1.029
0.05032339,0.9858,0.256,0.0736,1.021
0.052769536,0.9824,0.2526,0.0692,1.017
0.055448078,0.9751,0.2506,0.0677,1.009
0.058560214,0.9755,0.2531,0.0736,1.011
0.061203756,0.9452,0.2287,0.0852,0.976
0.063703808,0.867,0.1855,0.0736,0.89
0.066105944,0.9873,0.2914,0.0409,1.03
0.068179069,1.0313,0.3123,0.0857,1.081
0.070594226,1.0323,0.3007,0.115,1.081
0.073007143,0.9975,0.2725,0.1053,1.039
0.075988601,0.9799,0.2589,0.0828,1.017
0.078341101,0.9506,0.2361,0.0838,0.983
0.080894539,0.935,0.221,0.0882,0.965
0.083178133,0.9589,0.2317,0.0731,0.989
0.085686415,1.0073,0.2331,0.0491,1.035
0.088407092,0.9951,0.238,0.139,1.033
0.091449488,0.976,0.2531,0.1643,1.022
0.093626936,0.9487,0.2633,0.137,0.994
0.095866312,0.934,0.2535,0.1253,0.976
0.098990791,0.9403,0.2375,0.114,0.977
0.101539385,0.9389,0.2278,0.1263,0.974
0.104005167,0.9359,0.2215,0.1433,0.972
0.10656824,0.9379,0.2307,0.1453,0.977
0.108477407,0.9306,0.2351,0.1501,0.971
0.111127511,0.933,0.237,0.1541,0.975
0.113864803,0.9242,0.2428,0.1575,0.968
0.116672147,0.9193,0.2394,0.1789,0.967
0.118655845,0.9056,0.2366,0.1858,0.954
0.121274543,0.8949,0.2317,0.1892,0.944
0.124117512,0.8895,0.2287,0.2014,0.94
0.126237825,0.8783,0.2331,0.2121,0.933
0.128937409,0.8753,0.2331,0.2204,0.932
0.131457982,0.8734,0.2409,0.2317,0.935
0.134094128,0.8679,0.2399,0.2428,0.933
0.136978191,0.8753,0.2399,0.2472,0.941
0.141007358,0.8763,0.2458,0.2366,0.94
0.14212267,0.8763,0.2491,0.2361,0.941
0.144747046,0.8846,0.2575,0.2287,0.949
0.147091525,0.8866,0.2637,0.2141,0.949
0.148938608,0.889,0.2705,0.2097,0.953
0.151494025,0.888,0.2725,0.1936,0.949
0.15414939,0.8743,0.2735,0.1921,0.936
0.157220953,0.8822,0.2842,0.1712,0.942
0.159149182,0.8988,0.2846,0.1457,0.954
0.161920589,0.9286,0.2832,0.1267,0.979
0.164256214,0.9452,0.2866,0.1097,0.994
0.166676892,0.9584,0.2944,0.077,1.006
0.169300642,0.9702,0.3016,0.0565,1.018
0.171841475,0.977,0.3085,0.0658,1.027
0.174982517,0.9873,0.3153,0.0594,1.038
0.179514966,0.998,0.306,-0.0031,1.044
0.179909757,1.0005,0.2993,-0.0148,1.044
0.182607414,1.0225,0.2983,-0.0313,1.066
0.185046841,1.0381,0.2929,-0.0294,1.079
0.187511946,1.0376,0.2802,-0.0211,1.075
0.189443404,1.0518,0.2764,-0.025,1.088
0.192047259,1.0597,0.2681,-0.0255,1.093
0.194862467,1.0577,0.2521,-0.0172,1.087
0.197755488,1.0602,0.2443,-0.0055,1.088
0.199540801,1.0636,0.2453,-0.0011,1.092
0.202188197,1.0631,0.2366,0.0121,1.089
0.204702468,0.912,0.0961,0.0448,0.918
0.207473875,0.9315,0.1315,-0.0225,0.941
0.209730385,1.0983,0.2662,-0.0392,1.131
0.212222417,1.1223,0.2715,0.0457,1.156
0.215361271,1.1032,0.2506,0.0726,1.134
0.217942001,1.07,0.2399,0.0672,1.099
0.220493616,1.0621,0.2312,0.0662,1.089
0.223079553,1.0474,0.2035,0.0491,1.068
0.225571168,0.9878,0.151,0.054,1.001
0.227632835,0.9428,0.1505,0.0848,0.958
0.229926533,0.9335,0.2064,0.1097,0.962
0.232489398,0.9501,0.2419,0.1135,0.987
0.235466117,0.9809,0.2589,0.097,1.019
0.238287524,1.0103,0.2565,0.0921,1.046
0.240088097,0.9971,0.2336,0.094,1.028
0.242834607,0.9858,0.2132,0.0936,1.013
0.245298826,0.9687,0.1933,0.1204,0.995
0.24778591,0.9584,0.1952,0.1331,0.987
0.250194608,0.9487,0.1996,0.1545,0.982
0.252737213,0.9335,0.1923,0.1751,0.969
0.255465598,0.9281,0.2001,0.1794,0.966
0.258583619,0.9296,0.2103,0.1965,0.973
0.261042786,0.9281,0.2152,0.2009,0.974
0.263161172,0.9164,0.2117,0.2116,0.964
0.26542336,0.8954,0.2098,0.2234,0.946
0.267920443,0.8772,0.2098,0.2366,0.932
0.272503985,0.8591,0.2147,0.238,0.917
0.273002788,0.8567,0.2239,0.2395,0.917
0.275580184,0.8445,0.2287,0.2565,0.912
0.278282371,0.8308,0.2341,0.2702,0.904
0.280640288,0.823,0.237,0.2819,0.902
0.283261591,0.8195,0.2389,0.2795,0.898
0.28560883,0.8278,0.2491,0.2741,0.907
0.288245133,0.8342,0.255,0.26,0.91
0.290826175,0.8464,0.2593,0.2565,0.922
0.293310446,0.8495,0.2643,0.2462,0.923
0.296702477,0.8549,0.2672,0.2179,0.922
0.298920707,0.8657,0.2784,0.2028,0.932
0.301400447,0.8627,0.2813,0.1882,0.927
0.304005916,0.8671,0.2813,0.1779,0.929
0.306676749,0.8833,0.2823,0.1481,0.939
0.308550447,0.896,0.2818,0.1452,0.95
0.311010291,0.9342,0.2872,0.1364,0.987
0.313646073,0.9757,0.2993,0.0666,1.023
0.316614667,1.0085,0.3027,0.0588,1.055
0.318496907,1.0207,0.2998,0.0344,1.064
0.321067324,1.0451,0.311,-0.0271,1.091
0.324220293,1.0755,0.2847,-0.1193,1.119
0.326105241,1.0789,0.2823,-0.1046,1.12
0.328756699,1.0843,0.3163,-0.0978,1.134
0.331135606,1.0794,0.3352,-0.1085,1.135
0.334029669,1.0799,0.3324,-0.11,1.135
0.336924825,1.0833,0.3158,-0.1198,1.135
0.339482273,1.078,0.2969,-0.1276,1.125
0.342036232,1.1102,0.2809,-0.1256,1.152
0.344539201,1.1508,0.2648,-0.0988,1.185
0.347052639,1.1674,0.2386,-0.0964,1.195
0.348862066,1.1445,0.2011,-0.0978,1.166
0.35138066,1.1298,0.1807,-0.0817,1.147
0.354195608,1.1239,0.1802,-0.0534,1.14
0.357336858,1.1102,0.1904,-0.0207,1.127
0.359104723,1.0692,0.1841,0.0276,1.085
0.361488786,0.9997,0.1447,0.0383,1.011
0.364276234,1.0467,0.1992,0.0139,1.066
0.367487589,1.0643,0.2167,0.0412,1.087
0.370447433,1.0418,0.2103,0.0906,1.067
0.371739933,1.0148,0.1996,0.1017,1.039
0.374386912,1.0041,0.1933,0.1057,1.028
0.377646235,0.984,0.1909,0.1252,1.01
0.37992634,0.9743,0.1666,0.1233,0.996
0.382409413,0.9699,0.1156,0.1305,0.985
0.385346132,0.9567,0.1865,0.1486,0.986
0.387450038,0.9469,0.222,0.1701,0.987
0.389416341,0.9249,0.2303,0.1686,0.968
0.39193306,0.9215,0.2249,0.1896,0.967
0.394805768,0.921,0.2152,0.2169,0.97
0.397827487,0.9112,0.2074,0.235,0.964
0.399500613,0.8912,0.2031,0.2531,0.948
0.402241759,0.8564,0.1909,0.1657,0.893
0.40456978,0.8628,0.2045,0.2999,0.936
0.407695822,0.8633,0.2235,0.2511,0.926
0.409654364,0.8491,0.2279,0.2789,0.922
0.412178791,0.8393,0.2269,0.2491,0.904
0.414754677,0.8197,0.223,0.2608,0.889
0.417877125,0.7967,0.2259,0.2853,0.876
0.420442021,0.7879,0.2303,0.2984,0.873
0.422977698,0.7777,0.2395,0.3126,0.872
0.425690719,0.7567,0.2454,0.3345,0.863
0.427456501,0.7454,0.2468,0.3374,0.855
0.429823741,0.7518,0.2516,0.3345,0.86
0.432366866,0.7743,0.2536,0.3155,0.874
0.435625564,0.7997,0.2614,0.2911,0.89
0.437637439,0.8359,0.2702,0.2633,0.917
0.440088117,0.8701,0.273,0.2194,0.938
0.442535044,0.9107,0.2852,0.1745,0.97
0.445269159,0.9352,0.2959,0.1344,0.99
0.447847336,0.9528,0.3041,0.0876,1.004
0.450863482,0.9576,0.3227,0.0398,1.011
0.452701243,0.9547,0.311,0.0857,1.008
0.455479941,0.9944,0.3329,0.0236,1.049
0.458385827,1.0286,0.3436,-0.0856,1.088
0.460927754,1.0325,0.3382,-0.1052,1.092
0.463402234,1.0618,0.346,-0.1227,1.124
0.466001453,1.0868,0.3518,-0.1652,1.154
0.468017859,1.1029,0.3421,-0.1856,1.17
0.470461818,1.1049,0.325,-0.1861,1.167
0.472956245,1.1088,0.2954,-0.1793,1.161
0.475343693,1.1176,0.2779,-0.1515,1.162
0.478028329,1.1244,0.259,-0.133,1.161
0.480495048,1.1376,0.2279,-0.1212,1.167
0.484848069,1.1567,0.2108,-0.0993,1.18
0.485783955,1.1553,0.1938,-0.0603,1.173
0.488334892,1.1489,0.1778,-0.0461,1.163
0.49069208,1.1449,0.169,-0.0364,1.158
0.493085622,1.0902,0.135,0.0007,1.099
0.495609633,1.0457,0.1258,-0.0066,1.053
0.498787758,1.0912,0.1792,0.0002,1.106
0.501342133,1.1014,0.1894,0.051,1.119
0.50405479,1.0785,0.1822,0.0832,1.097
0.506337134,1.0511,0.172,0.09,1.069
0.508438853,1.0296,0.1754,0.1022,1.049
0.510947082,0.9929,0.1685,0.0944,1.012
0.513720155,0.9792,0.1229,0.0964,0.992
0.516539687,0.9689,0.1496,0.1135,0.987
0.518416145,0.9567,0.2108,0.1432,0.99
0.520997239,0.9386,0.2279,0.1525,0.978
0.524037656,0.9244,0.2269,0.1613,0.965
0.52717073,0.9166,0.2225,0.1818,0.961
0.528575313,0.9048,0.2225,0.1925,0.951
0.531097657,0.898,0.2259,0.1993,0.947
0.533957241,0.8931,0.2133,0.2145,0.943
0.536926251,0.8916,0.2094,0.2198,0.942
0.539330731,0.8936,0.2055,0.2125,0.941
0.541813491,0.8804,0.2075,0.2325,0.934
0.544370523,0.8633,0.2036,0.2652,0.926
0.547055627,0.8418,0.205,0.2804,0.911
0.548832242,0.8188,0.1889,0.3008,0.893
0.551353284,0.8007,0.1783,0.3296,0.884
0.554123232,0.79,0.1958,0.3638,0.891
0.557061566,0.7733,0.208,0.375,0.884
0.55897292,0.7572,0.2138,0.3852,0.876
0.561539587,0.7518,0.2191,0.4033,0.881
0.564269744,0.7596,0.222,0.4102,0.891
0.567664327,0.7587,0.2142,0.4053,0.886
0.569131671,0.7846,0.2191,0.3608,0.891
0.571638546,0.8183,0.2376,0.2974,0.903
0.574311099,0.8188,0.2419,0.2716,0.896
0.577293026,0.7895,0.241,0.2881,0.874
0.579821985,0.7904,0.2483,0.2642,0.87
0.582403443,0.8085,0.2551,0.2286,0.878
0.5849061,0.8506,0.256,0.2208,0.915
0.587682611,0.9293,0.2833,0.1823,0.989
0.589308184,0.9748,0.3125,0.0998,1.029
0.591817351,0.8877,0.3975,0.2335,1
0.594912976,0.9088,0.4704,0.2457,1.052
0.599317403,0.9259,0.4699,0.0735,1.041
0.599589955,0.9112,0.4748,-0.0276,1.028
0.602042612,0.9411,0.469,-0.1017,1.056
0.605184852,0.9768,0.451,-0.149,1.086
0.607831831,1.0252,0.4213,-0.2076,1.128
0.609561779,1.0936,0.362,-0.2832,1.186
0.612114123,1.1611,0.3022,-0.3306,1.245
0.614837874,1.2418,0.26,-0.3706,1.322
0.617845947,1.2702,0.2235,-0.3306,1.331
0.620447874,1.2883,0.156,-0.293,1.33
0.622802822,1.28,0.1346,-0.2374,1.309
0.625399437,1.2662,0.1453,-0.1784,1.287
0.627580167,1.2262,0.155,-0.133,1.243
0.629839333,1.1822,0.1647,-0.0944,1.197
0.63235824,1.1108,0.1618,-0.0524,1.124
0.635641313,0.9905,0.1175,-0.0197,0.998
0.637677772,1.0472,0.205,-0.0452,1.068
0.639904178,1.0741,0.2434,0.0095,1.101
0.642483553,1.0697,0.2371,0.0681,1.098
0.645263554,1.0408,0.2177,0.0949,1.068
0.647844127,1.0222,0.2011,0.0925,1.046
0.650190481,1.0041,0.1919,0.092,1.026
0.652629336,1.0017,0.1914,0.0969,1.024
0.655553763,1.0071,0.1948,0.0969,1.03
0.658294493,0.9973,0.1924,0.1086,1.021
0.660791993,0.9885,0.1982,0.1296,1.016
0.663447253,0.9592,0.1968,0.1696,0.994
0.665919962,0.9298,0.1973,0.193,0.97
0.668134389,0.9381,0.2138,0.1374,0.972
0.670323504,0.9289,0.2177,0.1598,0.967
0.672791942,0.922,0.2108,0.1871,0.964
0.675564598,0.9049,0.1754,0.2106,0.945
0.677993401,0.8799,0.2293,0.2394,0.94
0.680442516,0.8452,0.2468,0.2662,0.92
0.682992203,0.812,0.2429,0.2842,0.894
0.685535641,0.7914,0.2395,0.2989,0.879
0.688329339,0.7812,0.2308,0.3125,0.872
0.69052835,0.7782,0.2147,0.3306,0.872
0.693023298,0.7694,0.2162,0.3423,0.869
0.69595408,0.7611,0.2322,0.3574,0.872
0.698755799,0.7596,0.2381,0.3511,0.87
0.701503091,0.768,0.2444,0.3423,0.876
0.703097726,0.7728,0.256,0.3379,0.882
0.706291893,0.7772,0.2663,0.3296,0.885
0.708512675,0.789,0.2716,0.3082,0.89
0.710760383,0.7963,0.2794,0.2906,0.893
0.713508613,0.7856,0.2828,0.2852,0.882
0.715811894,0.8154,0.2906,0.2237,0.894
0.718529446,0.8271,0.2978,0.2203,0.906
0.720873457,0.8369,0.2911,0.2023,0.909
0.72349127,0.8604,0.293,0.1754,0.926
0.726158145,0.9044,0.2998,0.1159,0.96
0.728831583,0.9504,0.2648,0.0832,0.99
0.731094396,1.0105,0.2876,0.0134,1.051
0.733902781,1.0428,0.3202,-0.0212,1.091
0.736648719,1.0227,0.3489,0.0095,1.081
0.739236532,1.0247,0.38,-0.011,1.093
0.741802418,1.0007,0.3985,-0.0452,1.078
0.744310647,0.9225,0.4267,0.0261,1.017
0.746862262,1.0046,0.4063,-0.1369,1.092
0.748914918,1.0443,0.362,-0.2227,1.127
0.751376533,1.0868,0.329,-0.2213,1.157
0.753991429,1.1401,0.2809,-0.2101,1.193
0.756952679,1.2086,0.222,-0.2491,1.254
0.758797888,1.2189,0.1598,-0.2101,1.247
0.761704815,1.2243,0.1355,-0.1583,1.242
0.764369503,1.2243,0.1267,-0.1388,1.239
0.76653143,1.1836,0.116,-0.091,1.193
0.769441483,1.0795,0.0801,-0.0437,1.083
0.771463931,1.1025,0.1506,-0.07,1.115
0.774175285,1.1254,0.2094,-0.0329,1.145
0.777759973,1.1142,0.222,0.0324,1.137
0.779703775,1.078,0.2152,0.0505,1.1
0.782279505,1.0497,0.2006,0.0451,1.07
0.784772995,1.0159,0.1963,0.0554,1.036
0.787277578,1.0012,0.1914,0.0671,1.022
0.78935862,0.9958,0.1924,0.0822,1.018
0.791757475,0.9949,0.1924,0.0998,1.018
0.794790287,1.014,0.2031,0.1139,1.04
0.797505444,0.9782,0.1899,0.1657,1.01
0.799370913,0.9357,0.1705,0.1842,0.969
0.80191909,0.9645,0.2026,0.0885,0.99
0.80503133,0.965,0.222,0.1173,0.997
0.807746955,0.9567,0.2216,0.152,0.994
0.809578883,0.9274,0.2118,0.1935,0.971
0.812060393,0.9117,0.2157,0.2086,0.96
0.814899456,0.8751,0.2133,0.2242,0.928
0.817755238,0.8673,0.2201,0.2413,0.927
0.820348102,0.8497,0.2245,0.2564,0.915
0.822763259,0.8291,0.2084,0.2891,0.902
0.825265603,0.8144,0.2075,0.3052,0.894
0.827464561,0.7988,0.2366,0.3066,0.888
0.829864301,0.79,0.2609,0.3135,0.889
0.832404041,0.789,0.2454,0.312,0.883
0.834872427,0.7973,0.2337,0.3238,0.892
0.837402375,0.8041,0.2449,0.3164,0.898
0.839901594,0.8145,0.2527,0.3033,0.905
0.842319094,0.8169,0.258,0.2955,0.906
0.844941334,0.8164,0.2624,0.2793,0.902
0.847649199,0.8208,0.2663,0.2696,0.904
0.850115189,0.8208,0.2741,0.2422,0.899
0.852535918,0.836,0.2789,0.2061,0.905
0.855531596,0.8428,0.2784,0.2154,0.913
0.858110085,0.8658,0.2711,0.2135,0.932
0.86072545,0.9225,0.2721,0.1564,0.974
0.863305398,0.9587,0.2828,0.0978,1.004
0.865861649,0.968,0.2876,0.0905,1.014
0.867851441,0.9939,0.3022,0.0691,1.041
0.870395816,1.0125,0.3187,0.0612,1.063
0.872691701,0.9798,0.346,0.0686,1.041
0.875651441,0.9474,0.3883,0.0793,1.027
0.877982483,1.0027,0.3727,-0.0998,1.074
0.880371963,1.0321,0.3499,-0.1818,1.105
0.88283915,1.0658,0.3338,-0.1759,1.131
0.885538942,1.1274,0.3042,-0.1823,1.182
0.888109151,1.1612,0.258,-0.1828,1.203
0.890695818,1.1764,0.2128,-0.191,1.211
0.89307186,1.17,0.1866,-0.1642,1.196
0.895571287,1.1759,0.1662,-0.1266,1.194
0.898856235,1.169,0.17,-0.0886,1.185
0.900585298,1.1534,0.1744,-0.0491,1.168
0.903810194,1.1308,0.1841,-0.0285,1.146
0.906258163,1.1069,0.1871,-0.0149,1.123
0.908303111,1.0834,0.1958,-0.0022,1.101
0.910826757,1.0663,0.2002,0.0158,1.085
0.913284258,1.0506,0.1987,0.032,1.07
0.916218112,1.0282,0.1943,0.0539,1.048
0.918267123,1.0032,0.1798,0.0676,1.021
0.921026498,0.9837,0.1715,0.0793,1.002
0.923438529,0.9964,0.1948,0.0763,1.018
0.925926759,1.0159,0.2089,0.091,1.041
0.928731655,1.0067,0.2075,0.1212,1.035
0.931108999,0.9891,0.205,0.1325,1.019
0.93374978,0.9661,0.205,0.1393,0.997
0.936840874,0.9465,0.2045,0.1412,0.979
0.939246135,0.9269,0.2026,0.1515,0.961
0.941815562,0.9181,0.2104,0.1671,0.957
0.94434124,0.9078,0.2128,0.1891,0.951
0.94678775,0.8981,0.224,0.21,0.949
0.948642126,0.8893,0.2279,0.2227,0.945
0.951334886,0.8668,0.2293,0.2364,0.927
0.954111657,0.8462,0.2254,0.2481,0.91
0.957418324,0.8257,0.2254,0.2505,0.892
0.958758897,0.814,0.2264,0.2628,0.885
0.961330669,0.8135,0.2284,0.2705,0.887
0.964170721,0.8062,0.2313,0.2779,0.884
0.966335304,0.8086,0.2386,0.295,0.893
0.968915044,0.8169,0.2391,0.2911,0.9
0.971506138,0.8194,0.2337,0.2862,0.899
0.974159576,0.8257,0.2386,0.2803,0.904
0.977178222,0.837,0.242,0.2808,0.915
0.979726452,0.8374,0.2483,0.2725,0.915
0.982176139,0.8399,0.2483,0.2535,0.912
0.984685723,0.8418,0.256,0.2398,0.912
0.987271557,0.8448,0.2634,0.2257,0.913
0.989091505,0.8555,0.2619,0.2076,0.918
0.991822859,0.8795,0.2653,0.1822,0.937
0.994246036,0.8868,0.2648,0.1744,0.942
0.997637756,0.9025,0.2565,0.1495,0.95
0.999187235,0.9455,0.26,0.1056,0.986
1.001731714,0.9646,0.2726,0.1261,1.01
1.004405829,0.9827,0.2833,0.1144,1.029
1.007508798,0.9974,0.296,0.0964,1.045
1.009353642,1.0008,0.3129,0.0724,1.051
1.012064632,0.9309,0.3577,0.1222,1.005
1.014783174,1.0057,0.3703,-0.05,1.073
1.017673747,1.0462,0.3319,-0.196,1.115
1.020259164,1.0766,0.3076,-0.2418,1.145
1.022775935,1.1387,0.2823,-0.2657,1.203
1.025244998,1.1788,0.2361,-0.2228,1.223
1.027818644,1.1842,0.19,-0.1506,1.209
1.029691405,1.1905,0.1691,-0.1135,1.208
1.032262863,1.1866,0.1574,-0.0925,1.201
1.034843749,1.1612,0.1579,-0.0852,1.175
1.037870832,1.1465,0.1642,-0.0598,1.16
1.039688906,1.1343,0.1734,-0.0442,1.148
1.042283333,1.1231,0.1885,-0.0359,1.139
1.045071875,1.103,0.1875,-0.0174,1.119
1.047493646,1.0756,0.1803,0.0002,1.091
1.049820313,1.0565,0.1793,0.0183,1.072
1.052547969,1.0194,0.1589,0.0373,1.032
1.055609584,1.0179,0.1604,0.0368,1.031
1.058132866,1.0521,0.1905,0.0378,1.07
1.060768751,1.056,0.1919,0.067,1.075
1.063177085,1.0384,0.1866,0.089,1.059
1.065638283,1.0091,0.1812,0.0997,1.03
1.067801356,0.9861,0.1788,0.0997,1.007
1.070145211,0.9788,0.1953,0.1041,1.003
1.073509117,0.992,0.2055,0.1041,1.018
1.075667815,0.9631,0.189,0.1271,0.99
1.078020836,0.9397,0.1948,0.1574,0.972
1.08043318,0.9275,0.204,0.1671,0.964
1.082702972,0.9128,0.2119,0.1856,0.955
1.085452816,0.8996,0.2182,0.1998,0.947
1.088283754,0.8781,0.2226,0.2144,0.931
1.090306619,0.8345,0.2186,0.2774,0.906
1.093123546,0.835,0.2303,0.251,0.902
1.095456619,0.8673,0.2444,0.1861,0.92
1.097914536,0.8433,0.2498,0.2466,0.913
1.101015214,0.8238,0.2425,0.2891,0.906
1.103583391,0.811,0.2386,0.2818,0.891
1.106182662,0.8042,0.2366,0.2867,0.886
1.108216464,0.7949,0.2444,0.2944,0.882
1.11058959,0.792,0.2444,0.3027,0.882
1.113217194,0.8062,0.2444,0.3003,0.894
1.116097038,0.8096,0.2498,0.2954,0.897
1.118352351,0.8208,0.2542,0.2998,0.91
1.121108653,0.8306,0.2546,0.2774,0.912
1.123245893,0.8409,0.2663,0.2627,0.92
1.125739175,0.8472,0.2692,0.2476,0.923
1.128448758,0.8472,0.2726,0.2232,0.918
1.130839904,0.8482,0.2751,0.1861,0.911
1.133902665,0.8497,0.2838,0.1768,0.913
1.137254019,0.8649,0.277,0.1681,0.924
1.139090009,0.8927,0.2755,0.1402,0.945
1.141587978,0.9265,0.276,0.1051,0.972
1.144132666,0.9661,0.2823,0.0578,1.008
1.146663239,0.9759,0.276,0.0593,1.016
1.148633656,1.0032,0.296,0.0636,1.048
1.151155687,1.0312,0.3071,0.0056,1.076
1.154025323,1.0532,0.312,-0.0476,1.099
1.156560271,1.0649,0.3101,-0.0979,1.113
1.158697824,1.0727,0.3032,-0.1184,1.121
1.161199803,1.0976,0.3037,-0.1442,1.148
1.164208814,1.1133,0.2892,-0.1604,1.161
1.166251106,1.1177,0.2678,-0.1545,1.16
1.168817616,1.1333,0.2522,-0.1365,1.169
1.171418398,1.1382,0.2395,-0.1213,1.169
1.174339648,1.1436,0.2221,-0.1052,1.17
1.177124857,1.1431,0.2007,-0.0911,1.164
1.179581784,1.1426,0.1841,-0.0808,1.16
1.182147149,1.148,0.1744,-0.0725,1.163
1.184624753,1.1485,0.1729,-0.0593,1.163
1.187745639,1.1441,0.1647,-0.053,1.157
1.189080066,1.1289,0.1622,-0.035,1.141
1.191623244,1.104,0.1555,-0.0105,1.115
1.194545952,1.0737,0.1443,0.0158,1.083
1.196621109,1.0781,0.1579,0.0173,1.09
1.199156786,1.0434,0.1497,0.0461,1.055
1.20168814,1.0444,0.1637,0.0539,1.058
1.204437724,1.0483,0.1793,0.069,1.066
1.207800381,1.0224,0.1759,0.1012,1.042
1.209319495,1.0052,0.1851,0.1164,1.029
1.211786631,1.0096,0.1939,0.1183,1.035
1.215054079,0.9763,0.1846,0.1188,1.001
1.217494444,0.9407,0.1836,0.1368,0.968
1.22015908,0.9255,0.1905,0.151,0.957
1.222699445,0.9147,0.1997,0.1768,0.953
1.225141945,0.902,0.205,0.1939,0.945
1.227701685,0.8908,0.2114,0.2086,0.939
1.229496008,0.8722,0.2201,0.2325,0.929
1.232131633,0.8649,0.2255,0.2447,0.927
1.235598508,0.8453,0.2264,0.2652,0.914
1.237812467,0.8385,0.2303,0.2686,0.91
1.239663561,0.8199,0.2376,0.2744,0.897
1.242206738,0.8111,0.2347,0.293,0.894
1.244844447,0.8018,0.2367,0.3022,0.889
1.247425176,0.792,0.2415,0.3159,0.886
1.24974627,0.7788,0.2449,0.3266,0.879
1.252319395,0.769,0.2469,0.3276,0.872
1.25554674,0.7744,0.2498,0.3305,0.878
1.258073927,0.7832,0.2551,0.3198,0.884
1.260638615,0.8003,0.2576,0.3135,0.897
1.263203147,0.8131,0.2663,0.2988,0.906
1.264934293,0.8204,0.2692,0.274,0.906
1.267947105,0.8292,0.2741,0.2612,0.912
1.270019345,0.8468,0.2848,0.2281,0.922
1.272552731,0.8375,0.2867,0.2188,0.912
1.276275596,0.8277,0.2818,0.2022,0.897
1.277918408,0.839,0.2872,0.1754,0.904
1.280189086,0.8483,0.2799,0.1744,0.91
1.282742732,0.9094,0.2945,0.1383,0.966
1.285379763,0.949,0.2911,0.1012,0.998
1.287816899,0.9705,0.2731,0.0602,1.01
1.290333983,1.0008,0.2848,0.0104,1.041
1.292809191,1.0286,0.3027,-0.0295,1.073
1.2980169,1.0511,0.31,-0.0603,1.098
1.298152525,1.059,0.3154,-0.0798,1.108
1.301164817,1.0736,0.3154,-0.0954,1.123
1.303655494,1.0844,0.312,-0.1237,1.135
1.306148515,1.037,0.309,-0.0749,1.085
1.307992786,1.101,0.3144,-0.1569,1.156
1.310600755,1.1572,0.2848,-0.2296,1.214
1.313023412,1.1553,0.2463,-0.2042,1.199
1.315659246,1.1704,0.1987,-0.1666,1.199
1.318529975,1.1782,0.1588,-0.1349,1.197
1.320694819,1.1807,0.1341,-0.1022,1.193
1.323319663,1.188,0.1351,-0.0686,1.198
1.325733569,1.1875,0.1389,-0.0598,1.197
1.328507684,1.1763,0.1467,-0.0481,1.186
1.330770341,1.1518,0.155,-0.0256,1.163
1.333695497,1.1088,0.1496,-0.0105,1.119
1.335846123,1.0976,0.1662,-0.0164,1.11
1.339028987,1.0712,0.1744,0.011,1.085
1.341529769,1.0282,0.1642,0.0529,1.043
1.344007373,1.0272,0.1754,0.0549,1.043
1.346544301,1.0311,0.1904,0.0568,1.05
1.348503884,1.0418,0.207,0.0749,1.065
1.351020551,1.0243,0.1909,0.0881,1.046
1.353867322,0.9861,0.1822,0.1149,1.009
1.356956281,0.9689,0.1856,0.1276,0.995
1.35856576,0.9504,0.1943,0.1349,0.979
1.361154042,0.9337,0.1963,0.1432,0.965
1.363972115,0.9186,0.2016,0.1671,0.955
1.366706542,0.9025,0.2065,0.1861,0.944
1.368680657,0.8932,0.2206,0.2008,0.942
1.371228314,0.8785,0.223,0.2169,0.932
1.374051908,0.8555,0.222,0.2403,0.916
1.37700472,0.8443,0.2264,0.2589,0.912
1.379495033,0.835,0.2293,0.2633,0.905
1.3824767,0.8217,0.2308,0.2754,0.897
1.384572429,0.8159,0.2347,0.2886,0.897
1.387230034,0.7997,0.2347,0.293,0.883
1.388964774,0.7934,0.2342,0.3023,0.881
1.391584566,0.7841,0.2381,0.314,0.878
1.394194201,0.7699,0.2386,0.3189,0.867
