time,Azimuth,Pitch,Roll
3.303495,-105.134,-1.35,-89.374
3.390556,-103.256,-1.35,-89.374
3.445168,-104.02,-1.227,-88.366
3.505944,-104.02,-1.227,-88.366
3.587812,-104.311,-1.227,-88.366
3.646843,-105.024,-1.119,-87.493
3.707613,-105.024,-1.119,-87.493
3.789409,-103.619,-1.119,-87.493
3.850765,-104.34,-1.054,-86.383
3.911243,-104.34,-1.054,-86.383
3.986833,-104.216,-1.054,-86.383
4.053883,-104.772,-1.1,-85.152
4.114041,-104.772,-1.1,-85.152
4.185736,-104.119,-1.1,-85.152
4.255531,-104.902,-0.944,-84.309
4.31591,-104.902,-0.944,-84.309
4.384876,-103.624,-0.944,-84.309
4.456476,-104.048,-1.009,-83.206
4.518702,-104.048,-1.009,-83.206
4.58215,-102.931,-1.009,-83.206
4.660058,-104.001,-0.849,-81.708
4.721724,-104.001,-0.849,-81.708
4.784523,-103.113,-0.849,-81.708
4.866516,-104.036,-0.831,-79.934
4.922593,-104.036,-0.831,-79.934
4.979385,-102.374,-0.831,-79.934
5.064291,-104.005,-0.338,-78.738
5.12369,-104.005,-0.338,-78.738
5.17753,-103.542,-0.338,-78.738
5.268242,-103.446,-0.679,-77.486
5.327391,-103.446,-0.679,-77.486
5.376396,-102.942,-0.679,-77.486
5.470245,-103.921,-0.637,-75.671
5.530344,-103.921,-0.637,-75.671
5.57518,-102.608,-0.637,-75.671
5.672325,-103.518,-0.566,-74.088
5.731715,-103.518,-0.566,-74.088
5.774791,-103.192,-0.566,-74.088
5.874395,-104.142,-0.538,-72.357
5.93381,-104.142,-0.538,-72.357
5.972345,-103.301,-0.538,-72.357
6.076634,-104.148,-0.428,-71.196
6.13574,-104.148,-0.428,-71.196
6.172257,-102.83,-0.428,-71.196
6.278776,-102.974,-0.528,-70.455
6.339269,-102.974,-0.528,-70.455
6.369559,-102.968,-0.528,-70.455
6.481948,-104.083,-0.214,-69.586
6.541754,-104.083,-0.214,-69.586
6.569262,-102.784,-0.214,-69.586
6.683673,-103.693,-0.032,-68.556
6.743807,-103.693,-0.032,-68.556
6.767653,-102.543,-0.032,-68.556
6.885026,-102.714,-0.12,-67.804
6.946886,-102.714,-0.12,-67.804
6.966454,-102.651,-0.12,-67.804
7.089532,-103.776,0.21,-66.965
7.149926,-103.776,0.21,-66.965
7.164627,-101.468,0.21,-66.965
7.291308,-102.298,0.383,-65.976
7.351566,-102.298,0.383,-65.976
7.363231,-102.838,0.383,-65.976
7.493706,-103.969,0.723,-65.203
7.552861,-103.969,0.723,-65.203
7.562007,-101.626,0.723,-65.203
7.694312,-101.832,0.741,-64.838
7.754974,-101.832,0.741,-64.838
7.761027,-102.839,0.741,-64.838
7.897796,-102.921,0.703,-64.512
7.958083,-102.921,0.703,-64.512
7.958899,-102.688,0.703,-64.512
8.099063,-103.027,0.668,-63.677
8.159434,-101.895,0.668,-63.677
8.159818,-101.895,0.668,-63.677
8.302011,-102.369,0.672,-62.705
8.357857,-103.097,0.672,-62.705
8.361548,-103.097,0.672,-62.705
8.505497,-102.942,0.499,-62.279
8.556557,-102.164,0.499,-62.279
8.565209,-102.164,0.499,-62.279
8.708563,-102.627,0.583,-61.7
8.755325,-103.221,0.583,-61.7
8.767425,-103.221,0.583,-61.7
8.910426,-103.343,0.555,-61.351
8.952949,-101.309,0.555,-61.351
8.968952,-101.309,0.555,-61.351
9.111109,-101.612,0.58,-60.797
9.1515,-102.037,0.58,-60.797
9.171275,-102.037,0.58,-60.797
9.313095,-102.593,0.69,-60.188
9.349482,-103.45,0.69,-60.188
9.373397,-103.45,0.69,-60.188
9.515197,-104.036,0.79,-59.542
9.548439,-102.188,0.79,-59.542
9.57555,-102.188,0.79,-59.542
9.717883,-102.266,0.737,-59.143
9.747427,-103.124,0.737,-59.143
9.777851,-103.124,0.737,-59.143
9.919953,-103.203,0.659,-58.665
9.945726,-102.733,0.659,-58.665
9.981296,-102.733,0.659,-58.665
10.122712,-103.23,0.754,-58.105
10.144334,-102.296,0.754,-58.105
10.182864,-102.296,0.754,-58.105
10.325212,-102.375,0.712,-57.754
10.343033,-102.612,0.712,-57.754
10.385913,-102.612,0.712,-57.754
10.527585,-102.903,0.754,-57.367
10.541853,-102.115,0.754,-57.367
10.588177,-102.115,0.754,-57.367
10.731964,-102.223,0.738,-57.068
10.740809,-102.116,0.738,-57.068
10.791926,-102.116,0.738,-57.068
10.934899,-102.492,0.835,-56.733
10.940777,-102.34,0.835,-56.733
10.994614,-102.34,0.835,-56.733
11.134964,-102.523,0.818,-56.287
11.137649,-100.588,0.818,-56.287
11.194984,-100.588,0.818,-56.287
11.339097,-100.943,0.839,-55.573
11.339672,-102.271,0.839,-55.573
11.398204,-102.271,0.839,-55.573
11.537261,-102.135,0.839,-55.573
11.539725,-102.257,0.747,-54.897
11.600544,-102.257,0.747,-54.897
11.735575,-100.498,0.747,-54.897
11.742007,-100.748,0.701,-54.069
11.803968,-100.748,0.701,-54.069
11.938296,-101.514,0.701,-54.069
11.94416,-102.203,0.864,-53.325
12.005388,-102.203,0.864,-53.325
12.133211,-101.92,0.864,-53.325
12.146823,-101.793,0.756,-53.101
12.207961,-101.793,0.756,-53.101
12.331409,-101.631,0.756,-53.101
12.349235,-101.711,0.737,-52.835
12.411012,-101.711,0.737,-52.835
12.529097,-101.379,0.737,-52.835
12.551195,-101.417,0.704,-52.594
12.612299,-101.417,0.704,-52.594
12.728039,-102.296,0.704,-52.594
12.753928,-102.56,0.785,-52.413
12.81428,-102.56,0.785,-52.413
12.926392,-101.517,0.785,-52.413
12.955557,-101.68,0.81,-52.176
13.017567,-101.68,0.81,-52.176
13.124548,-101.626,0.81,-52.176
13.158073,-101.667,0.781,-51.952
13.219743,-101.667,0.781,-51.952
13.324532,-101.361,0.781,-51.952
13.362092,-101.79,0.891,-51.523
13.423448,-101.79,0.891,-51.523
13.524691,-101.242,0.891,-51.523
13.563045,-101.607,1.016,-51.31
13.623953,-101.607,1.016,-51.31
13.722608,-100.787,1.016,-51.31
13.766968,-101.185,1.121,-50.919
13.827104,-101.185,1.121,-50.919
13.920173,-101.968,1.121,-50.919
13.9695,-101.942,1.058,-50.69
14.029261,-101.942,1.058,-50.69
14.119427,-100.537,1.058,-50.69
14.170838,-100.745,1.096,-50.403
14.2311,-100.745,1.096,-50.403
14.318371,-101.407,1.096,-50.403
14.374766,-101.358,1.024,-50.163
14.434176,-101.358,1.024,-50.163
14.516727,-102.69,1.024,-50.163
14.57667,-103.029,1.102,-49.826
14.636897,-103.029,1.102,-49.826
14.715439,-100.544,1.102,-49.826
14.77765,-100.936,1.279,-49.802
14.838804,-100.936,1.279,-49.802
14.91469,-101.41,1.279,-49.802
14.982866,-101.734,1.368,-49.514
15.041347,-101.734,1.368,-49.514
15.112773,-101.95,1.368,-49.514
15.183575,-101.87,1.308,-49.415
15.243779,-101.87,1.308,-49.415
15.310589,-100.561,1.308,-49.415
15.386577,-100.656,1.317,-49.244
15.445533,-100.656,1.317,-49.244
15.510253,-101.21,1.317,-49.244
15.587956,-101.181,1.304,-49.247
15.648467,-101.181,1.304,-49.247
15.709797,-101.636,1.304,-49.247
15.791493,-101.222,1.137,-49.351
15.851366,-101.222,1.137,-49.351
15.906666,-101.448,1.137,-49.351
